race_id,sanrentan_result,payout_sanrentan_100
1220260504030001,1-7-3,2290
1220260504030002,5-3-4,3600
1220260504030003,2-5-3,4670
1220260504030004,1-4-3,2850
1220260504030005,3-4-2,3690
1220260504030006,5-3-1,7630
1220260504030007,5-7-1,57240
3520260501060001,3-8-5,40530
3520260501060002,2-5-6,2920
3520260501060003,3-9-1,21020
3520260501060004,3-9-2,28750
3520260501060005,1-3-5,10220
3520260501060006,6-1-2,13230
3520260501060007,2-5-4,3730
3520260501060008,7-2-5,23110
3520260501060009,2-4-7,14900
3520260501060010,9-4-5,50360
3520260501060011,2-5-3,2180
4320260505020001,1-4-2,12450
4320260505020002,4-6-5,15900
4320260505020003,7-4-2,700
4320260505020004,1-2-7,23240
4320260505020005,3-2-6,9500
4320260505020006,5-1-4,680
4320260505020007,5-1-6,1180
4720260504030001,1-6-7,15380
4720260504030002,2-4-1,8350
5620260504030001,2-6-1,6610
5620260504030002,1-5-7,830
5620260504030003,3-7-4,16600
5620260504030004,7-2-3,53210
5620260504030005,4-7-1,195290
5620260504030006,2-4-1,11570
5620260504030007,5-6-3,16370
5620260504030008,1-3-5,5430
5620260504030009,1-7-4,2780
5620260504030010,7-4-1,660
5620260504030011,4-1-3,14610
5620260504030012,4-7-3,5830
6220260506010001,1-2-3,7940
6220260506010002,4-3-5,6100
6220260506010003,5-1-7,1460
