race_id,sanrentan_result,payout_sanrentan_100
2420260317010001,1-5-6,2490
2420260317010002,6-4-1,11330
2420260317010003,4-3-7,37710
2420260317010004,1-4-5,32070
2420260317010005,3-1-7,650
2420260317010006,5-7-4,2350
2420260317010007,3-5-4,4060
2420260317010008,5-1-7,5600
2420260317010009,1-2-7,6150
2420260317010010,2-7-3,520
2420260317010011,7-3-5,5230
3620260316020001,1-5-7,1370
3620260316020002,2-3-4,9500
3620260316020003,7-3-2,4970
3620260316020004,5-4-3,1700
3620260316020005,5-4-2,380
3620260316020006,4-5-2,21060
3620260316020007,1-3-4,10160
3620260316020008,2-1-4,2280
3620260316020009,2-1-6,62890
3620260316020010,4-1-5,770
3620260316020011,1-7-4,2690
3620260316020012,2-5-4,5290
4220260317010001,7-1-3,2200
4220260317010002,5-2-4,19700
4220260317010003,4-7-2,13390
5520260317010001,7-3-5,20230
5520260317010002,3-2-5,7840
5520260317010003,1-7-4,1110
5520260317010004,6-2-7,234830
5520260317010005,7-3-1,240
5520260317010006,5-3-6,55880
5520260317010007,2-7-4,1370
6120260316020001,4-3-2,10960
6120260316020002,2-3-4,5090
6120260316020003,5-3-1,7210
