race_id,競輪場,レース番号,開始時間,best_bet,a,b,best_odds,best_p,max_EV
7420260316020002,高知競輪,2R,21:00,2-5,2,5,444.0,0.05658681305788997,24.124544997703147
4220260317010011,名古屋競輪,11R,19:51,5-6,5,6,690.7,0.025268228399830773,16.452765355763116
2420260317010006,宇都宮競輪,6R,13:32,3-4,3,4,491.5,0.03508607758725338,16.244807134135037
5520260317010004,和歌山競輪,4R,09:52,6-7,6,7,445.1,0.035245837348741586,14.687922203924881
2420260317010004,宇都宮競輪,4R,12:36,4-6,4,6,315.4,0.04683759988480299,13.772579003666861
7420260316020001,高知競輪,1R,20:40,2-6,2,6,267.7,0.0498286388608542,12.339126623050669
3120260316020002,松戸競輪,2R,21:10,3-5,3,5,321.7,0.03969880894130323,11.77110683641725
3620260316020005,小田原競輪,5R,12:50,6-7,6,7,272.8,0.04414968393902252,11.044033778565344
5520260317010006,和歌山競輪,6R,10:34,6-7,6,7,636.9,0.017989109795183846,10.45726402855259
2420260317010005,宇都宮競輪,5R,13:04,5-7,5,7,356.9,0.02982407243698202,9.644211452758883
4220260317010002,名古屋競輪,2R,16:18,5-6,5,6,320.4,0.032241817870503446,9.330278445709304
3620260316020002,小田原競輪,2R,11:29,6-7,6,7,232.2,0.04082315174611329,8.479135835447506
2420260317010009,宇都宮競輪,9R,14:56,1-6,1,6,187.1,0.04868210359478381,8.10842158258405
3620260316020011,小田原競輪,11R,15:39,6-7,6,7,221.6,0.03962251234211955,7.780348735013691
3620260316020003,小田原競輪,3R,11:55,1-6,1,6,216.9,0.040343567635739264,7.750519820191846
3620260316020004,小田原競輪,4R,12:22,6-7,6,7,253.0,0.03414148492541183,7.637795686129193
5520260317010003,和歌山競輪,3R,09:31,6-7,6,7,208.3,0.04112682808302466,7.5667182896940375
2420260317010010,宇都宮競輪,10R,15:24,5-7,5,7,208.9,0.03824340863055297,6.989048062922516
3620260316020010,小田原競輪,10R,15:10,5-6,5,6,155.0,0.051059819488037984,6.914272020645887
4220260317010009,名古屋競輪,9R,19:02,6-7,6,7,154.8,0.051070476675507084,6.9057097893684976
