race_id,sanrentan_result,payout_sanrentan_100
1120260708020001,3-6-5,57260
1120260708020002,3-1-2,34630
1120260708020003,3-6-2,48710
1120260708020004,1-4-5,16710
1120260708020005,1-4-7,2030
1120260708020006,1-6-3,19230
1120260708020007,4-2-7,660
1120260708020008,7-1-4,2330
1120260708020009,1-7-4,5080
1120260708020010,1-4-7,1660
1120260708020011,2-4-1,3540
1120260708020012,5-1-4,220
2120260707030001,3-5-2,1050
4420260708020001,7-3-2,4170
4420260708020002,5-3-6,32710
4420260708020003,1-3-6,75250
4420260708020004,2-1-3,1630
4420260708020005,7-1-4,240
4420260708020006,5-2-7,58710
4420260708020007,4-3-6,2270
4420260708020008,4-1-6,1250
4420260708020009,3-5-6,1790
4420260708020010,2-4-7,1230
4420260708020011,1-2-6,5250
4420260708020012,1-2-5,2010
6220260708020001,6-1-5,9150
6220260708020002,2-1-4,1260
6220260708020003,1-5-3,2410
6220260708020004,5-1-3,2010
6220260708020005,4-3-2,3550
6220260708020006,1-5-2,7260
6220260708020007,4-1-6,1000
6320260707030001,2-1-4,9240
6320260707030002,1-3-4,12510
6320260707030003,5-3-6,12660
6320260707030004,2-7-3,21670
6320260707030005,5-3-6,11570
6320260707030006,7-1-3,720
6320260707030007,3-7-4,2880
6320260707030008,3-2-7,11380
6320260707030009,4-5-7,16250
6320260707030010,1-7-5,560
6320260707030011,5-2-6,2040
6320260707030012,5-1-3,7840
8320260707030001,4-3-5,2500
8320260707030002,2-6-4,370
8320260707030003,1-2-3,3410
8320260707030004,7-6-5,5460
8320260707030005,2-4-6,13130
8320260707030006,1-7-4,530
8320260707030007,5-2-3,410
8320260707030008,5-3-2,1050
8320260707030009,1-5-6,1300
8320260707030010,1-4-2,3970
8320260707030011,1-7-5,2780
