race_id,sanrentan_result,payout_sanrentan_100
2220260526010001,7-2-1,1910
2220260526010002,7-5-1,2630
2220260526010003,1-3-4,6240
3820260524030001,7-5-3,5120
3820260524030002,7-1-3,5510
3820260524030003,5-1-4,9910
3820260524030004,4-5-1,1310
3820260524030005,4-5-2,4000
3820260524030006,3-2-4,3500
3820260524030007,5-3-4,28360
3820260524030008,5-2-7,1860
3820260524030009,5-7-3,430
3820260524030010,5-3-4,2820
3820260524030011,5-3-1,4840
4420260525020001,6-3-5,1260
4420260525020002,1-6-3,87560
4420260525020003,5-1-4,2530
4420260525020004,2-5-1,390
4420260525020005,3-7-1,1090
4420260525020006,7-1-4,520
4420260525020007,5-2-3,17450
4420260525020008,1-2-5,1920
4420260525020009,4-3-2,18200
4420260525020010,7-5-3,8190
4420260525020011,1-5-4,310
4420260525020012,2-3-4,99490
7520260526010001,7-1-5,1920
7520260526010002,3-4-2,1440
7520260526010003,1-5-2,11990
7520260526010004,3-5-1,480
7520260526010005,5-7-3,1780
7520260526010006,3-5-1,57310
7520260526010007,7-1-4,510
8620260525020001,3-1-2,14340
8620260525020002,1-7-4,2830
8620260525020003,5-2-3,1580
