race_id,競輪場,レース番号,開始時間,bets,settled_bets,stake,payout,profit,hit_exact,hit_set,hit_exact_rate,hit_set_rate
7520260526010002,松山競輪,2R,08:50,1,1,100,0.0,-100.0,0,0,0.0,0.0
7520260526010003,松山競輪,3R,09:11,1,1,200,0.0,-200.0,0,0,0.0,0.0
7520260526010006,松山競輪,6R,10:14,1,1,100,0.0,-100.0,0,0,0.0,0.0
4420260525020001,大垣競輪,1R,10:45,1,1,200,0.0,-200.0,0,0,0.0,0.0
3820260524030001,静岡競輪,1R,10:58,1,1,100,0.0,-100.0,0,0,0.0,0.0
3820260524030002,静岡競輪,2R,11:26,1,1,200,0.0,-200.0,0,0,0.0,0.0
4420260525020004,大垣競輪,4R,12:08,1,1,200,0.0,-200.0,0,0,0.0,0.0
3820260524030004,静岡競輪,4R,12:22,1,1,100,0.0,-100.0,0,0,0.0,0.0
4420260525020006,大垣競輪,6R,13:07,1,1,200,0.0,-200.0,0,0,0.0,0.0
4420260525020007,大垣競輪,7R,13:37,1,1,200,0.0,-200.0,0,0,0.0,0.0
3820260524030007,静岡競輪,7R,13:52,1,1,200,0.0,-200.0,0,0,0.0,0.0
4420260525020009,大垣競輪,9R,14:37,1,1,200,0.0,-200.0,0,0,0.0,0.0
3820260524030009,静岡競輪,9R,14:52,1,1,100,0.0,-100.0,0,0,0.0,0.0
3820260524030010,静岡競輪,10R,15:22,1,1,100,0.0,-100.0,0,0,0.0,0.0
3820260524030011,静岡競輪,11R,15:52,1,1,200,0.0,-200.0,0,0,0.0,0.0
2220260526010001,前橋競輪,1R,15:59,1,1,100,0.0,-100.0,0,0,0.0,0.0
4420260525020012,大垣競輪,12R,16:15,1,1,200,0.0,-200.0,0,0,0.0,0.0
8620260525020003,別府競輪,3R,16:33,1,1,200,0.0,-200.0,0,0,0.0,0.0
2220260526010004,前橋競輪,4R,17:12,1,0,100,0.0,-100.0,0,0,,
8620260525020011,別府競輪,11R,20:02,1,0,200,0.0,-200.0,0,0,,
