bets,settled,unsettled,hit_exact,hit_exact_rate,hit_set,hit_set_rate,stake_realized,stake_pending,payout_realized,profit_realized,best_p_mean,best_odds_mean,mult_ev_mean
20,13,7,0,0.0,0,0.0,1800.0,1300.0,0.0,-1800.0,0.006830979370564071,4578.235,23.395059041923663
