race_id,競輪場,レース番号,開始時間,買い目,a,b,odds,p,EV
5620260531010006,岸和田競輪,6R,22:54,1-3,1,3,2031.0,0.09512543358809886,192.19975561742876
5620260531010006,岸和田競輪,6R,22:54,1-5,1,5,2031.0,0.09429501300271069,190.5131714085054
5620260531010006,岸和田競輪,6R,22:54,2-4,2,4,2031.0,0.0410750065164503,82.42333823491056
5620260531010006,岸和田競輪,6R,22:54,1-7,1,7,1015.5,0.07194250503195704,72.05761385995237
5620260531010006,岸和田競輪,6R,22:54,2-6,2,6,2031.0,0.032909579599900596,65.83935616739811
5620260531010006,岸和田競輪,6R,22:54,1-4,1,4,1015.5,0.06447673669438386,64.47612611314682
5620260531010006,岸和田競輪,6R,22:54,2-5,2,5,1015.5,0.06022640936230273,60.15991870741842
5620260531010006,岸和田競輪,6R,22:54,4-5,4,5,2031.0,0.029914060287599593,59.75545644411477
5620260531010006,岸和田競輪,6R,22:54,3-6,3,6,2031.0,0.023417968297720748,46.561893612670836
5620260531010006,岸和田競輪,6R,22:54,3-5,3,5,1015.5,0.04516573327063754,44.86580213633242
7420260531010003,高知競輪,3R,21:45,1-7,1,7,453.0,0.08748554181090541,38.63095044034015
7420260531010003,高知競輪,3R,21:45,2-6,2,6,906.0,0.04110432122698053,36.240515031644364
5620260531010006,岸和田競輪,6R,22:54,3-7,3,7,1015.5,0.030089735943730225,29.556126850858043
7420260531010003,高知競輪,3R,21:45,2-3,2,3,302.0,0.08833738253084698,25.677889524315788
7420260531010003,高知競輪,3R,21:45,1-3,1,3,302.0,0.0766844056888327,22.158690518027473
1120260530020006,函館競輪,6R,18:06,2-5,2,5,380.6,0.0514254605956988,18.572530302722964
1120260530020006,函館競輪,6R,18:06,1-7,1,7,761.2,0.02192535548503837,15.689580595211208
3620260531010006,小田原競輪,6R,10:14,5-6,5,6,244.8,0.06681806116968887,15.357061374339835
7420260531010003,高知競輪,3R,21:45,3-6,3,6,906.0,0.01800050460697553,15.30845717391983
2420260530020011,宇都宮競輪,11R,15:47,6-9,6,9,410.4,0.03645776479086494,13.96226667017097
5620260531010004,岸和田競輪,4R,22:01,2-3,2,3,219.0,0.06778754871304082,13.84547316815594
2420260530020011,宇都宮競輪,11R,15:47,4-6,4,6,897.7,0.016463854727019115,13.77960238844506
3620260531010001,小田原競輪,1R,08:30,4-6,4,6,366.7,0.0398015206509601,13.595217622707068
3620260531010001,小田原競輪,1R,08:30,4-7,4,7,414.0,0.03487557018255814,13.43848605557907
7420260531010003,高知競輪,3R,21:45,4-7,4,7,453.0,0.029540907767607608,12.382031218726246
7420260531010003,高知競輪,3R,21:45,1-4,1,4,181.2,0.06679925517483906,11.104025037680838
3620260531010001,小田原競輪,1R,08:30,2-4,2,4,401.1,0.03009140616635154,11.069663013323604
3620260531010006,小田原競輪,6R,10:14,1-5,1,5,163.2,0.07318994396634046,10.944598855306761
7420260531010001,高知競輪,1R,20:57,4-5,4,5,231.7,0.04595923552597882,9.648754871369292
2420260530020011,宇都宮競輪,11R,15:47,2-6,2,6,532.0,0.01950265744347044,9.375413759926275
3620260531010001,小田原競輪,1R,08:30,3-6,3,6,346.9,0.02940210982620864,9.199591898711777
3620260531010001,小田原競輪,1R,08:30,2-5,2,5,475.4,0.021012921474340193,8.989542868901328
3120260531010007,松戸競輪,7R,18:18,2-3,2,3,182.2,0.05431900907349026,8.896923453189924
1120260530020006,函館競輪,6R,18:06,2-7,2,7,190.3,0.05174843418914093,8.84772702619352
2420260530020011,宇都宮競輪,11R,15:47,6-7,6,7,319.2,0.03052434286162873,8.74337024143189
3120260531010009,松戸競輪,9R,19:09,1-6,1,6,189.3,0.05134488928473361,8.719587541600072
3120260531010004,松戸競輪,4R,17:06,5-6,5,6,246.6,0.03903138961725904,8.625140679616079
3820260531010006,静岡競輪,6R,22:45,3-7,3,7,324.0,0.02961074869909687,8.593882578507387
2420260530020011,宇都宮競輪,11R,15:47,4-9,4,9,342.0,0.02782252595040143,8.515303875037288
3620260531010004,小田原競輪,4R,09:32,2-7,2,7,188.3,0.050316486525447304,8.474594412741729
2420260530020002,宇都宮競輪,2R,11:14,5-8,5,8,455.1,0.02064267639966412,8.394482029487142
1120260530020006,函館競輪,6R,18:06,5-6,5,6,380.6,0.02326196046651767,7.853502153556626
1120260530020006,函館競輪,6R,18:06,6-7,6,7,380.6,0.023239932265725592,7.845118220335161
2420260530020011,宇都宮競輪,11R,15:47,6-8,6,8,756.0,0.011544912128690143,7.727953569289747
3120260531010004,松戸競輪,4R,17:06,4-6,4,6,117.7,0.07287166823059765,7.576995350741344
2420260530020011,宇都宮競輪,11R,15:47,3-6,3,6,552.4,0.015522059010531502,7.574385397417602
2420260530020008,宇都宮競輪,8R,14:14,1-6,1,6,302.2,0.02799874761351954,7.461221528805606
1120260530020006,函館競輪,6R,18:06,1-5,1,5,380.6,0.02195485484718908,7.356017754840163
5620260531010004,岸和田競輪,4R,22:01,2-6,2,6,219.0,0.03758769882459821,7.2317060425870086
7420260531010001,高知競輪,1R,20:57,3-6,3,6,231.7,0.03544357059691608,7.212275307305456
3120260531010004,松戸競輪,4R,17:06,3-6,3,6,207.1,0.039395337903365094,7.15877447978691
5620260531010004,岸和田競輪,4R,22:01,1-3,1,3,73.0,0.11173447265068623,7.156616503500095
3820260531010006,静岡競輪,6R,22:45,2-4,2,4,108.0,0.07543732960431393,7.147231597265904
8720260529030001,熊本競輪,1R,10:59,6-7,6,7,251.3,0.031741150686749875,6.976551167580244
2420260530020006,宇都宮競輪,6R,13:14,3-6,3,6,674.1,0.01176111558954261,6.928168018910673
1120260530020003,函館競輪,3R,16:54,4-6,4,6,167.9,0.04653769665772025,6.81367926883123
3620260531010001,小田原競輪,1R,08:30,2-3,2,3,346.9,0.02185012081819958,6.579806911833434
1120260530020006,函館競輪,6R,18:06,3-6,3,6,190.3,0.03878147467337861,6.38011463034395
3620260531010001,小田原競輪,1R,08:30,1-2,1,2,110.6,0.06446277993684003,6.129583461014508
2420260530020006,宇都宮競輪,6R,13:14,4-9,4,9,291.1,0.024384651432351696,6.098372031957579
3620260531010004,小田原競輪,4R,09:32,6-7,6,7,131.8,0.053720395103544455,6.080348074647159
1120260530020006,函館競輪,6R,18:06,2-6,2,6,126.8,0.05579361775426496,6.074630731240797
