race_id,sanrentan_result,payout_sanrentan_100
2320260627030001,3-5-7,1710
2320260627030002,2-5-4,1740
2320260627030003,2-5-4,8700
2320260627030004,3-8-7,14950
2320260627030005,1-8-2,22800
2320260627030006,7-3-9,13230
2320260627030007,2-9-7,930
2320260627030008,3-7-4,1990
2320260627030009,2-6-4,35830
2320260627030010,2-9-1,8400
2320260627030011,3-7-5,8460
2320260627030012,1-2-6,3350
3720260628020001,1-2-3,380
3720260628020002,1-2-6,1420
4320260627030001,6-1-5,2100
4320260627030002,3-7-5,11880
4320260627030003,5-2-1,3630
4320260627030004,3-4-6,1590
4320260627030005,4-7-1,1160
4320260627030006,1-4-2,4630
4320260627030007,3-5-6,17810
6120260628020001,2-3-5,6020
7420260629010001,7-3-5,12500
7420260629010002,1-4-5,2670
7420260629010003,2-3-5,82770
7420260629010004,5-3-7,510
7420260629010005,3-2-7,1930
7420260629010006,4-2-3,32390
7420260629010007,7-1-2,13560
7420260629010008,2-7-6,8170
7420260629010009,2-7-3,2540
7420260629010010,1-3-7,3710
7420260629010011,5-4-2,1760
7420260629010012,2-7-3,2070
8420260629010001,7-3-5,3660
8420260629010002,5-4-1,6260
8420260629010003,7-2-3,1170
8420260629010004,5-1-4,3120
8420260629010005,7-3-4,3100
8420260629010006,5-1-7,8230
8420260629010007,5-2-7,5610
8420260629010008,7-5-3,650
8420260629010009,2-1-7,1510
8420260629010010,2-5-4,54720
8420260629010011,3-5-2,420
8420260629010012,4-6-7,22150
8520260628020001,2-6-3,21450
