race_id,競輪場,レース番号,開始時間,買い目,first,second,third,odds,p,EV
6120260628020002,玉野競輪,2R,21:21,6-1-7,6,1,7,9999.9,0.006182484684984549,60.824228601376994
6120260628020002,玉野競輪,2R,21:21,6-7-1,6,7,1,9999.9,0.006041451877846971,59.41391463328193
4320260627030006,岐阜競輪,6R,10:14,5-7-6,5,7,6,9792.7,0.006036396981259003,58.112624718375045
4320260627030006,岐阜競輪,6R,10:14,5-6-7,5,6,7,9999.9,0.0059014888902496785,58.01429875360776
4320260627030006,岐阜競輪,6R,10:14,6-7-5,6,7,5,9999.9,0.005736756144708662,56.36698777147215
6120260628020002,玉野競輪,2R,21:21,7-1-6,7,1,6,9999.9,0.0056769054405882554,55.76848671533849
3720260628020002,伊東競輪,2R,21:05,6-4-3,6,4,3,7786.0,0.0071229089327300085,54.45896895023585
4320260627030006,岐阜競輪,6R,10:14,6-5-7,6,5,7,9999.9,0.005539415109429862,54.39359715278767
3720260628020002,伊東競輪,2R,21:05,6-3-5,6,3,5,7508.0,0.007358101229463583,54.24462403081258
6120260628020001,玉野競輪,1R,20:57,6-4-3,6,4,3,7865.0,0.00699044033990793,53.97981327337587
6120260628020002,玉野競輪,2R,21:21,7-6-1,7,6,1,9999.9,0.005478339234372809,53.78284450980465
3720260628020002,伊東競輪,2R,21:05,4-6-3,4,6,3,6781.4,0.008015879240060069,53.35888347854335
4320260627030006,岐阜競輪,6R,10:14,3-6-7,3,6,7,9139.8,0.005781179125951008,51.83882097536702
3720260628020001,伊東競輪,1R,20:41,6-3-5,6,3,5,7140.7,0.007385206794096096,51.73554615460199
3720260628020001,伊東競輪,1R,20:41,6-4-3,6,4,3,7426.3,0.007081413848562403,51.58870366357897
6120260628020002,玉野競輪,2R,21:21,5-7-1,5,7,1,8854.6,0.005831741785644012,50.637740815163475
6120260628020001,玉野競輪,1R,20:57,5-3-6,5,3,6,6477.1,0.007967056306534387,50.603420403053875
4320260627030006,岐阜競輪,6R,10:14,5-6-1,5,6,1,9999.9,0.005099089628936229,49.99038638039939
6120260628020002,玉野競輪,2R,21:21,6-7-2,6,7,2,9999.9,0.005084709498614977,49.84658651519991
6120260628020001,玉野競輪,1R,20:57,4-6-3,4,6,3,6292.0,0.008032415887799302,49.53996076603321
6120260628020002,玉野競輪,2R,21:21,7-1-5,7,1,5,9999.9,0.005030793700608184,49.307433926711774
4320260627030006,岐阜競輪,6R,10:14,6-7-2,6,7,2,9792.7,0.00512669623844251,49.204198254195965
6120260628020002,玉野競輪,2R,21:21,4-7-6,4,7,6,9999.9,0.005020361685014585,49.20311481397735
6120260628020001,玉野競輪,1R,20:57,6-3-5,6,3,5,6881.9,0.007290330518176399,49.171325593038155
6120260628020002,玉野競輪,2R,21:21,6-2-7,6,2,7,9999.9,0.005009762390178357,49.09712292554455
4320260627030006,岐阜競輪,6R,10:14,6-3-7,6,3,7,9999.9,0.004991197490838108,48.911475788631996
6120260628020002,玉野競輪,2R,21:21,6-7-3,6,7,3,9999.9,0.004987064443056656,48.87014572412225
6120260628020002,玉野競輪,2R,21:21,5-7-6,5,7,6,9999.9,0.004976523424730321,48.76473659496074
3720260628020002,伊東競輪,2R,21:05,5-6-3,5,6,3,6183.0,0.008040831823547163,48.716463164992106
6120260628020002,玉野競輪,2R,21:21,2-7-6,2,7,6,9510.5,0.0051951563044842115,48.408534033797096
6120260628020001,玉野競輪,1R,20:57,6-4-2,6,4,2,6881.9,0.007155588705016665,48.244045909054186
6120260628020002,玉野競輪,2R,21:21,5-6-7,5,6,7,9999.9,0.004918044089548684,48.17994909107789
6120260628020002,玉野競輪,2R,21:21,5-7-2,5,7,2,9999.9,0.004908209723504657,48.08160641407422
6120260628020002,玉野競輪,2R,21:21,6-3-7,6,3,7,9999.9,0.0048949646657905,47.94915716143842
4320260627030006,岐阜競輪,6R,10:14,5-6-4,5,6,4,9999.9,0.0048818461608076975,47.81797342346089
3720260628020003,伊東競輪,3R,21:29,7-2-4,7,2,4,9102.2,0.005361227409906794,47.798964130453626
3720260628020002,伊東競輪,2R,21:05,6-5-2,6,5,2,6569.5,0.007377961825646686,47.4695202135859
4320260627030006,岐阜競輪,6R,10:14,6-2-7,6,2,7,9999.9,0.00484644129814698,47.463928337339986
6120260628020002,玉野競輪,2R,21:21,5-2-7,5,2,7,9999.9,0.004837478530337264,47.3743015555196
4320260627030006,岐阜競輪,6R,10:14,3-6-5,3,6,5,9792.7,0.004938501687672266,47.361265476868205
6120260628020002,玉野競輪,2R,21:21,5-7-3,5,7,3,9999.9,0.004813954110421146,47.13905970880042
