race_id,競輪場,レース番号,開始時間,best_bet,first,second,third,best_odds,best_p,max_EV
6120260628020002,玉野競輪,2R,21:21,6-1-7,6,1,7,9999.9,0.006182484684984549,60.824228601376994
4320260627030006,岐阜競輪,6R,10:14,5-7-6,5,7,6,9792.7,0.006036396981259003,58.112624718375045
3720260628020002,伊東競輪,2R,21:05,6-4-3,6,4,3,7786.0,0.0071229089327300085,54.45896895023585
6120260628020001,玉野競輪,1R,20:57,6-4-3,6,4,3,7865.0,0.00699044033990793,53.97981327337587
3720260628020001,伊東競輪,1R,20:41,6-3-5,6,3,5,7140.7,0.007385206794096096,51.73554615460199
3720260628020003,伊東競輪,3R,21:29,7-2-4,7,2,4,9102.2,0.005361227409906794,47.798964130453626
7420260629010004,高知競輪,4R,12:08,4-6-3,4,6,3,9999.9,0.004781358684203614,46.81310870616772
6120260628020004,玉野競輪,4R,22:09,7-2-6,7,2,6,9999.9,0.004485668093422821,43.85623236741886
8420260629010004,武雄競輪,4R,17:06,6-7-2,6,7,2,9711.9,0.004602704769812394,43.70100845394099
8420260629010008,武雄競輪,8R,18:46,3-4-2,3,4,2,8515.6,0.005041384116726947,41.93041058439999
7420260629010001,高知競輪,1R,10:45,5-6-4,5,6,4,8381.4,0.00489778296455763,40.050278139143316
7420260629010011,高知競輪,11R,15:32,6-7-1,6,7,1,7652.3,0.00529382317691502,39.509923096706814
4320260627030003,岐阜競輪,3R,09:11,4-3-5,4,3,5,7905.6,0.004794449877307737,36.90300295004405
3720260628020004,伊東競輪,4R,21:53,7-6-2,7,6,2,9999.9,0.0035938777937853978,34.938418550074594
7420260629010009,高知競輪,9R,14:31,6-5-3,6,5,3,5512.5,0.00579894736019275,30.966697323062537
8420260629010001,武雄競輪,1R,15:53,6-1-5,6,1,5,7740.6,0.004094542390564827,30.6942148284061
8520260628020001,佐世保競輪,1R,20:49,7-1-6,7,1,6,6601.7,0.004585599171226781,29.27275004868784
2320260627030003,取手競輪,3R,11:54,8-4-1,8,4,1,7576.6,0.003937749093753162,28.83474978373021
7420260629010010,高知競輪,10R,15:01,6-7-2,6,7,2,7201.5,0.0038262832533522326,26.554978849016102
2320260627030011,取手競輪,11R,15:46,6-1-5,6,1,5,9459.6,0.0028920258039875995,26.357407295401096
8420260629010010,武雄競輪,10R,19:38,4-1-3,4,1,3,4762.4,0.0057110712299022716,26.198405625286576
7420260629010005,高知競輪,5R,12:36,6-1-3,6,1,3,6515.4,0.0041714614718056705,26.178740073402665
2320260627030012,取手競輪,12R,16:23,6-9-2,6,9,2,9999.9,0.0026891925938073826,25.891657018814445
6120260628020003,玉野競輪,3R,21:45,7-2-6,7,2,6,6192.9,0.004208764834356992,25.06445974268941
7420260629010002,高知競輪,2R,11:12,4-6-7,4,6,7,5702.2,0.0044812869256777264,24.55319430759953
7420260629010003,高知競輪,3R,11:40,6-7-2,6,7,2,6131.5,0.004150987273577814,24.45177846794237
8420260629010002,武雄競輪,2R,16:16,3-4-6,3,4,6,6556.0,0.0038786284784300615,24.428288304587483
2320260627030008,取手競輪,8R,14:16,6-5-3,6,5,3,9043.7,0.0028074501781485605,24.38973717612214
4320260627030004,岐阜競輪,4R,09:32,6-5-7,6,5,7,5879.4,0.004317894849760765,24.386630979683442
8520260628020006,佐世保競輪,6R,22:54,7-6-4,7,6,4,8737.5,0.002831254010748205,23.73808191891244
2320260627030005,取手競輪,5R,12:50,4-9-7,4,9,7,9999.9,0.002454114379811531,23.540898386677327
8420260629010009,武雄競輪,9R,19:12,6-7-3,6,7,3,5218.3,0.004692512426540639,23.486937595417018
6120260628020005,玉野競輪,5R,22:36,6-7-5,6,7,5,6135.2,0.003960551642558827,23.298776437426916
7420260629010006,高知競輪,6R,13:04,6-7-1,6,7,1,4116.8,0.005847214660163061,23.071813312959293
2320260627030009,取手競輪,9R,14:46,6-8-1,6,8,1,9999.9,0.002240601326269084,21.40578920255821
2320260627030010,取手競輪,10R,15:16,4-6-5,4,6,5,9999.9,0.002226643597996645,21.266213315606652
4320260627030007,岐阜競輪,7R,10:35,4-6-5,4,6,5,5381.3,0.004114233022993599,21.139922166635458
4320260627030001,岐阜競輪,1R,08:30,2-3-6,2,3,6,3536.9,0.005777667181357479,19.435031053743266
2320260627030006,取手競輪,6R,13:18,9-6-2,9,6,2,9999.9,0.0020365272158995914,19.365068506274323
2320260627030007,取手競輪,7R,13:46,8-7-6,8,7,6,9999.9,0.0019858222398188635,18.858023815964653
8520260628020003,佐世保競輪,3R,21:37,7-6-3,7,6,3,5139.1,0.003761880858776939,18.33268192134057
8420260629010011,武雄競輪,11R,20:04,6-1-5,6,1,5,3449.6,0.005527494762795921,18.06764593374081
2320260627030002,取手競輪,2R,11:26,1-3-4,1,3,4,3060.4,0.006200227434485471,17.975176040499335
2320260627030001,取手競輪,1R,10:58,6-5-4,6,5,4,4304.1,0.004351641475765188,17.72990007584095
8420260629010006,武雄競輪,6R,17:56,6-5-3,6,5,3,3773.4,0.0049350197866009395,17.621803662759984
7420260629010008,高知競輪,8R,14:01,6-2-1,6,2,1,4716.9,0.003901639411734723,17.403642941211512
2320260627030004,取手競輪,4R,12:22,8-1-2,8,1,2,6579.2,0.0026814294773677447,16.641660817497865
8420260629010007,武雄競輪,7R,18:21,6-4-5,6,4,5,2695.1,0.006511587870452127,16.549380469655528
8420260629010005,武雄競輪,5R,17:31,2-4-1,2,4,1,3446.6,0.005035789051061812,16.356350543389638
4320260627030002,岐阜競輪,2R,08:50,4-5-2,4,5,2,3521.3,0.004714438067855761,15.600950768340493
8420260629010003,武雄競輪,3R,16:41,6-1-2,6,1,2,3746.8,0.004218308085366251,14.80515673425027
8520260628020002,佐世保競輪,2R,21:13,6-5-3,6,5,3,3798.9,0.0038950409222219813,13.796870959429086
7420260629010012,高知競輪,12R,16:04,6-4-5,6,4,5,4134.4,0.0031880491072232907,12.180670228903972
8520260628020004,佐世保競輪,4R,22:01,7-2-6,7,2,6,3339.3,0.003812762389896142,11.731957448580188
4320260627030005,岐阜競輪,5R,09:53,6-1-3,6,1,3,2779.2,0.004572835750197014,11.70882511694754
7420260629010007,高知競輪,7R,13:32,6-5-2,6,5,2,2042.1,0.006069103398966427,11.39371605102934
