race_id,sanrentan_result,payout_sanrentan_100
2220260307020001,3-5-1,1730
2220260307020002,1-6-5,36520
2220260307020003,5-2-4,590
2820260307020001,5-2-1,280
2820260307020002,3-1-4,2030
2820260307020003,3-5-4,17170
2820260307020004,4-5-7,4740
2820260307020005,1-7-4,5500
2820260307020006,7-1-6,8000
2820260307020007,1-2-4,2550
3620260308010001,5-1-3,3210
3620260308010002,3-5-1,3200
3620260308010003,7-3-5,5140
3620260308010004,4-1-3,13560
3620260308010005,1-5-4,1120
3620260308010006,4-2-3,1370
3620260308010007,7-4-5,3040
3620260308010008,2-3-5,33600
3620260308010009,5-1-3,1010
3620260308010010,7-2-1,1120
3620260308010011,3-7-5,29400
3620260308010012,7-4-6,80540
7520260305040001,9-7-1,930
7520260305040002,9-7-8,43620
7520260305040003,7-4-9,10830
7520260305040004,9-7-3,5310
7520260305040005,2-6-8,12870
7520260305040006,7-2-1,7400
7520260305040007,1-9-7,1290
7520260305040008,9-1-3,7420
7520260305040009,8-7-6,77390
7520260305040010,9-2-7,12400
7520260305040011,7-3-2,460
7520260305040012,1-4-8,11040
8120260306030001,4-2-6,3460
8120260306030002,2-5-7,190
8120260306030003,3-1-7,18040
