race_id,競輪場,レース番号,開始時間,bets,settled_bets,stake,payout,profit,hit_exact,hit_set,hit_exact_rate,hit_set_rate
2820260307020001,立川競輪,1R,08:50,1,1,200,0.0,-200.0,0,0,0.0,0.0
3620260308010003,小田原競輪,3R,11:52,1,1,200,0.0,-200.0,0,0,0.0,0.0
3620260308010004,小田原競輪,4R,12:17,1,1,200,0.0,-200.0,0,0,0.0,0.0
3620260308010006,小田原競輪,6R,13:09,1,1,100,0.0,-100.0,0,0,0.0,0.0
3620260308010008,小田原競輪,8R,14:02,1,1,100,0.0,-100.0,0,0,0.0,0.0
7520260305040008,松山競輪,8R,14:16,1,1,100,0.0,-100.0,0,0,0.0,0.0
3620260308010009,小田原競輪,9R,14:30,1,1,200,0.0,-200.0,0,0,0.0,0.0
3620260308010010,小田原競輪,10R,14:58,1,1,100,0.0,-100.0,0,0,0.0,0.0
7520260305040010,松山競輪,10R,15:12,1,1,100,0.0,-100.0,0,0,0.0,0.0
3620260308010011,小田原競輪,11R,15:28,1,1,100,0.0,-100.0,0,0,0.0,0.0
7520260305040011,松山競輪,11R,15:44,1,1,100,0.0,-100.0,0,0,0.0,0.0
8120260306030001,小倉競輪,1R,15:54,1,1,200,0.0,-200.0,0,0,0.0,0.0
3620260308010012,小田原競輪,12R,16:02,1,1,200,0.0,-200.0,0,0,0.0,0.0
2220260307020001,前橋競輪,1R,16:06,1,1,200,0.0,-200.0,0,0,0.0,0.0
8120260306030002,小倉競輪,2R,16:14,1,1,200,0.0,-200.0,0,0,0.0,0.0
2220260307020002,前橋競輪,2R,16:26,1,1,200,0.0,-200.0,0,0,0.0,0.0
2220260307020003,前橋競輪,3R,16:46,1,1,100,0.0,-100.0,0,0,0.0,0.0
2220260307020004,前橋競輪,4R,17:10,1,0,100,0.0,-100.0,0,0,,
2220260307020005,前橋競輪,5R,17:36,1,0,100,0.0,-100.0,0,0,,
2220260307020006,前橋競輪,6R,18:02,1,0,100,0.0,-100.0,0,0,,
