race_id,sanrentan_result,payout_sanrentan_100
2220260225010001,4-6-7,11190
2220260225010002,1-4-2,980
2220260225010003,2-5-1,5720
2320260225010001,3-2-6,16800
2320260225010002,7-3-1,1410
2320260225010003,5-1-7,6720
2320260225010004,1-2-4,1290
2320260225010005,4-6-2,1000
2320260225010006,7-3-1,270
2320260225010007,2-7-5,2300
2320260225010008,1-2-5,2300
2320260225010009,3-2-4,266530
2320260225010010,1-4-7,230
2320260225010011,6-1-4,3440
3620260225010001,4-1-5,13770
3620260225010002,7-2-4,2440
3620260225010003,2-7-1,3650
3620260225010004,2-5-4,1090
3620260225010005,2-7-1,2270
3620260225010006,5-4-7,7820
3620260225010007,4-3-1,870
3620260225010008,1-4-5,1190
3620260225010009,2-5-1,5300
3620260225010010,7-1-2,4020
3620260225010011,3-7-4,2680
3620260225010012,5-2-7,9500
4520260223030001,7-3-6,7400
4520260223030002,7-1-2,6070
4520260223030003,3-4-1,3210
5620260224020001,1-5-3,2650
5620260224020002,2-5-1,19930
5620260224020004,1-3-2,6660
5620260224020005,1-3-7,23820
5620260224020006,7-1-5,1780
5620260224020007,5-7-2,32940
5620260224020008,7-1-4,2430
5620260224020009,1-3-5,15470
5620260224020010,2-1-5,110190
5620260224020011,3-4-1,5710
5620260224020012,3-2-7,15420
8620260224020001,3-6-4,20440
8620260224020002,2-6-4,26410
8620260224020003,1-7-2,1240
8620260224020004,4-2-5,18130
8620260224020005,4-2-5,4900
8620260224020006,7-6-4,350
8620260224020007,3-5-4,2930
