race_id,競輪場,レース番号,開始時間,best_bet,first,second,third,best_odds,best_p,max_EV
4220260325010006,名古屋競輪,6R,22:51,4-7-1,4,7,1,9999.9,0.00920324021000262,91.0314817760052
4220260325010005,名古屋競輪,5R,22:25,2-6-7,2,6,7,9999.9,0.00796214595484532,78.6206633338577
5620260325010002,岸和田競輪,2R,21:20,2-7-3,2,7,3,9999.9,0.007588389853355327,74.88313969456793
4220260325010003,名古屋競輪,3R,21:33,5-7-4,5,7,4,9999.9,0.0068394898270045055,67.39421432106235
4220260325010004,名古屋競輪,4R,21:59,2-6-7,2,6,7,9999.9,0.006761727158471909,66.61659541200324
2320260324020007,取手競輪,7R,13:34,4-7-3,4,7,3,9999.9,0.006360819915015351,62.60756306816201
5620260325010004,岸和田競輪,4R,22:12,5-4-1,5,4,1,9999.9,0.006016456470043326,59.16396305478626
5620260325010005,岸和田競輪,5R,22:38,5-2-7,5,2,7,9999.9,0.00576176801719472,56.61710399514548
5620260325010003,岸和田競輪,3R,21:46,4-1-5,4,1,5,9999.9,0.0057478060953462,56.477486172852466
5620260325010007,岸和田競輪,7R,23:30,1-7-4,1,7,4,7688.2,0.006496402091652216,48.94563856104057
4220260325010002,名古屋競輪,2R,21:07,2-7-5,2,7,5,8870.2,0.0055901165492782574,48.585451815408
5620260325010006,岸和田競輪,6R,23:04,4-7-1,4,7,1,9999.9,0.00494848397822097,48.48434493381188
2320260324020012,取手競輪,12R,16:10,5-6-1,5,6,1,6427.5,0.0068907302022141875,43.29016837473169
5620260325010001,岸和田競輪,1R,20:54,3-7-5,3,7,5,9999.9,0.004252625275844409,41.52582749591651
2320260324020006,取手競輪,6R,13:07,6-5-3,6,5,3,4635.1,0.0074580946253829696,33.56901439811261
6220260323030012,広島競輪,12R,16:22,4-7-5,4,7,5,8128.3,0.004023210711221147,31.70186362401885
8620260324020003,別府競輪,3R,16:40,1-6-5,1,6,5,7016.2,0.004055523805810849,27.454366126330076
2320260324020003,取手競輪,3R,11:54,7-6-2,7,6,2,6069.1,0.00418841604773569,24.419915835312676
4420260325010011,大垣競輪,11R,15:22,5-6-4,5,6,4,7779.5,0.0031941172833125516,23.848635405529993
4420260325010006,大垣競輪,6R,12:58,7-6-5,7,6,5,3536.6,0.006977998379043541,23.678389067325387
2320260324020002,取手競輪,2R,11:33,1-6-7,1,6,7,1685.8,0.013627575867575795,21.973367397559276
8620260324020012,別府競輪,12R,20:17,7-5-6,7,5,6,2857.9,0.007875240689664931,21.50665036699341
4220260325010001,名古屋競輪,1R,20:41,5-3-7,5,3,7,5373.0,0.0041543289121126325,21.321209244781173
4420260325010001,大垣競輪,1R,11:05,7-6-4,7,6,4,1952.3,0.010733353176964635,19.954725407388057
8620260324020002,別府競輪,2R,16:16,4-6-1,4,6,1,3788.2,0.00543310772136309,19.58169867006766
6220260323030009,広島競輪,9R,14:40,4-6-5,4,6,5,2787.6,0.007307208089054031,19.369573269047017
4220260325010007,名古屋競輪,7R,23:17,7-3-4,7,3,4,9999.9,0.0020134299295850883,19.134097952857925
4420260325010004,大垣競輪,4R,12:09,4-7-6,4,7,6,4925.5,0.003881944782548419,18.12051902644224
8620260324020004,別府競輪,4R,17:04,1-6-4,1,6,4,3286.2,0.005757825646014483,17.921366637932792
