race_id,sanrentan_result,payout_sanrentan_100
2320260324020001,4-2-1,730
2320260324020002,2-7-3,670
2320260324020003,1-2-4,410
2320260324020004,5-1-4,1050
2320260324020005,4-2-6,8370
2320260324020006,2-1-3,890
2320260324020007,6-4-2,410
2320260324020008,2-3-5,34970
2320260324020009,7-2-4,4290
2320260324020010,4-5-7,9710
2320260324020011,3-4-6,1270
2320260324020012,4-1-2,760
3820260323030001,6-3-2,2170
3820260323030002,2-5-6,21090
4420260325010001,5-1-6,8620
4420260325010002,3-7-2,7870
4420260325010003,5-4-1,5450
4420260325010004,4-2-1,10030
4420260325010005,7-2-4,5300
4420260325010006,2-3-7,2570
4420260325010007,3-5-6,14660
4420260325010008,7-1-4,7660
4420260325010009,2-6-4,109110
4420260325010010,4-1-5,1940
4420260325010011,3-7-4,930
4420260325010012,3-1-4,1780
6220260323030001,1-5-4,1800
6220260323030002,3-5-4,26100
6220260323030003,2-6-3,16310
6220260323030004,4-7-2,6940
6220260323030005,5-4-3,20300
6220260323030006,3-7-1,2730
6220260323030007,5-3-4,10550
6220260323030008,1-5-3,1220
6220260323030009,1-7-5,510
6220260323030010,2-4-5,71890
6220260323030011,2-5-4,4700
6220260323030012,1-3-6,1760
7420260324020001,1-2-5,45400
7420260324020002,5-1-3,5150
7420260324020003,4-6-3,16340
7420260324020004,3-6-5,25820
7420260324020005,1-4-2,3170
7420260324020006,5-1-7,2110
7420260324020007,1-5-2,3540
8620260324020001,4-2-3,15050
8620260324020002,5-3-7,660
8620260324020003,2-5-3,640
