race_id,sanrentan_result,payout_sanrentan_100
4420260228010001,7-2-9,25530
4420260228010002,1-3-4,8710
4420260228010003,2-9-1,5060
4420260228010004,9-1-5,3630
4420260228010005,5-3-7,18230
4420260228010006,1-7-5,2870
4420260228010007,7-2-1,17100
4420260228010008,7-3-1,4060
4420260228010009,5-1-8,1500
4420260228010010,1-7-9,1310
4420260228010011,7-1-5,1240
4420260228010012,9-2-3,20210
5320260227020001,2-5-6,970
5320260227020002,6-4-5,7730
5320260227020003,7-2-5,1210
5320260227020004,5-2-3,1520
5320260227020005,5-4-1,230
5320260227020006,5-2-3,14640
5320260227020007,4-7-3,3870
5520260228010001,6-3-7,1340
5520260228010002,7-1-4,3240
5520260228010003,3-4-5,1650
5520260228010004,1-5-4,3420
5520260228010005,6-1-7,10970
5520260228010006,2-4-6,2030
5520260228010007,5-2-7,2010
5520260228010008,7-1-2,9460
5520260228010009,3-5-6,1320
5520260228010010,3-2-4,8000
5520260228010011,4-1-6,1870
5520260228010012,4-5-7,13750
6220260228010001,1-5-3,1490
6220260228010002,5-6-3,106240
6220260228010003,7-2-3,1990
6220260228010004,5-1-6,970
6220260228010005,1-7-4,1070
6220260228010006,3-5-1,15830
6220260228010007,3-6-5,7560
7520260227020001,2-4-7,1200
7520260227020002,1-4-3,370
7520260227020003,4-1-2,1520
