race_id,nirenpuku_result,payout_nirenpuku_100
7320260129020011,1-7,2800
7320260129020012,1-7,750
8620260130010001,4-5,3360
8620260130010002,3-4,140
8620260130010003,2-4,120
8620260130010004,4-5,450
8620260130010005,1-3,1310
8620260130010006,2-5,260
8620260130010007,3-7,280
8620260130010008,2-4,230
8620260130010009,1-4,320
8620260130010010,2-5,230
8620260130010011,5-7,990
8620260130010012,6-7,8250
2320260131010001,2-4,670
2320260131010002,4-7,1380
2320260131010003,3-5,160
2320260131010004,1-4,190
2320260131010005,3-4,2130
2320260131010006,2-4,100
2320260131010007,1-5,210
2420260131010001,1-3,830
2420260131010002,1-4,510
2420260131010003,1-7,22390
2420260131010004,1-4,100
2420260131010005,4-7,3860
2420260131010006,5-7,450
2420260131010007,3-5,190
2420260131010008,1-4,310
2420260131010009,1-2,310
2420260131010010,2-7,1300
2420260131010011,3-5,6320
2420260131010012,4-7,2540
2720260129030001,3-5,140
2720260129030002,3-7,330
2720260129030003,3-7,4950
2720260129030004,1-2,130
2720260129030005,2-5,180
2720260129030006,2-4,720
2720260129030007,1-5,840
2720260129030008,1-3,530
2720260129030009,1-4,300
3620260130020001,1-5,190
3620260130020002,1-7,1170
3620260130020003,3-7,140
3620260130020004,2-5,480
3620260130020005,1-5,790
3620260130020006,4-7,410
3620260130020007,1-4,150
3820260131010001,4-5,4820
3820260131010002,2-3,880
3820260131010003,5-7,330
3820260131010004,2-4,100
3820260131010005,1-3,240
3820260131010006,2-6,110
3820260131010007,6-7,1940
3820260131010008,3-4,370
3820260131010009,1-3,2430
3820260131010010,3-4,130
3820260131010011,1-7,170
5320260129030001,3-7,260
5320260129030002,4-5,1880
5320260129030003,4-6,670
5320260129030004,1-4,310
5320260129030005,1-2,150
5320260129030006,2-4,210
5320260129030007,1-4,580
5320260129030008,1-3,520
7320260129030001,5-7,1100
7320260129030002,1-4,590
7320260129030003,1-7,600
7320260129030004,1-5,1470
7320260129030005,2-5,310
7320260129030006,1-3,720
7320260129030007,1-4,1420
7320260129030008,4-9,750
7320260129030009,2-4,10970
7320260129030010,3-7,380
7320260129030011,1-9,410
7320260129030012,1-9,610
8620260130020001,1-7,840
8620260130020002,2-5,210
8620260130020003,1-3,1040
8620260130020004,1-7,520
8620260130020005,3-4,640
8620260130020006,3-7,270
8620260130020007,4-5,150
8620260130020008,4-7,1530
8620260130020009,2-5,440
8620260130020010,2-4,150
8620260130020011,2-5,410
8620260130020012,1-4,170
2320260131020001,1-5,110
2320260131020002,5-6,870
2320260131020003,3-4,1410
2320260131020004,1-3,1070
2320260131020005,2-3,560
2320260131020006,3-4,110
2320260131020007,2-7,2710
2420260131020001,1-6,680
2420260131020002,2-7,170
2420260131020003,4-7,480
2420260131020004,2-5,160
2420260131020005,1-4,210
2420260131020006,4-5,800
2420260131020007,4-6,880
2420260131020008,1-3,1180
2420260131020009,1-3,1580
2420260131020010,2-4,290
2420260131020011,2-5,520
2420260131020012,1-3,1380
3620260130030001,1-5,190
3620260130030002,1-5,5330
3620260130030003,5-7,320
3620260130030004,3-7,1560
3620260130030005,1-2,1050
3620260130030006,4-7,170
3620260130030007,1-4,280
3820260131020001,5-6,3560
3820260131020002,3-5,1550
3820260131020003,4-5,12080
3820260131020004,1-5,950
3820260131020005,3-6,210
3820260131020006,4-7,140
3820260131020007,1-4,290
3820260131020008,3-4,550
4720260201010001,1-2,1370
4720260201010002,2-6,550
4720260201010003,3-5,3710
4720260201010004,3-5,130
4720260201010005,1-5,440
4720260201010006,2-6,260
4720260201010007,2-7,140
4720260201010008,3-6,1170
7320260129040001,4-7,270
7320260129040002,3-4,710
7320260129040003,2-5,1520
7320260129040004,1-7,380
7320260129040005,3-9,640
7320260129040006,4-5,530
7320260129040007,1-5,970
7320260129040008,1-5,150
7320260129040009,1-7,220
7320260129040010,1-4,610
7320260129040011,2-7,360
7320260129040012,2-3,610
8620260130030001,1-4,470
8620260130030002,4-7,180
8620260130030003,2-5,140
8620260130030004,1-7,280
8620260130030005,2-4,2610
8620260130030006,3-6,4490
8620260130030007,1-5,4670
8620260130030008,1-4,360
2320260131030001,1-3,840
2320260131030002,3-6,910
2320260131030003,2-5,1710
2320260131030004,1-3,1000
2320260131030005,3-7,1300
2320260131030006,2-4,530
2320260131030007,1-7,1020
2420260131030001,1-6,1010
2420260131030002,2-7,170
2420260131030003,5-7,1810
2420260131030004,4-7,160
2420260131030005,1-6,670
2420260131030006,6-7,5690
2420260131030007,1-7,1470
2420260131030008,2-5,230
2420260131030009,2-3,1980
2420260131030010,2-3,760
2420260131030011,5-7,1160
2420260131030012,2-7,2910
3720260201020001,3-4,370
3720260201020002,2-5,660
3720260201020003,3-7,3680
3720260201020004,3-6,990
3720260201020005,1-2,290
3820260131030001,4-7,3060
3820260131030002,5-7,5610
3820260131030003,3-7,360
3820260131030004,2-5,900
3820260131030005,2-3,380
3820260131030006,5-7,140
3820260131030007,2-6,790
3820260131030008,4-7,850
3820260131030009,2-4,190
3820260131030010,1-3,230
3820260131030011,2-7,5310
4320260201020001,1-3,140
4320260201020002,2-4,570
4320260201020003,1-5,940
4320260201020004,1-2,140
4320260201020005,2-6,2600
4420260202010001,2-4,190
4420260202010002,2-5,290
4420260202010003,1-7,150
4420260202010004,3-4,2310
4420260202010005,1-2,290
4420260202010006,4-7,1640
4420260202010007,2-5,280
4420260202010008,1-5,220
4420260202010009,2-5,710
4420260202010010,4-7,110
4420260202010011,3-7,190
4720260201020001,4-6,620
4720260201020002,2-7,2850
4720260201020003,1-7,300
4720260201020004,1-4,140
4720260201020005,3-5,730
4720260201020006,6-7,800
4720260201020007,4-5,780
4720260201020008,2-7,190
4720260201020009,1-2,470
4720260201020010,2-4,670
4720260201020011,1-7,310
4720260201020012,1-5,140
5520260202010001,4-5,1310
5520260202010002,3-6,160
5520260202010003,2-5,920
5520260202010004,4-5,120
5520260202010005,1-5,1400
5520260202010006,1-6,5180
5520260202010007,1-7,230
5520260202010008,2-5,540
5520260202010009,5-7,840
5520260202010010,2-5,160
5520260202010011,3-4,1530
5520260202010012,2-3,580
8320260201020001,1-3,1290
8320260201020002,1-6,970
8320260201020003,3-6,7980
8320260201020004,5-6,2470
8320260201020005,3-4,1020
2720260203010001,2-5,200
2720260203010002,5-7,2140
2720260203010003,3-7,190
2720260203010004,2-7,100
2720260203010005,1-5,360
2720260203010006,1-7,240
2720260203010007,1-2,970
2720260203010008,2-3,4060
2720260203010009,2-4,230
2720260203010010,6-7,4190
2720260203010011,1-4,130
2720260203010012,1-5,290
4420260202020001,1-5,1130
4420260202020002,1-3,1120
4420260202020003,5-6,1400
4420260202020004,3-7,260
4420260202020005,4-6,270
4420260202020006,1-5,160
4420260202020007,3-7,2390
4420260202020008,2-7,420
4420260202020009,1-4,370
4420260202020010,5-7,590
4420260202020011,3-4,120
4720260201030001,5-6,930
4720260201030002,1-3,1580
4720260201030003,1-5,490
4720260201030004,1-5,370
4720260201030005,2-4,640
4720260201030006,1-4,380
4720260201030007,5-7,3370
4720260201030008,3-5,850
4720260201030009,1-6,17580
4720260201030010,1-2,570
4720260201030011,1-2,190
5520260202020001,1-5,3970
5520260202020002,1-3,290
5520260202020003,3-7,2230
5520260202020004,1-3,440
5520260202020005,1-5,150
5520260202020006,1-6,490
5520260202020007,5-7,3090
5520260202020008,2-6,8980
5520260202020009,2-5,160
5520260202020010,4-5,750
5520260202020011,2-4,300
5520260202020012,1-5,140
6220260203010001,2-4,190
6220260203010002,1-7,900
6220260203010003,3-5,170
6220260203010004,5-7,710
6220260203010005,3-5,410
6220260203010006,4-5,680
6220260203010007,1-5,420
6220260203010008,2-4,1280
6220260203010009,1-3,1000
6220260203010010,1-5,150
6220260203010011,2-3,930
8720260203010001,1-4,140
8720260203010002,4-5,590
8720260203010003,4-5,2120
8720260203010004,1-7,170
8720260203010005,1-4,820
8720260203010006,1-5,680
8720260203010007,1-4,330
2420260206010001,4-7,800
2420260206010002,2-4,150
2420260206010003,1-4,160
2420260206010004,1-7,100
2420260206010005,5-6,170
2420260206010006,3-7,290
2420260206010007,1-3,640
2420260206010008,2-7,140
2420260206010009,2-5,340
2420260206010010,1-5,140
2420260206010011,2-7,170
2620260204030001,1-3,220
2620260204030002,1-4,1020
2620260204030003,2-7,1070
2620260204030004,1-4,430
2620260204030005,1-7,1350
2620260204030006,1-5,270
3120260204030001,1-7,400
3120260204030002,2-3,530
3120260204030003,1-5,630
3120260204030004,3-4,210
3120260204030005,1-4,160
3120260204030006,4-5,250
3120260204030007,4-5,440
3120260204030008,3-5,470
3120260204030009,4-7,290
3120260204030010,3-7,530
3120260204030011,1-2,210
3120260204030012,3-6,1250
5320260205020001,1-9,400
5320260205020002,1-9,370
5320260205020003,3-9,400
5320260205020004,1-4,1930
5320260205020005,7-9,3140
5320260205020006,3-5,3750
5320260205020007,7-9,2860
5320260205020008,4-9,5050
5320260205020009,1-7,300
5320260205020010,2-9,2770
5320260205020011,2-7,1370
5320260205020012,1-4,1580
6120260204030001,1-4,1110
6120260204030002,1-2,740
6120260204030003,5-6,540
6120260204030004,1-3,3480
6120260204030005,1-3,440
7320260205020001,3-5,340
7320260205020002,2-3,150
7320260205020003,1-4,310
7320260205020004,4-7,220
7320260205020005,5-7,340
7320260205020006,1-5,210
7320260205020007,3-5,380
2220260207010001,2-3,380
2220260207010002,1-4,760
2420260206020001,6-7,3960
2420260206020002,3-6,7130
2420260206020003,1-5,150
2420260206020004,2-5,160
2420260206020005,4-6,190
2420260206020006,1-2,820
2420260206020007,2-5,180
2420260206020008,2-3,820
2420260206020009,1-4,140
2420260206020010,1-5,120
2420260206020011,3-4,830
3720260207010001,1-4,580
3720260207010002,1-2,120
4320260207010001,2-7,1640
4320260207010002,3-4,7930
4320260207010003,2-7,240
4320260207010004,3-6,4330
4320260207010005,1-5,1120
4320260207010006,1-4,140
4320260207010007,4-5,1760
4320260207010008,3-5,220
4320260207010009,1-4,480
4320260207010010,1-7,1420
4320260207010011,1-7,560
4320260207010012,1-4,330
5320260205030001,3-4,1500
5320260205030002,1-8,1920
5320260205030003,1-9,1170
5320260205030004,4-7,6140
5320260205030005,2-5,850
5320260205030006,5-9,450
5320260205030007,1-7,2020
5320260205030008,1-5,280
5320260205030009,1-5,620
5320260205030010,5-6,3020
5320260205030011,5-9,550
5320260205030012,1-2,710
7320260205030001,3-6,300
7320260205030002,1-5,1170
7320260205030003,4-5,1210
7320260205030004,2-5,740
7320260205030005,2-4,750
7320260205030006,2-5,510
7320260205030007,2-3,230
8120260207010001,1-7,450
8120260207010002,1-5,190
8120260207010003,1-3,700
8120260207010004,2-5,120
8120260207010005,1-5,560
8120260207010006,2-7,250
8120260207010007,2-7,190
8120260207010008,3-4,1570
8120260207010009,3-4,1000
8120260207010010,3-7,5690
8120260207010011,4-5,850
8120260207010012,1-4,410
4320260207020001,1-4,250
4320260207020002,2-5,290
4320260207020003,5-7,2300
5320260205040001,1-6,220
5320260205040002,2-4,690
6220260208010001,1-5,130
6220260208010002,1-5,970
6220260208010003,1-3,3770
6220260208010004,2-5,260
6220260208010005,4-7,480
6220260208010006,3-5,130
6220260208010007,1-5,130
2520260210020001,2-4,2870
2520260210020002,1-4,450
2520260210020003,3-5,260
2520260210020004,4-5,760
2520260210020005,4-7,590
2520260210020006,2-7,170
2520260210020007,3-7,620
2820260209030001,3-6,1710
2820260209030002,1-3,730
2820260209030003,1-4,200
2820260209030004,2-3,3710
2820260209030005,2-6,470
2820260209030006,4-5,1340
2820260209030007,1-4,870
2820260209030008,2-5,1960
2820260209030009,4-6,2360
2820260209030010,5-7,2740
2820260209030011,1-5,590
2820260209030012,1-5,660
3520260209030001,2-7,6220
3520260209030002,1-4,210
3520260209030003,2-7,310
4220260210020001,3-6,560
4220260210020002,4-6,150
5620260209030001,3-5,320
5620260209030002,3-4,160
5620260209030003,4-5,1650
5620260209030004,2-3,240
5620260209030005,1-7,890
5620260209030006,4-7,240
5620260209030007,3-5,2000
5620260209030008,2-6,670
5620260209030009,1-5,360
5620260209030010,2-3,310
5620260209030011,4-7,1090
7420260210020001,1-4,450
7420260210020002,1-5,600
7420260210020003,3-6,3280
7420260210020004,3-7,2450
7420260210020005,1-7,290
7420260210020006,1-7,620
7420260210020007,3-4,180
7420260210020008,2-3,750
7420260210020009,2-6,1190
7420260210020010,3-7,990
7420260210020011,1-4,120
7420260210020012,2-6,220
3820260212020001,2-3,5420
3820260212020002,5-9,2650
3820260212020003,1-9,530
6220260213010001,5-6,3380
6220260213010002,1-4,910
6220260213010003,4-5,410
6220260213010004,1-2,580
6220260213010005,2-7,380
6220260213010006,2-5,2110
6220260213010007,1-3,270
1320260213030001,4-7,7530
1320260213030002,5-7,6690
2420260214020001,1-7,410
2420260214020002,3-5,1300
2420260214020003,4-5,1490
2620260215010001,3-7,960
2620260215010002,1-5,100
2620260215010003,2-4,110
2620260215010004,1-3,140
2620260215010005,1-4,100
2620260215010006,1-5,310
2620260215010007,1-5,220
2620260215010008,1-4,130
2620260215010009,2-5,1090
2620260215010010,1-7,140
2620260215010011,3-6,4200
3820260212040001,1-7,630
3820260212040002,5-7,620
3820260212040003,1-6,1840
3820260212040004,7-9,800
3820260212040005,3-7,2870
3820260212040006,1-9,1120
3820260212040007,5-9,1760
3820260212040008,1-9,170
3820260212040009,1-2,1930
3820260212040010,2-8,2130
3820260212040011,7-9,2310
3820260212040012,3-8,1210
6220260213030001,1-4,320
6220260213030002,1-5,250
6220260213030003,1-7,430
6220260213030004,1-3,450
6220260213030005,3-5,490
6220260213030006,2-4,120
6220260213030007,1-4,290
7320260214020001,2-7,1080
7320260214020002,1-5,130
7320260214020003,1-2,360
7320260214020004,2-5,240
7320260214020005,1-7,100
7320260214020006,2-6,490
7320260214020007,1-5,140
7320260214020008,1-4,990
7320260214020009,3-7,430
7320260214020010,3-4,1430
7320260214020011,2-5,290
7320260214020012,3-5,1030
2320260217010001,1-4,230
2320260217010002,2-7,110
2320260217010003,1-5,470
2320260217010004,3-4,700
2320260217010005,2-3,2540
2320260217010006,1-4,2620
2320260217010007,3-7,150
2320260217010008,1-5,150
2320260217010009,1-5,1890
2320260217010010,1-4,740
2320260217010011,1-4,5630
2320260217010012,5-7,1900
2620260215030001,2-6,5130
2620260215030002,4-5,670
2620260215030003,4-5,220
2620260215030004,1-7,820
2620260215030005,1-4,180
2620260215030006,3-7,340
2620260215030007,1-5,220
2620260215030008,1-2,1260
2620260215030009,4-5,480
2620260215030010,1-2,170
2620260215030011,4-5,2380
3620260216020001,2-5,8110
3620260216020002,1-5,1050
3620260216020003,2-4,120
3620260216020004,1-4,210
3620260216020005,3-7,360
3620260216020006,1-4,3160
3620260216020007,1-4,130
4320260216020001,1-5,760
4320260216020002,2-3,1170
4320260216020003,4-6,19450
4320260216020004,2-7,850
4320260216020005,1-4,120
4320260216020006,1-5,320
4320260216020007,1-2,2250
4320260216020008,3-5,440
4320260216020009,1-5,190
4320260216020010,4-7,580
4320260216020011,4-7,1460
4320260216020012,3-5,830
4720260216020001,2-5,1190
4720260216020002,1-4,1950
4720260216020003,2-5,560
4720260216020004,2-7,230
4720260216020005,1-5,130
4720260216020006,4-7,100
4720260216020007,1-7,970
4720260216020008,2-6,1650
4720260216020009,1-3,430
4720260216020010,2-6,330
4720260216020011,2-3,5350
7420260217010001,1-2,140
7420260217010002,1-2,190
7420260217010003,1-2,150
7420260217010004,1-4,220
8120260217010001,1-3,390
8120260217010002,1-2,150
8120260217010003,1-4,1510
8120260217010004,1-2,860
8320260217010001,2-6,1780
8320260217010002,4-7,1020
8320260217010003,5-7,4830
8320260217010004,4-5,780
8320260217010005,4-6,5040
8320260217010006,1-4,1120
8320260217010007,3-7,1660
8320260217010008,3-5,220
8320260217010009,1-5,180
8320260217010010,1-7,130
8320260217010011,5-6,3240
8320260217010012,4-6,1060
2320260217020001,5-7,1730
2320260217020002,3-7,210
2320260217020003,1-5,970
2320260217020004,1-4,1200
2320260217020005,3-4,230
2320260217020006,1-2,950
2320260217020007,3-7,100
2320260217020008,4-7,900
2320260217020009,4-7,320
2320260217020010,2-6,1950
2320260217020011,1-2,590
2320260217020012,1-7,5080
3620260216030001,1-5,210
3620260216030002,2-5,720
3620260216030003,3-5,230
3620260216030004,1-2,340
3620260216030005,1-4,210
3620260216030006,4-5,200
3620260216030007,1-6,170
4320260216030001,1-5,760
4320260216030002,3-7,500
4320260216030003,1-7,1110
4320260216030004,3-4,3180
4320260216030005,1-7,330
4320260216030006,1-2,610
4320260216030007,1-5,3230
4320260216030008,1-5,490
4320260216030009,5-7,190
4320260216030010,1-5,270
4320260216030011,1-3,490
4320260216030012,1-6,890
4720260216030001,1-3,2140
4720260216030002,2-5,1190
4720260216030003,4-5,320
4720260216030004,6-7,200
4720260216030005,2-6,700
4720260216030006,3-5,580
4720260216030007,1-5,520
4720260216030008,3-5,1310
4720260216030009,3-5,3040
5520260218010001,4-7,1660
5520260218010002,3-4,690
5520260218010003,4-5,1380
5520260218010004,4-5,3460
5520260218010005,1-6,120
5520260218010006,2-7,190
5520260218010007,3-5,1130
5520260218010008,3-7,100
5520260218010009,1-7,250
5520260218010010,5-7,140
5520260218010011,1-7,470
8320260217020001,1-3,6570
8320260217020002,1-5,170
8320260217020003,3-4,2560
8320260217020004,3-5,4530
8320260217020005,1-5,2680
8320260217020006,1-2,690
8320260217020007,3-7,200
8320260217020008,2-6,4200
8320260217020009,3-4,600
8320260217020010,4-6,3560
2320260217030001,2-6,1590
2320260217030002,1-5,230
2320260217030003,3-7,220
2320260217030004,2-5,160
2320260217030005,3-4,270
2320260217030006,5-7,790
2320260217030007,3-5,980
2320260217030008,1-4,4700
2320260217030009,1-4,280
2320260217030010,2-3,570
2320260217030011,1-7,470
2320260217030012,2-5,270
5520260218020001,1-2,3150
5520260218020002,1-3,18840
5520260218020003,2-7,1560
5520260218020004,2-5,380
5520260218020005,2-5,1040
5520260218020006,4-6,500
5520260218020007,4-6,2600
5520260218020008,4-5,2620
5520260218020009,2-5,160
5520260218020010,1-7,1240
5520260218020011,3-5,6440
6220260219010001,1-5,1040
6220260219010002,2-7,630
6220260219010003,2-7,310
6220260219010004,1-4,340
6220260219010005,2-7,370
6220260219010006,2-4,8340
6220260219010007,1-3,1400
6220260219010008,2-5,790
6220260219010009,1-4,2230
6220260219010010,2-5,890
6220260219010011,2-4,1000
7320260219010001,2-3,500
7320260219010002,3-5,150
7320260219010003,2-3,170
7320260219010004,3-7,120
7320260219010005,4-7,250
7320260219010006,1-3,450
7320260219010007,4-7,2090
7420260217030001,1-6,1610
8120260217030001,1-2,420
8320260217030001,2-7,630
8320260217030002,2-7,2690
8320260217030003,2-7,280
8320260217030004,1-5,940
8320260217030005,3-5,400
8320260217030006,1-5,1500
8320260217030007,5-7,1270
8320260217030008,1-7,420
8320260217030009,2-3,1040
8320260217030010,4-5,250
8320260217030011,2-7,690
8320260217030012,2-4,680
3720260220020001,1-3,1990
3720260220020002,2-6,1090
3720260220020003,5-7,1340
6220260219030001,1-3,900
6220260219030002,1-3,220
6320260221010001,2-7,1990
6320260221010002,3-5,670
6320260221010003,1-4,130
6320260221010004,3-5,2430
6320260221010005,2-5,390
6320260221010006,3-4,650
6320260221010007,2-5,4640
6320260221010008,2-4,950
6320260221010009,5-6,4400
6320260221010010,4-7,410
6320260221010011,1-7,130
6320260221010012,2-3,1180
7320260219030001,3-6,510
7320260219030002,3-6,2040
7320260219030003,3-5,210
7320260219030004,2-5,710
7320260219030005,1-5,380
7320260219030006,1-4,180
7320260219030007,2-4,530
8720260220020001,1-7,1160
8720260220020002,2-4,2760
8720260220020003,3-8,3000
8720260220020004,3-5,1470
8720260220020005,3-7,240
8720260220020006,4-6,5440
8720260220020007,2-5,990
8720260220020008,1-9,560
8720260220020009,2-5,250
8720260220020010,1-7,560
8720260220020011,6-7,9320
8720260220020012,4-7,6020
3120260222010001,1-5,730
3120260222010002,4-5,150
3120260222010003,2-4,130
3120260222010004,5-7,610
3120260222010005,3-7,1010
3120260222010006,1-5,210
3120260222010007,2-4,2990
3720260220030001,2-4,500
3720260220030002,3-7,550
3720260220030003,2-4,500
6320260221020001,2-7,600
6320260221020002,2-3,850
6320260221020003,4-6,3160
6320260221020004,2-3,1700
6320260221020005,5-7,2100
6320260221020006,1-4,670
6320260221020007,1-4,4200
6320260221020008,2-4,910
6320260221020009,2-7,240
6320260221020010,1-7,200
6320260221020011,4-5,3540
6320260221020012,1-6,2850
7420260222010001,1-4,300
7420260222010002,1-5,110
8720260220030001,3-4,900
8720260220030002,1-2,1440
8720260220030003,1-5,390
8720260220030004,2-5,1800
8720260220030005,3-9,930
8720260220030006,2-5,370
8720260220030007,1-9,540
8720260220030008,3-7,290
8720260220030009,1-2,2050
8720260220030010,2-5,300
8720260220030011,3-8,1250
8720260220030012,1-3,1670
2720260223010001,2-3,2250
2720260223010002,2-5,2140
3120260222020001,1-5,300
3120260222020002,2-7,1260
3120260222020003,3-4,680
3120260222020004,4-7,4760
3120260222020005,3-4,1390
3120260222020006,1-7,180
3120260222020007,1-5,110
3520260223010001,2-3,620
4520260223010001,2-7,360
4520260223010002,2-3,8040
4520260223010003,2-5,1000
4520260223010004,1-3,130
4520260223010005,2-5,440
4520260223010006,2-7,550
4520260223010007,3-7,2230
4520260223010008,1-4,190
4520260223010009,1-4,130
4520260223010010,2-4,130
4520260223010011,4-7,1290
4520260223010012,1-3,1730
6120260223010001,1-2,230
6120260223010002,5-6,2330
6320260221030001,1-4,1850
6320260221030002,2-3,1420
6320260221030003,4-7,620
6320260221030004,1-5,200
6320260221030005,2-4,320
6320260221030006,1-3,130
6320260221030007,1-7,170
6320260221030008,4-7,470
6320260221030009,1-5,1960
6320260221030010,1-5,3140
6320260221030011,1-7,330
6320260221030012,1-5,560
7420260222020001,1-3,2070
7420260222020002,1-6,1420
7420260222020003,3-7,230
7420260222020004,5-7,170
7420260222020005,1-5,1920
7420260222020006,4-5,840
7420260222020007,1-2,400
7420260222020008,2-5,1800
7420260222020009,1-7,2660
7420260222020010,1-7,260
7420260222020011,3-7,680
8720260220040001,2-7,400
8720260220040002,3-7,850
8720260220040003,7-9,4170
8720260220040004,4-8,7580
8720260220040005,2-4,6810
8720260220040006,1-8,5240
8720260220040007,5-9,4610
8720260220040008,6-9,5750
8720260220040009,3-6,950
8720260220040010,3-4,1450
8720260220040011,2-7,1470
8720260220040012,3-9,260
3120260222030001,1-7,1290
3120260222030002,5-6,2010
3120260222030003,2-3,1960
3120260222030004,4-5,380
3120260222030005,3-5,2130
3120260222030006,1-7,190
3120260222030007,2-5,600
4520260223020001,2-3,1480
4520260223020002,2-4,480
4520260223020003,5-7,920
5620260224010001,3-7,510
5620260224010002,2-7,200
5620260224010003,5-7,560
5620260224010004,1-4,120
5620260224010005,3-7,230
5620260224010006,2-7,1200
5620260224010007,2-6,1000
5620260224010008,4-7,1000
5620260224010009,4-6,6430
5620260224010010,2-4,150
5620260224010011,1-3,380
5620260224010012,3-4,2520
7420260222030001,3-4,430
7420260222030002,3-5,190
7420260222030003,4-6,370
8620260224010001,2-3,2270
8620260224010002,3-5,120
8620260224010003,1-7,110
8620260224010004,1-3,1090
8620260224010005,4-5,620
8620260224010006,2-4,120
8620260224010007,1-6,180
2220260225010001,4-6,980
2220260225010002,1-4,190
2220260225010003,2-5,680
2320260225010001,2-3,1570
2320260225010002,3-7,150
2320260225010003,1-5,420
2320260225010004,1-2,280
2320260225010005,4-6,460
2320260225010006,3-7,170
2320260225010007,2-7,470
2320260225010008,1-2,700
2320260225010009,2-3,25820
2320260225010010,1-4,110
2320260225010011,1-6,1840
3620260225010001,1-4,1200
3620260225010002,2-7,170
3620260225010003,2-7,170
3620260225010004,2-5,140
3620260225010005,2-7,270
3620260225010006,4-5,370
3620260225010007,3-4,420
3620260225010008,1-4,180
3620260225010009,2-5,200
3620260225010010,1-7,940
3620260225010011,3-7,1000
3620260225010012,2-5,680
4520260223030001,3-7,300
4520260223030002,1-7,840
4520260223030003,3-4,390
5620260224020001,1-5,420
5620260224020002,2-5,2120
5620260224020004,1-3,800
5620260224020005,1-3,5110
5620260224020006,1-7,460
5620260224020007,5-7,5480
5620260224020008,1-7,380
5620260224020009,1-3,4960
5620260224020010,1-2,3980
5620260224020011,3-4,850
5620260224020012,2-3,1840
8620260224020001,3-6,2460
8620260224020002,2-6,5380
8620260224020003,1-7,240
8620260224020004,2-4,1490
8620260224020005,2-4,1420
8620260224020006,6-7,110
8620260224020007,3-5,1200
2220260225020001,2-4,150
2220260225020002,2-7,200
2220260225020003,1-5,670
2320260225020001,3-5,2140
2320260225020002,1-4,1540
2320260225020003,2-5,890
2320260225020004,3-4,360
2320260225020005,2-6,190
2320260225020006,1-6,2490
2320260225020007,3-7,640
2320260225020008,1-4,1660
2320260225020009,3-4,370
2320260225020010,2-5,120
2320260225020011,5-7,250
3620260225020001,6-7,2790
3620260225020002,5-7,4390
3620260225020003,2-6,2330
3620260225020004,1-7,170
3620260225020005,1-5,680
3620260225020006,1-5,310
3620260225020007,3-4,370
3620260225020008,3-4,170
3620260225020009,1-7,2400
3620260225020010,1-4,230
3620260225020011,1-7,920
3620260225020012,2-6,1310
5620260224030001,2-7,150
5620260224030002,1-2,1580
5620260224030003,1-3,600
5620260224030004,2-5,970
5620260224030005,3-5,220
5620260224030006,1-7,330
5620260224030007,2-7,730
5620260224030008,2-3,590
5620260224030009,1-7,810
5620260224030010,1-3,520
5620260224030011,2-4,240
5620260224030012,2-5,360
8620260224030001,3-4,1500
8620260224030002,2-3,220
8620260224030003,1-5,650
8620260224030004,2-7,730
8620260224030005,3-6,490
8620260224030006,5-6,1580
8620260224030007,6-7,210
2220260225030001,3-6,2480
2220260225030002,2-4,1090
2220260225030003,6-7,6430
2320260225030001,2-6,3750
2320260225030002,3-5,7840
2320260225030003,3-5,160
2320260225030004,2-6,1470
2320260225030005,1-5,290
2320260225030006,1-5,1730
2320260225030007,1-7,190
2320260225030008,4-5,3430
2320260225030009,1-4,760
2320260225030010,4-5,2210
2320260225030011,1-7,250
3620260225030001,3-6,1480
3620260225030002,1-4,190
3620260225030003,2-4,1420
3620260225030004,1-5,780
3620260225030005,1-5,440
3620260225030006,3-4,170
3620260225030007,2-4,230
3620260225030008,2-7,220
3620260225030009,4-7,12520
3620260225030010,2-7,360
3620260225030011,1-4,270
3620260225030012,2-4,2830
5320260227010001,2-5,840
5320260227010002,1-5,4310
5320260227010003,1-7,200
5320260227010004,3-4,100
5320260227010005,1-7,150
5320260227010006,1-7,3650
5320260227010007,1-3,260
7520260227010001,1-5,350
7520260227010002,2-4,780
7520260227010003,3-5,190
4420260228010001,2-7,3820
4420260228010002,1-3,800
4420260228010003,2-9,780
4420260228010004,1-9,450
4420260228010005,3-5,1210
4420260228010006,1-7,560
4420260228010007,2-7,3180
4420260228010008,3-7,890
4420260228010009,1-5,200
4420260228010010,1-7,180
4420260228010011,1-7,130
4420260228010012,2-9,2030
5320260227020001,2-5,210
5320260227020002,4-6,1100
5320260227020003,2-7,130
5320260227020004,2-5,540
5320260227020005,4-5,140
5320260227020006,2-5,1310
5320260227020007,4-7,260
5520260228010001,3-6,360
5520260228010002,1-7,470
5520260228010003,3-4,520
5520260228010004,1-5,800
5520260228010005,1-6,940
5520260228010006,2-4,670
5520260228010007,2-5,640
5520260228010008,1-7,2140
5520260228010009,3-5,180
5520260228010010,2-3,950
5520260228010011,1-4,180
5520260228010012,4-5,1740
6220260228010001,1-5,180
6220260228010002,5-6,14550
6220260228010003,2-7,280
6220260228010004,1-5,170
6220260228010005,1-7,180
6220260228010006,3-5,2640
6220260228010007,3-6,1750
7520260227020001,2-4,310
7520260227020002,1-4,140
7520260227020003,1-4,200
2720260301010001,2-5,600
2720260301010002,2-7,470
