race_id,sanrentan_result,payout_sanrentan_100
2720260301010001,5-2-7,1590
2720260301010002,7-2-1,12620
4420260228020001,2-1-3,6180
4420260228020002,9-3-2,18930
4420260228020003,5-9-4,16920
4420260228020004,3-2-9,1710
4420260228020005,2-9-6,97180
4420260228020006,3-2-7,3590
4420260228020007,1-3-7,1220
4420260228020008,7-1-5,3320
4420260228020009,7-3-1,3320
4420260228020010,5-7-4,6250
4420260228020011,1-7-4,17110
4420260228020012,1-9-7,660
5320260227030001,6-5-4,3630
5320260227030002,7-5-6,44760
5320260227030003,7-3-2,7350
5320260227030004,4-6-5,4830
5320260227030005,6-7-5,8040
5320260227030006,3-4-2,7440
5320260227030007,7-6-5,5960
5520260228020001,2-5-1,10890
5520260228020002,7-2-5,45790
5520260228020003,3-7-4,930
5520260228020004,3-4-7,5930
5520260228020005,7-4-1,390
5520260228020006,3-4-6,2640
5520260228020007,4-1-2,250
5520260228020008,3-5-4,26560
5520260228020009,7-4-2,6260
5520260228020010,2-5-4,740
5520260228020011,1-3-7,7360
5520260228020012,3-4-2,1730
6220260228020001,1-5-2,3240
6220260228020002,5-1-4,3180
6220260228020003,4-7-2,520
6220260228020004,1-7-6,1240
6220260228020005,3-1-5,3440
6220260228020006,3-7-5,7180
6220260228020007,1-5-3,3160
7520260227030001,7-2-1,480
7520260227030002,1-4-3,400
7520260227030003,4-1-5,2350
8320260301010001,1-4-6,1700
8320260301010002,1-3-4,94840
8320260301010003,4-1-3,1790
