race_id,競輪場,レース番号,開始時間,best_bet,a,b,best_odds,best_p,max_EV
4720260226030006,松阪競輪,6R,22:54,1-7,1,7,9999.9,0.014570633229488001,144.70487523155705
8120260226030006,小倉競輪,6R,23:03,1-7,1,7,383.2,0.05974013049734102,21.892418006581078
5320260227020007,奈良競輪,7R,10:50,1-6,1,6,384.6,0.03025070504745349,10.634421161250613
7520260227020003,松山競輪,3R,16:36,2-6,2,6,225.7,0.04930498853330134,10.128135911966112
6220260228010005,広島競輪,5R,10:20,5-6,5,6,219.8,0.04614935009613916,9.143627151131387
4720260226030001,松阪競輪,1R,20:49,1-6,1,6,132.5,0.07530001202322242,8.977251593076971
5520260228010007,和歌山競輪,7R,13:41,1-3,1,3,195.3,0.05076941672208065,8.915267085822352
8120260226030003,小倉競輪,3R,21:45,6-7,6,7,231.7,0.04186843235023781,8.700915775550099
2620260226030002,西武園競輪,2R,21:05,6-7,6,7,180.7,0.05275253866899191,8.532383737486837
7520260227020002,松山競輪,2R,16:14,5-6,5,6,336.0,0.027524280896942928,8.248158381372823
5520260228010006,和歌山競輪,6R,13:15,1-2,1,2,238.1,0.037154353607726405,7.846451593999657
4420260228010010,大垣競輪,10R,15:18,2-6,2,6,251.2,0.03363301682909099,7.448613827467657
7520260227020005,松山競輪,5R,17:24,3-5,3,5,166.2,0.0504651718174418,7.387311556058826
2620260226030003,西武園競輪,3R,21:29,1-7,1,7,128.2,0.06298328738962235,7.0744574433495835
6220260228010006,広島競輪,6R,10:40,6-7,6,7,345.8,0.02190486540140693,6.574702455806517
5520260228010010,和歌山競輪,10R,15:04,5-6,5,6,284.5,0.02660428312578614,6.568918549286157
5520260228010003,和歌山競輪,3R,11:57,1-6,1,6,129.5,0.05731587542339618,6.422405867329806
5320260227020005,奈良競輪,5R,10:10,6-7,6,7,151.2,0.0487918472203666,6.377327299719429
5320260227020002,奈良競輪,2R,09:10,1-7,1,7,357.6,0.020313105726655525,6.263966607852017
4420260228010011,大垣競輪,11R,15:48,5-6,5,6,347.4,0.020241210881589995,6.031796660264364
4420260228010003,大垣競輪,3R,12:10,3-4,3,4,252.7,0.027819740037820485,6.030048307557236
7520260227020004,松山競輪,4R,17:00,5-6,5,6,206.5,0.03317672807394198,5.850994347269019
4420260228010006,大垣競輪,6R,13:28,3-4,3,4,468.9,0.014484496286601398,5.791780308787395
6220260228010002,広島競輪,2R,09:20,5-6,5,6,145.5,0.0449927139919665,5.546439885831125
7520260227020006,松山競輪,6R,17:48,6-7,6,7,107.7,0.060043308986916864,5.466664377890947
7520260227020010,松山競輪,10R,19:30,5-6,5,6,169.3,0.03592960800543011,5.082882635319318
4720260226030003,松阪競輪,3R,21:37,1-7,1,7,94.5,0.06250802984759535,4.907008820597761
5520260228010011,和歌山競輪,11R,15:33,2-6,2,6,245.2,0.023727098231209092,4.817884486292469
5320260227020004,奈良競輪,4R,09:50,3-4,3,4,80.8,0.07126441370249598,4.758164627161674
5520260228010004,和歌山競輪,4R,12:23,5-6,5,6,207.0,0.02762144915732294,4.717639975565849
