race_id,競輪場,レース番号,開始時間,best_bet,first,second,third,best_odds,best_p,max_EV,kelly_full,kelly_frac_capped,stake_raw,stake,expected_profit
2420260309040006,宇都宮競輪,6R,13:30,1-6-3,1,6,3,8381.0,0.0075445399427577,62.23078926025292,0.0074261085036101335,0.0037130542518050667,185.65271259025334,200,12446.157852050585
3820260310030002,静岡競輪,2R,16:25,3-6-4,3,6,4,3854.0,0.014396402292454,54.48373443511792,0.014140600683913292,0.005,250.0,200,10896.746887023583
2620260312010003,西武園競輪,3R,16:36,4-5-6,4,5,6,6667.5,0.0072849816163074,47.57261492672974,0.007136070640775481,0.0035680353203877404,178.40176601938703,200,9514.522985345948
2620260312010002,西武園競輪,2R,16:15,1-6-5,1,6,5,6303.1,0.0065844603336519,40.502511929041454,0.006426827871509727,0.0032134139357548634,160.67069678774317,200,8100.5023858082905
3820260310030009,静岡競輪,9R,19:17,4-6-5,4,6,5,2182.8,0.0117883865245757,24.73169010584401,0.011335452427282063,0.005,250.0,200,4946.338021168802
3820260310030010,静岡競輪,10R,19:45,3-4-6,3,4,6,9426.5,0.0053429941451784,49.36573430952443,0.005237465843671362,0.002618732921835681,130.93664609178404,100,4936.573430952442
4520260310030008,豊橋競輪,8R,23:00,4-5-7,4,5,7,9269.2,0.0047202989676282,42.75339519073939,0.004612912452335878,0.002306456226167939,115.32281130839695,100,4275.339519073939
2420260309040002,宇都宮競輪,2R,11:42,2-6-1,2,6,1,1485.9,0.0124405412451064,17.485400236103608,0.011775473254834405,0.005,250.0,200,3497.0800472207216
2420260309040010,宇都宮競輪,10R,15:24,3-7-6,3,7,6,8542.2,0.0039001528713503,32.315885857649135,0.0037835299322869307,0.0018917649661434653,94.58824830717327,100,3231.5885857649137
2320260312010010,取手競輪,10R,14:45,5-8-4,5,8,4,7426.1,0.0041072451622852,29.500813299646836,0.003973119998336296,0.001986559999168148,99.3279999584074,100,2950.0813299646834
2420260309040003,宇都宮競輪,3R,12:08,3-6-5,3,6,5,1191.4,0.0128891884503021,14.356179119689958,0.012059962298126644,0.005,250.0,200,2871.235823937992
7420260310030001,高知競輪,1R,20:50,4-3-2,4,3,2,1449.7,0.0105558572582274,14.302826267252335,0.009872869653656613,0.004936434826828306,246.8217413414153,200,2860.565253450467
5520260312010005,和歌山競輪,5R,10:13,5-4-2,5,4,2,8763.7,0.0033021341944814,27.938913440176982,0.003188390957145284,0.001594195478572642,79.7097739286321,100,2793.8913440176984
2420260309040008,宇都宮競輪,8R,14:26,6-4-7,6,4,7,9165.1,0.0028701998305496,25.305668466971053,0.002761391567854023,0.0013806957839270116,69.03478919635057,100,2530.566846697105
2320260312010004,取手競輪,4R,12:13,5-9-4,5,9,4,6820.5,0.0034417814996963,22.47467071867917,0.0032956478801494495,0.0016478239400747247,82.39119700373624,100,2247.467071867917
2420260309040005,宇都宮競輪,5R,13:02,2-6-4,2,6,4,1195.1,0.010185951560066,11.173230709434929,0.009357030993580881,0.004678515496790441,233.92577483952203,200,2234.646141886986
2320260312010007,取手競輪,7R,13:25,2-4-3,2,4,3,3976.0,0.0055194076437561,20.945164791574523,0.005269223846936987,0.0026346119234684933,131.73059617342466,100,2094.5164791574525
2320260312010012,取手競輪,12R,15:40,1-9-4,1,9,4,5571.4,0.0037263261058878,19.76085326634345,0.003547474735448702,0.001773737367724351,88.68686838621755,100,1976.085326634345
2320260312010008,取手競輪,8R,13:51,8-4-9,8,4,9,7840.9,0.0023427422592635,17.36920778065954,0.0022154884348855905,0.0011077442174427952,55.38721087213976,100,1736.920778065954
2620260312010008,西武園競輪,8R,18:38,3-6-8,3,6,8,4856.2,0.0037397880744845,17.16115884731204,0.00353459360012194,0.00176729680006097,88.3648400030485,100,1716.1158847312042
