race_id,sanrentan_result,payout_sanrentan_100
2320260312010001,7-2-9,3170
2320260312010002,2-8-7,14590
2320260312010003,9-7-2,13900
2320260312010004,1-9-3,11170
2320260312010005,9-1-5,790
2320260312010006,8-3-5,89050
2320260312010007,3-5-9,53680
2320260312010008,6-4-9,252650
2320260312010009,7-3-1,60980
2320260312010010,3-5-9,960
2320260312010011,1-9-3,3510
2320260312010012,5-9-7,246100
2420260309040001,3-4-1,5260
2420260309040002,2-5-3,28830
2420260309040003,3-2-6,3090
2420260309040004,3-6-2,1080
2420260309040005,2-7-6,29230
2420260309040006,7-5-2,690
2420260309040007,3-5-4,1290
2420260309040008,1-2-3,3980
2420260309040009,2-1-5,2240
2420260309040010,5-1-2,750
2420260309040011,1-2-7,9830
2620260312010001,5-1-2,1680
2620260312010002,7-1-3,280
2620260312010003,3-2-4,530
3820260310030001,1-5-3,7100
3820260310030002,5-3-2,1420
3820260310030003,1-7-4,6500
5520260312010001,4-2-1,2020
5520260312010002,4-7-2,1630
5520260312010003,4-1-7,6320
5520260312010004,4-2-6,2260
5520260312010005,1-3-7,2440
5520260312010006,7-4-3,790
5520260312010007,5-3-1,900
