race_id,競輪場,レース番号,開始時間,bets,settled_bets,stake,payout,profit,hit_exact,hit_set,hit_exact_rate,hit_set_rate
5520260312010005,和歌山競輪,5R,10:13,1,1,100,0.0,-100.0,0,0,0.0,0.0
2420260309040002,宇都宮競輪,2R,11:42,1,1,200,0.0,-200.0,0,0,0.0,0.0
2420260309040003,宇都宮競輪,3R,12:08,1,1,200,0.0,-200.0,0,0,0.0,0.0
2320260312010004,取手競輪,4R,12:13,1,1,100,0.0,-100.0,0,0,0.0,0.0
2420260309040005,宇都宮競輪,5R,13:02,1,1,200,0.0,-200.0,0,0,0.0,0.0
2320260312010007,取手競輪,7R,13:25,1,1,100,0.0,-100.0,0,0,0.0,0.0
2420260309040006,宇都宮競輪,6R,13:30,1,1,200,0.0,-200.0,0,0,0.0,0.0
2320260312010008,取手競輪,8R,13:51,1,1,100,0.0,-100.0,0,0,0.0,0.0
2420260309040008,宇都宮競輪,8R,14:26,1,1,100,0.0,-100.0,0,0,0.0,0.0
2320260312010010,取手競輪,10R,14:45,1,1,100,0.0,-100.0,0,0,0.0,0.0
2420260309040010,宇都宮競輪,10R,15:24,1,1,100,0.0,-100.0,0,0,0.0,0.0
2320260312010012,取手競輪,12R,15:40,1,1,100,0.0,-100.0,0,0,0.0,0.0
2620260312010002,西武園競輪,2R,16:15,1,1,200,0.0,-200.0,0,0,0.0,0.0
3820260310030002,静岡競輪,2R,16:25,1,1,200,0.0,-200.0,0,0,0.0,0.0
2620260312010003,西武園競輪,3R,16:36,1,1,200,0.0,-200.0,0,0,0.0,0.0
2620260312010008,西武園競輪,8R,18:38,1,0,100,0.0,-100.0,0,0,,
3820260310030009,静岡競輪,9R,19:17,1,0,200,0.0,-200.0,0,0,,
3820260310030010,静岡競輪,10R,19:45,1,0,100,0.0,-100.0,0,0,,
7420260310030001,高知競輪,1R,20:50,1,0,200,0.0,-200.0,0,0,,
4520260310030008,豊橋競輪,8R,23:00,1,0,100,0.0,-100.0,0,0,,
