race_id,競輪場,レース番号,開始時間,best_bet,first,second,third,best_odds,best_p,max_EV
8320260301030010,久留米競輪,10R,19:35,2-3-7,2,3,7,9619.9,0.004611576902825198,43.362908647488126
3620260303010003,小田原競輪,3R,09:31,5-6-7,5,6,7,7274.5,0.005491397073987172,38.94716801471968
3820260301030002,静岡競輪,2R,21:05,3-6-5,3,6,5,2400.7,0.01488708013863178,34.73941328881331
3620260303010004,小田原競輪,4R,09:52,5-6-3,5,6,3,6596.7,0.005253462657625513,33.65551711355822
4420260228040011,大垣競輪,11R,15:49,6-5-7,6,5,7,9999.9,0.0032517225912562413,31.516900740303285
3820260301030006,静岡競輪,6R,22:45,6-1-7,6,1,7,2574.5,0.01034213254736805,25.625820243199048
2720260301030008,京王閣競輪,8R,18:56,7-4-5,7,4,5,6896.7,0.0033427889671952954,22.054212670055794
2720260301030006,京王閣競輪,6R,18:04,6-3-5,6,3,5,8612.7,0.0024960342800776766,20.497594444025008
3620260303010006,小田原競輪,6R,10:34,3-6-7,3,6,7,7413.6,0.0028035333396379905,19.784274766740207
7320260301030006,小松島競輪,6R,23:03,7-4-3,7,4,3,3328.6,0.0060802489466886276,19.238716643947765
2720260301030002,京王閣競輪,2R,16:26,4-6-3,4,6,3,3744.1,0.005286929877196338,18.79479415321081
3620260303010005,小田原競輪,5R,10:13,7-6-4,7,6,4,5255.6,0.0036285756083889098,18.070341967448755
4420260228040007,大垣競輪,7R,13:50,5-6-9,5,6,9,7730.7,0.0021660072582916066,15.744752311674922
2720260301030007,京王閣競輪,7R,18:30,1-2-6,1,2,6,1753.3,0.009322828196845346,15.345714677528942
8320260301030002,久留米競輪,2R,16:14,7-4-6,7,4,6,3642.2,0.004431743524900112,15.141296266391187
2720260301030004,京王閣競輪,4R,17:14,2-7-3,2,7,3,4964.8,0.003064917306719939,14.216701444403153
4420260228040012,大垣競輪,12R,16:20,6-4-1,6,4,1,9999.9,0.0015203693445174356,14.203541408239904
4420260228040009,大垣競輪,9R,14:48,9-6-2,9,6,2,9770.0,0.0015470210764763044,14.114395917173495
3620260303010002,小田原競輪,2R,09:10,5-6-1,5,6,1,2185.0,0.006282913453991469,12.72816589697136
8320260301030007,久留米競輪,7R,18:17,2-3-1,2,3,1,1892.2,0.007096934155337647,12.428818808729897
3820260301030001,静岡競輪,1R,20:41,6-1-4,6,1,4,1492.6,0.008746912755225976,12.055641978450291
3820260301030007,静岡競輪,7R,23:12,2-7-6,2,7,6,1641.0,0.007840659023307767,11.866521457248046
4420260228040001,大垣競輪,1R,11:05,2-6-4,2,6,4,2690.4,0.004780205477731015,11.860664817287525
4420260228040006,大垣競輪,6R,13:22,8-4-5,8,4,5,9999.9,0.0012710499363439065,11.71037225844543
8320260301030005,久留米競輪,5R,17:26,2-5-3,2,5,3,3699.4,0.00336511604099356,11.448910282051576
7320260301030001,小松島競輪,1R,20:57,4-7-6,4,7,6,2318.4,0.005334113820164559,11.366609480669515
4420260228040005,大垣競輪,5R,12:54,9-4-8,9,4,8,3496.0,0.0034744966924403166,11.146840436771347
5620260301030001,岸和田競輪,1R,20:49,7-4-6,7,4,6,1950.8,0.006131862551092142,10.96203746467055
4420260228040010,大垣競輪,10R,15:18,1-4-3,1,4,3,3711.1,0.003210335162204572,10.913874820457387
8320260301030009,久留米競輪,9R,19:09,1-6-2,1,6,2,2755.7,0.004222363400951805,10.63556682400289
2720260301030003,京王閣競輪,3R,16:50,6-7-4,6,7,4,2015.4,0.0056007509498890665,10.287753464406425
8320260301030008,久留米競輪,8R,18:43,6-3-4,6,3,4,9999.9,0.0011084793603367568,10.084682755431535
5620260301030002,岸和田競輪,2R,21:13,5-3-7,5,3,7,2389.6,0.0046175745115509745,10.034156052802208
