race_id,競輪場,レース番号,開始時間,best_bet,a,b,best_odds,best_p,max_EV
8320260301030010,久留米競輪,10R,19:35,5-6,5,6,559.9,0.03420819450492246,18.153168103306086
3820260301030005,静岡競輪,5R,22:18,1-7,1,7,273.7,0.06286051952512553,16.204924194026855
3620260303010005,小田原競輪,5R,10:13,6-7,6,7,387.5,0.03050248814988807,10.819714158081627
3620260303010003,小田原競輪,3R,09:31,3-6,3,6,217.3,0.05272139679546846,10.456359523655296
2720260301030008,京王閣競輪,8R,18:56,4-7,4,7,518.0,0.021511171943190396,10.142787066572625
3620260303010004,小田原競輪,4R,09:52,5-6,5,6,392.7,0.028369632653471238,10.140754743018155
3820260301030002,静岡競輪,2R,21:05,3-6,3,6,106.8,0.10260619403672167,9.958341523121874
3820260301030007,静岡競輪,7R,23:12,2-7,2,7,161.8,0.05158925866354503,7.347142051761587
3820260301030006,静岡競輪,6R,22:45,1-7,1,7,191.5,0.043039150299529615,7.241997282359922
2720260301030006,京王閣競輪,6R,18:04,2-6,2,6,244.3,0.03158329440853206,6.715798824004382
4420260228040011,大垣競輪,11R,15:49,4-6,4,6,559.6,0.01348084349434223,6.543880019433912
3620260303010002,小田原競輪,2R,09:10,5-6,5,6,189.8,0.036461923907498826,5.920473157643277
2720260301030007,京王閣競輪,7R,18:30,1-2,1,2,140.6,0.048998108235170895,5.889134017865028
2720260301030010,京王閣競輪,10R,19:48,5-6,5,6,198.2,0.0347271737093251,5.882925829188234
7320260301030006,小松島競輪,6R,23:03,5-6,5,6,246.7,0.025561440755473112,5.306007434375217
3620260303010006,小田原競輪,6R,10:34,2-3,2,3,158.1,0.039703289467356295,5.27709006478903
4420260228040007,大垣競輪,7R,13:50,5-6,5,6,415.4,0.014568037810767483,5.051562906592812
8320260301030007,久留米競輪,7R,18:17,1-7,1,7,87.7,0.06819740076966754,4.980912047499844
2720260301030002,京王閣競輪,2R,16:26,4-6,4,6,193.7,0.030528581521699093,4.9133862407531135
8320260301030002,久留米競輪,2R,16:14,4-7,4,7,169.0,0.03432026530630312,4.800124836765227
2720260301030004,京王閣競輪,4R,17:14,2-6,2,6,189.9,0.03014652411768958,4.724824929949252
7320260301030001,小松島競輪,1R,20:57,4-7,4,7,148.5,0.03833438951060529,4.692656842324886
2720260301030003,京王閣競輪,3R,16:50,6-7,6,7,135.0,0.041462204344231354,4.597397586471232
8320260301030004,久留米競輪,4R,17:02,5-6,5,6,110.0,0.048409883224051015,4.325087154645612
3820260301030001,静岡競輪,1R,20:41,3-6,3,6,95.8,0.055567260214110355,4.323343528511772
8320260301030001,久留米競輪,1R,15:53,3-5,3,5,97.3,0.052527141360818035,4.110890854407595
8320260301030003,久留米競輪,3R,16:38,5-6,5,6,162.5,0.031180105007026847,4.066767063641863
7320260301030005,小松島競輪,5R,22:36,4-6,4,6,201.0,0.02454968702304702,3.934487091632451
8320260301030009,久留米競輪,9R,19:09,5-6,5,6,86.6,0.05648779053856239,3.8918426606395027
8320260301030005,久留米競輪,5R,17:26,1-5,1,5,198.6,0.02448266748291807,3.8622577621075287
5620260301030002,岸和田競輪,2R,21:13,3-7,3,7,221.4,0.021686716612017903,3.8014390579007635
5620260301030001,岸和田競輪,1R,20:49,4-7,4,7,87.7,0.053859269183742335,3.723457907414203
2720260301030005,京王閣競輪,5R,17:38,6-7,6,7,208.9,0.022193957638634392,3.6363177507107247
4420260228040009,大垣競輪,9R,14:48,3-8,3,8,247.0,0.018629350947512634,3.6014496840356207
3620260303010001,小田原競輪,1R,08:50,4-7,4,7,145.0,0.031008833044326386,3.496280791427326
8320260301030012,久留米競輪,12R,20:30,1-3,1,3,96.3,0.046620336953038036,3.489538448577563
4420260228040004,大垣競輪,4R,12:26,3-6,3,6,168.7,0.025954106526692916,3.3784577710530943
3620260303010007,小田原競輪,7R,10:55,3-4,3,4,85.1,0.051245101865256756,3.36095816873335
4420260228040001,大垣競輪,1R,11:05,3-4,3,4,96.5,0.044113100524846516,3.2569142006476888
8320260301030006,久留米競輪,6R,17:51,3-6,3,6,64.9,0.06521269652950365,3.232304004764787
4420260228040012,大垣競輪,12R,16:20,3-8,3,8,140.5,0.029105747252122182,3.0893574889231665
7320260301030003,小松島競輪,3R,21:45,1-7,1,7,56.7,0.07107743085850118,3.0300903296770176
4420260228040008,大垣競輪,8R,14:19,2-3,2,3,85.9,0.04686434362175479,3.0256471171087362
5620260301030004,岸和田競輪,4R,22:01,1-7,1,7,36.0,0.10628549399283425,2.826277783742033
8320260301030008,久留米競輪,8R,18:43,3-6,3,6,464.6,0.008180605796024558,2.8007094528330096
4420260228040005,大垣競輪,5R,12:54,7-9,7,9,89.1,0.03895355315660374,2.470761586253393
2720260301030009,京王閣競輪,9R,19:22,4-7,4,7,107.3,0.031393168272231535,2.3684869556104435
4420260228040006,大垣競輪,6R,13:22,1-8,1,8,189.1,0.01770004401050478,2.3470783223864538
3820260301030003,静岡競輪,3R,21:29,1-6,1,6,34.6,0.09656895471351798,2.3412858330877224
4420260228040003,大垣競輪,3R,11:59,2-8,2,8,153.7,0.020740730711935565,2.187850310424496
5620260301030006,岸和田競輪,6R,22:54,2-5,2,5,49.8,0.06368993320170142,2.1717586734447307
4420260228040002,大垣競輪,2R,11:32,1-3,1,3,53.6,0.05759614528113073,2.087153387068607
7320260301030002,小松島競輪,2R,21:21,4-5,4,5,87.4,0.035270030744377553,2.0826006870585982
4420260228040010,大垣競輪,10R,15:18,1-4,1,4,141.9,0.021221588208958753,2.0113433668512473
3820260301030004,静岡競輪,4R,21:53,2-6,2,6,96.5,0.030905149455738672,1.982346922478782
5620260301030007,岸和田競輪,7R,23:21,3-6,3,6,130.3,0.022868238609234537,1.9797314907832604
2720260301030011,京王閣競輪,11R,20:16,2-6,2,6,49.7,0.05795907870250204,1.8805662115143513
8320260301030011,久留米競輪,11R,20:02,6-7,6,7,41.2,0.0696826358964491,1.870924598933703
2720260301030001,京王閣競輪,1R,16:03,5-6,5,6,78.5,0.030955981161485107,1.430044521176581
5620260301030005,岸和田競輪,5R,22:27,4-6,4,6,234.0,0.00949157576403473,1.2210287287841268
7320260301030007,小松島競輪,7R,23:30,2-6,2,6,27.0,0.08003729600814347,1.1610069922198738
5620260301030003,岸和田競輪,3R,21:37,2-7,2,7,53.1,0.04029877852864233,1.1398651398709077
7320260301030004,小松島競輪,4R,22:09,1-6,1,6,23.0,0.06468981030713988,0.4878656370642174
