race_id,競輪場,レース番号,開始時間,bets,settled_bets,stake,payout,profit,hit_exact,hit_set,hit_exact_rate,hit_set_rate
4520260304030005,豊橋競輪,5R,10:13,1,1,200,0.0,-200.0,0,0,0.0,0.0
2620260304030003,西武園競輪,3R,11:52,1,1,200,0.0,-200.0,0,0,0.0,0.0
2620260304030004,西武園競輪,4R,12:17,1,1,200,0.0,-200.0,0,0,0.0,0.0
2620260304030005,西武園競輪,5R,12:43,1,1,200,0.0,-200.0,0,0,0.0,0.0
7520260305020007,松山競輪,7R,13:48,1,1,100,0.0,-100.0,0,0,0.0,0.0
2620260304030008,西武園競輪,8R,14:02,1,1,100,0.0,-100.0,0,0,0.0,0.0
2620260304030009,西武園競輪,9R,14:30,1,1,200,0.0,-200.0,0,0,0.0,0.0
7520260305020010,松山競輪,10R,15:12,1,1,100,0.0,-100.0,0,0,0.0,0.0
8120260306010001,小倉競輪,1R,15:54,1,1,200,0.0,-200.0,0,0,0.0,0.0
2620260304030012,西武園競輪,12R,16:02,1,1,100,0.0,-100.0,0,0,0.0,0.0
8120260306010002,小倉競輪,2R,16:14,1,1,200,0.0,-200.0,0,0,0.0,0.0
8120260306010003,小倉競輪,3R,16:35,1,1,200,0.0,-200.0,0,0,0.0,0.0
8120260306010004,小倉競輪,4R,16:58,1,0,100,0.0,-100.0,0,0,,
8120260306010007,小倉競輪,7R,18:10,1,0,100,0.0,-100.0,0,0,,
3720260304030007,伊東競輪,7R,18:22,1,0,200,0.0,-200.0,0,0,,
8120260306010010,小倉競輪,10R,19:25,1,0,200,0.0,-200.0,0,0,,
8120260306010011,小倉競輪,11R,19:51,1,0,100,0.0,-100.0,0,0,,
3720260304030011,伊東競輪,11R,20:04,1,0,100,0.0,-100.0,0,0,,
8120260306010012,小倉競輪,12R,20:17,1,0,200,0.0,-200.0,0,0,,
3120260304030001,松戸競輪,1R,20:57,1,0,200,0.0,-200.0,0,0,,
