race_id,sanrentan_result,payout_sanrentan_100
2620260803010001,4-5-1,2550
2620260803010002,5-7-1,5960
2620260803010003,5-2-1,2020
2620260803010004,7-1-3,2750
2620260803010005,2-7-1,2710
2620260803010006,4-2-1,5670
2620260803010007,1-7-4,12650
2620260803010008,5-7-2,4550
2620260803010009,5-7-4,3900
2620260803010010,7-2-6,2690
2620260803010011,2-5-6,138780
2620260803010012,1-5-4,4990
3620260801030001,5-1-4,250
3620260801030002,2-3-5,880
3620260801030003,5-4-3,13240
3620260801030004,2-7-3,21740
3620260801030005,1-6-4,13030
3620260801030006,6-5-8,46340
3620260801030007,3-7-9,19060
3620260801030008,5-1-6,1640
3620260801030009,1-2-5,15030
3620260801030010,4-7-5,9920
3620260801030011,8-2-9,20610
3620260801030012,1-4-3,16250
4820260803010001,2-1-3,1530
4820260803010002,1-5-2,1380
4820260803010003,3-5-4,13550
4820260803010004,3-1-6,1820
4820260803010005,3-1-2,15130
4820260803010006,2-1-4,680
4820260803010007,1-2-3,1570
5320260803010001,2-1-3,1520
5320260803010002,1-3-5,360
5320260803010003,6-3-1,714260
5320260803010004,2-4-1,5420
5320260803010005,3-5-6,75430
5320260803010006,2-6-5,7510
5320260803010007,1-4-3,350
6120260803010001,1-2-5,3780
6120260803010002,2-1-3,1360
6120260803010003,3-5-2,1120
6120260803010004,1-4-3,950
6120260803010005,2-4-1,800
6120260803010006,1-7-2,9520
6120260803010007,1-7-5,6790
6220260803010001,7-3-6,43780
6220260803010002,1-2-5,2350
6220260803010003,7-2-4,61150
6220260803010004,4-3-1,5930
6220260803010005,1-4-7,300
6220260803010006,5-1-7,280
6220260803010007,5-7-4,4800
