race_id,競輪場,レース番号,開始時間,best_bet,a,b,best_odds,best_p,max_EV
3820260524010004,静岡競輪,4R,12:20,1-4,1,4,505.2,0.049296606114159036,23.904645408873144
3820260524010010,静岡競輪,10R,15:30,4-6,4,6,520.5,0.03507761037223739,17.25789619874956
3820260524010006,静岡競輪,6R,13:20,3-4,3,4,554.0,0.03174120186897868,16.584625835414187
3820260524010005,静岡競輪,5R,12:50,5-7,5,7,499.4,0.03455412839037932,16.256331718155433
2520260522030006,大宮競輪,6R,10:20,2-3,2,3,349.9,0.04404376083454988,14.410911916009002
5520260523020006,和歌山競輪,6R,10:10,2-6,2,6,500.2,0.030689366700266642,14.350821223473375
2520260522030001,大宮競輪,1R,08:40,3-4,3,4,712.0,0.021362551778323507,14.210136866166337
3820260524010008,静岡競輪,8R,14:20,6-7,6,7,248.6,0.05414098813891026,12.45944965133309
3520260522030001,平塚競輪,1R,16:11,3-6,3,6,159.6,0.08432369070750446,12.458061036917712
5520260523020007,和歌山競輪,7R,10:30,1-2,1,2,208.7,0.058755255218755346,11.26222176415424
4320260522030008,岐阜競輪,8R,23:00,4-5,4,5,288.0,0.04224892558024375,11.1676905671102
1120260523020010,函館競輪,10R,19:35,3-6,3,6,396.5,0.030044944748547357,10.912820592799028
6220260522030008,広島競輪,8R,23:10,1-6,1,6,222.7,0.050294278386404365,10.200535796652252
3820260524010007,静岡競輪,7R,13:50,5-6,5,6,263.5,0.03441935295289657,8.069499503088245
3820260524010001,静岡競輪,1R,10:57,6-7,6,7,264.2,0.030467240654730054,7.049444980979681
5520260523020002,和歌山競輪,2R,08:50,2-3,2,3,205.5,0.03907447798046302,7.02980522498515
1120260523020012,函館競輪,12R,20:30,3-6,3,6,204.0,0.03562767093594009,6.268044870931778
3820260524010009,静岡競輪,9R,14:55,3-6,3,6,167.4,0.042597573112482454,6.130833739029563
2520260522030007,大宮競輪,7R,10:40,2-7,2,7,136.1,0.05237141777048364,6.127749958562823
8420260523020009,武雄競輪,9R,14:40,2-7,2,7,155.4,0.045593124115048914,6.085171487478601
5520260523020003,和歌山競輪,3R,09:10,1-6,1,6,338.1,0.020698038342638246,5.998006763645991
1120260523020003,函館競輪,3R,16:44,6-7,6,7,178.8,0.039080547968870304,5.987601976834011
3520260522030005,平塚競輪,5R,17:44,4-6,4,6,67.8,0.09807022700695185,5.649161391071336
1120260523020008,函館競輪,8R,18:44,1-2,1,2,95.2,0.06886149394279081,5.555614223353686
5520260523020005,和歌山競輪,5R,09:50,3-7,3,7,84.2,0.07500390603106673,5.315328887815818
1120260523020002,函館競輪,2R,16:20,3-6,3,6,177.0,0.034442002028106766,5.096234358974898
3520260522030010,平塚競輪,10R,19:48,1-2,1,2,219.5,0.02517084943568692,4.525001451133279
6220260522030004,広島競輪,4R,21:50,1-4,1,4,62.2,0.08302667115809931,4.164258946033777
2520260522030003,大宮競輪,3R,09:20,5-6,5,6,117.9,0.041759573026704674,3.923453659848481
1120260523020011,函館競輪,11R,20:02,1-6,1,6,156.1,0.03100066507390667,3.8392038180368306
3820260524010003,静岡競輪,3R,11:50,5-6,5,6,305.8,0.0157988409676323,3.831285567901957
2520260522030002,大宮競輪,2R,09:00,3-7,3,7,97.0,0.0497134708725346,3.822206674635856
6220260522030001,広島競輪,1R,20:50,4-5,4,5,86.2,0.05585707323070082,3.8148797124864107
