race_id,sanrentan_result,payout_sanrentan_100
1120260523020001,3-1-5,12950
1120260523020002,1-3-4,18300
1120260523020003,2-7-1,3440
2520260522030001,1-6-3,2310
2520260522030002,1-6-4,52010
2520260522030003,7-4-3,1000
2520260522030004,4-7-1,14050
2520260522030005,5-2-4,10120
2520260522030006,7-2-3,5490
2520260522030007,3-1-7,3160
3520260522030001,1-3-7,330
3520260522030002,4-2-1,4820
3820260524010001,3-7-1,3750
3820260524010002,2-4-3,1630
3820260524010003,4-3-1,1420
3820260524010004,2-7-5,1390
3820260524010005,1-3-2,14520
3820260524010006,2-7-6,580
3820260524010007,5-3-1,2950
3820260524010008,5-2-1,9370
3820260524010009,4-2-7,3300
3820260524010010,2-7-5,620
3820260524010011,4-2-3,2560
5520260523020001,2-1-4,2730
5520260523020002,2-4-5,2230
5520260523020003,7-4-1,2180
5520260523020004,1-6-2,2660
5520260523020005,7-4-2,430
5520260523020006,5-1-3,1610
5520260523020007,4-7-1,610
8420260523020001,3-5-1,40700
8420260523020002,5-4-3,14270
8420260523020003,5-3-2,3440
8420260523020004,7-4-3,6020
8420260523020005,3-5-8,1470
8420260523020006,5-3-1,4780
8420260523020007,4-1-8,10380
8420260523020008,9-5-8,2260
8420260523020009,9-2-8,7190
8420260523020010,2-8-4,139850
8420260523020011,5-3-4,58960
8420260523020012,9-3-5,5930
