race_id,sanrentan_result,payout_sanrentan_100
2120260717010001,5-1-4,5950
2120260717010002,6-3-2,18540
2120260717010003,4-5-1,7440
2120260717010004,2-4-5,280
2120260717010005,1-2-6,2690
2120260717010006,7-4-3,490
2120260717010007,2-7-3,3130
2120260717010008,5-4-1,2210
2120260717010009,3-4-7,250
2120260717010010,5-1-4,310
2120260717010011,7-3-5,7090
2320260715030001,3-4-2,1250
2320260715030002,1-6-3,21750
2320260715030003,2-5-6,90200
2320260715030004,5-2-4,4440
2320260715030005,5-2-1,390
2320260715030006,4-5-2,880
2320260715030007,1-3-5,1240
2620260716020001,1-4-7,1340
2620260716020002,5-3-7,450
2620260716020003,4-3-6,6060
2620260716020004,5-1-6,330
4720260716020001,7-3-5,1690
4720260716020002,3-5-2,51820
4720260716020003,6-1-7,6640
4720260716020004,2-4-7,6960
4720260716020005,3-5-7,540
4720260716020006,7-4-3,2410
4720260716020007,2-1-7,15530
4720260716020008,2-5-7,3630
4720260716020009,3-4-7,2360
4720260716020010,7-1-2,5630
4720260716020011,5-1-3,7510
4720260716020012,1-5-4,1720
7420260717010001,1-7-9,4050
7420260717010002,9-3-5,2080
7420260717010003,2-7-6,86870
7420260717010004,2-7-1,31260
