bets,settled,unsettled,hit_exact,hit_exact_rate,hit_set,hit_set_rate,stake_realized,stake_pending,payout_realized,profit_realized,best_p_mean,best_odds_mean,mult_ev_mean
20,9,11,0,0.0,0,0.0,1100.0,1600.0,0.0,-1100.0,0.00580576256077296,3871.1349999999998,18.768219441444025
