race_id,競輪場,レース番号,開始時間,best_bet,first,second,third,best_odds,best_p,max_EV,kelly_full,kelly_frac_capped,stake_raw,stake,expected_profit
8720260320020007,熊本競輪,7R,13:42,5-6-2,5,6,2,7295.3,0.0081278517918431,58.29511717703369,0.007991872719388246,0.003995936359694123,199.79681798470614,200,11659.023435406738
2320260319030001,取手競輪,1R,08:50,6-4-5,6,4,5,3753.2,0.0089285301294479,32.51055928184394,0.008664399360866677,0.004332199680433338,216.60998402166692,200,6502.111856368788
2220260320020002,前橋競輪,2R,16:16,1-7-4,1,7,4,3404.9,0.0083001915633362,27.26132225400352,0.008008849335762954,0.004004424667881477,200.22123339407386,200,5452.264450800704
2220260320020011,前橋競輪,11R,20:02,7-6-4,7,6,4,3909.7,0.0065260950725735,24.51507390524076,0.006271925168276092,0.003135962584138046,156.7981292069023,200,4903.014781048152
1320260319030008,いわき平競輪,8R,23:00,2-7-3,2,7,3,8304.7,0.0057750170008293,46.959783686787176,0.005655284233147533,0.0028276421165737667,141.38210582868834,100,4695.978368678718
8120260319030001,小倉競輪,1R,15:57,6-5-3,6,5,3,2633.9,0.0087475990815106,22.040301220790926,0.008371112165593424,0.004185556082796712,209.2778041398356,200,4408.060244158185
2320260319030002,取手競輪,2R,09:10,2-6-4,2,6,4,2923.7,0.0075151264276412,20.971975136494866,0.007175548341086963,0.0035877741705434814,179.38870852717406,200,4194.395027298973
2320260319030006,取手競輪,6R,10:34,7-3-4,7,3,4,7951.9,0.0051826924264313,40.21225190573975,0.005057572338444673,0.0025287861692223365,126.43930846111682,100,4021.225190573975
2320260319030004,取手競輪,4R,09:52,7-1-3,7,1,3,2988.8,0.00646005462456,18.307811261885096,0.006127522344830676,0.003063761172415338,153.1880586207669,200,3661.5622523770194
8720260320020003,熊本競輪,3R,11:47,5-6-4,5,6,4,9384.6,0.0037767639634725,34.44341909160408,0.0036705975416262498,0.0018352987708131249,91.76493854065625,100,3444.341909160408
8720260320020012,熊本競輪,12R,16:10,2-6-5,2,6,5,2402.6,0.0067186484083641,15.142224665935789,0.006305056906202444,0.003152528453101222,157.6264226550611,200,3028.444933187158
8120260319030002,小倉競輪,2R,16:22,3-1-2,3,1,2,9399.4,0.0031580755503367,28.68401532783553,0.0030520104834690512,0.0015260052417345256,76.30026208672628,100,2868.401532783553
2220260320020009,前橋競輪,9R,19:09,6-7-2,6,7,2,6211.5,0.0046106141555834,27.63882982740689,0.004450338914323628,0.002225169457161814,111.2584728580907,100,2763.882982740689
8720260320020009,熊本競輪,9R,14:33,7-6-2,7,6,2,1997.1,0.0071947952616704,13.368725617082,0.006697422782967787,0.0033487113914838934,167.43556957419466,200,2673.7451234164
1320260319030001,いわき平競輪,1R,20:40,4-7-2,4,7,2,7540.5,0.0036484398670958,26.511060817836565,0.003516288987046431,0.0017581444935232155,87.90722467616078,100,2651.1060817836565
6320260319030001,防府競輪,1R,10:45,1-9-4,1,9,4,1923.0,0.0067816995799283,12.04120829220231,0.0062649366764840324,0.0031324683382420162,156.62341691210082,200,2408.241658440462
8120260319030009,小倉競輪,9R,19:22,7-6-2,7,6,2,1560.5,0.0083006576075496,11.95317619658123,0.0076647490840533695,0.0038323745420266848,191.61872710133423,200,2390.635239316246
8720260320020011,熊本競輪,11R,15:35,2-6-4,2,6,4,7607.6,0.0031990655101658,23.337210775138065,0.0030680212940259856,0.0015340106470129928,76.70053235064964,100,2333.7210775138064
8720260320020005,熊本競輪,5R,12:42,6-5-2,6,5,2,8384.2,0.0028988295374386,23.30436660779344,0.002779889136343334,0.001389944568171667,69.49722840858335,100,2330.436660779344
2320260319030003,取手競輪,3R,09:31,6-1-4,6,1,4,9787.6,0.0023521611030192,22.022012011910945,0.002250220915528472,0.001125110457764236,56.2555228882118,100,2202.2012011910947
