race_id,競輪場,レース番号,開始時間,best_bet,a,b,best_odds,best_p,max_EV
8420260319030005,武雄競輪,5R,22:10,1-6,1,6,255.3,0.1454896098731432,36.143497400613455
8120260319030009,小倉競輪,9R,19:22,6-7,6,7,489.7,0.043932793684545786,20.513889067322072
8720260320020007,熊本競輪,7R,13:42,5-6,5,6,390.7,0.051601051242807644,19.160530720564946
8720260320020006,熊本競輪,6R,13:12,5-6,5,6,629.1,0.02550753954347849,15.04679312680232
8120260319030010,小倉競輪,10R,19:48,1-6,1,6,351.7,0.04230716820282998,13.879431056935305
8120260319030008,小倉競輪,8R,18:56,5-6,5,6,126.0,0.1177061370736615,13.830973271281348
8720260320020010,熊本競輪,10R,15:00,4-6,4,6,390.4,0.03341620245830615,12.04568543972272
2320260319030003,取手競輪,3R,09:31,5-6,5,6,322.2,0.038929134396559734,11.542967102571545
8720260320020003,熊本競輪,3R,11:47,5-6,5,6,560.7,0.022189812700781446,11.441827981328158
2320260319030001,取手競輪,1R,08:50,4-6,4,6,151.3,0.08112565322758565,11.27431133333371
8720260320020004,熊本競輪,4R,12:12,6-7,6,7,507.4,0.022135350057216993,10.231476619031902
8720260320020005,熊本競輪,5R,12:42,4-6,4,6,210.5,0.05096528523983014,9.728192542984244
2320260319030006,取手競輪,6R,10:34,4-7,4,7,240.8,0.04393296129793627,9.579057080543055
2320260319030002,取手競輪,2R,09:10,6-7,6,7,349.8,0.030043571255189833,9.509241225065404
8120260319030001,小倉競輪,1R,15:57,5-6,5,6,198.2,0.052290113653899295,9.36390052620284
8420260319030009,武雄競輪,9R,23:30,4-7,4,7,143.2,0.06447432983474301,8.232724032335199
2220260320020002,前橋競輪,2R,16:16,5-7,5,7,144.8,0.05617468684291447,7.134094654854016
2220260320020011,前橋競輪,11R,20:02,6-7,6,7,230.2,0.0346730488247733,6.981735839462814
1320260319030001,いわき平競輪,1R,20:40,6-7,6,7,247.5,0.031280460299902633,6.741913924225901
2320260319030007,取手競輪,7R,10:55,5-6,5,6,229.3,0.02957044514129856,5.78050307089976
2320260319030004,取手競輪,4R,09:52,3-7,3,7,172.7,0.03827953049780481,5.61087491697089
8120260319030003,小倉競輪,3R,16:54,2-5,2,5,118.9,0.05336800929266466,5.345456304897828
6320260319030009,防府競輪,9R,14:40,1-5,1,5,160.0,0.03866968913577442,5.187150261723907
8720260320020011,熊本競輪,11R,15:35,2-6,2,6,254.4,0.024178192836501727,5.15093225760604
2220260320020006,前橋競輪,6R,17:54,6-7,6,7,161.2,0.037897269141767304,5.109039785652889
2220260320020005,前橋競輪,5R,17:30,6-7,6,7,225.1,0.026818131824305542,5.036761473651177
8120260319030004,小倉競輪,4R,17:18,1-5,1,5,183.6,0.03269609167906347,5.003002432276053
8120260319030002,小倉競輪,2R,16:22,3-6,3,6,205.2,0.029217083958580758,4.995345628300771
2220260320020004,前橋競輪,4R,17:06,6-7,6,7,235.5,0.02493545816912163,4.872300398828144
6320260319030005,防府競輪,5R,12:35,1-8,1,8,118.3,0.04942754407798302,4.847278464425391
8720260320020009,熊本競輪,9R,14:33,6-7,6,7,131.6,0.04291566826733152,4.647701943980828
6320260319030010,防府競輪,10R,15:15,3-4,3,4,193.7,0.028929980500399875,4.603737222927456
1320260319030008,いわき平競輪,8R,23:00,3-7,3,7,168.0,0.03234744648451757,4.4343710093989515
2220260320020012,前橋競輪,12R,20:30,6-7,6,7,187.5,0.02856545558146227,4.3560229215241755
6320260319030008,防府競輪,8R,14:05,2-8,2,8,153.0,0.03348094318427393,4.122584307193911
6320260319030011,防府競輪,11R,15:50,1-8,1,8,387.7,0.012949974916281914,4.020705275042498
6320260319030007,防府競輪,7R,13:35,6-9,6,9,309.0,0.016054664433834437,3.9608913100548406
6320260319030004,防府競輪,4R,12:05,6-9,6,9,225.2,0.021673261057113997,3.880818390062072
6320260319030006,防府競輪,6R,13:05,2-9,2,9,138.8,0.03177274419372091,3.410056894088463
6320260319030001,防府競輪,1R,10:45,1-4,1,4,98.9,0.043092045991890565,3.2618033485979767
8420260319030003,武雄競輪,3R,21:30,1-2,1,2,46.5,0.08992972964617513,3.1817324285471438
6320260319030002,防府競輪,2R,11:10,4-5,4,5,143.3,0.02858304346147245,3.0959501280290027
