bets,settled,unsettled,hit_exact,hit_exact_rate,hit_set,hit_set_rate,stake_realized,stake_pending,payout_realized,profit_realized,best_p_mean,best_odds_mean,mult_ev_mean
20,15,5,0,0.0,0,0.0,2400.0,700.0,0.0,-2400.0,0.005910145433139875,5468.235000000001,27.476022253056993
