race_id,競輪場,レース番号,開始時間,bets,settled_bets,stake,payout,profit,hit_exact,hit_set,hit_exact_rate,hit_set_rate
2320260319030001,取手競輪,1R,08:50,1,1,200,0.0,-200.0,0,0,0.0,0.0
2320260319030002,取手競輪,2R,09:10,1,1,200,0.0,-200.0,0,0,0.0,0.0
2320260319030003,取手競輪,3R,09:31,1,1,100,0.0,-100.0,0,0,0.0,0.0
2320260319030004,取手競輪,4R,09:52,1,1,200,0.0,-200.0,0,0,0.0,0.0
2320260319030006,取手競輪,6R,10:34,1,1,100,0.0,-100.0,0,0,0.0,0.0
6320260319030001,防府競輪,1R,10:45,1,1,200,0.0,-200.0,0,0,0.0,0.0
8720260320020003,熊本競輪,3R,11:47,1,1,100,0.0,-100.0,0,0,0.0,0.0
8720260320020005,熊本競輪,5R,12:42,1,1,100,0.0,-100.0,0,0,0.0,0.0
8720260320020007,熊本競輪,7R,13:42,1,1,200,0.0,-200.0,0,0,0.0,0.0
8720260320020009,熊本競輪,9R,14:33,1,1,200,0.0,-200.0,0,0,0.0,0.0
8720260320020011,熊本競輪,11R,15:35,1,1,100,0.0,-100.0,0,0,0.0,0.0
8120260319030001,小倉競輪,1R,15:57,1,1,200,0.0,-200.0,0,0,0.0,0.0
8720260320020012,熊本競輪,12R,16:10,1,1,200,0.0,-200.0,0,0,0.0,0.0
2220260320020002,前橋競輪,2R,16:16,1,1,200,0.0,-200.0,0,0,0.0,0.0
8120260319030002,小倉競輪,2R,16:22,1,1,100,0.0,-100.0,0,0,0.0,0.0
2220260320020009,前橋競輪,9R,19:09,1,0,100,0.0,-100.0,0,0,,
8120260319030009,小倉競輪,9R,19:22,1,0,200,0.0,-200.0,0,0,,
2220260320020011,前橋競輪,11R,20:02,1,0,200,0.0,-200.0,0,0,,
1320260319030001,いわき平競輪,1R,20:40,1,0,100,0.0,-100.0,0,0,,
1320260319030008,いわき平競輪,8R,23:00,1,0,100,0.0,-100.0,0,0,,
