race_id,sanrentan_result,payout_sanrentan_100
2220260320020001,1-2-6,2770
2220260320020002,3-6-5,37040
2220260320020003,5-1-7,6690
2320260319030001,2-3-1,3470
2320260319030002,5-1-3,5710
2320260319030003,3-4-6,62540
2320260319030004,7-2-3,6400
2320260319030005,3-4-1,2550
2320260319030006,2-7-6,10920
2320260319030007,4-5-2,11540
6320260319030001,1-7-9,9320
6320260319030002,8-6-4,13700
6320260319030003,9-5-3,25400
6320260319030004,2-7-1,26810
6320260319030005,3-7-4,3760
6320260319030006,6-1-9,15520
6320260319030007,8-7-9,175720
6320260319030008,1-9-6,1310
6320260319030009,8-1-9,8410
6320260319030010,5-7-4,11090
6320260319030011,3-5-6,31310
6320260319030012,5-8-9,31310
8120260319030001,1-6-5,64690
8120260319030002,2-5-1,39820
8720260320020001,5-1-6,880
8720260320020002,2-4-7,540
8720260320020003,7-3-5,2030
8720260320020004,4-2-1,700
8720260320020005,7-1-4,1220
8720260320020006,7-6-3,27040
8720260320020007,1-5-2,400
8720260320020008,5-4-6,7110
8720260320020009,1-7-3,440
8720260320020010,5-1-2,66440
8720260320020011,5-1-6,740
8720260320020012,5-7-6,5620
