race_id,sanrentan_result,payout_sanrentan_100
2620260501030001,1-5-3,5210
2620260501030002,3-1-7,1570
2620260501030003,6-1-2,2100
2620260501030004,2-3-1,3260
2720260503010001,6-4-1,48130
2720260503010002,4-2-6,15020
2720260503010003,5-2-1,3030
2720260503010004,7-3-6,1100
2720260503010005,5-1-4,650
2720260503010006,6-5-7,2670
2720260503010007,3-1-7,3280
2720260503010008,4-1-7,710
2720260503010009,2-3-7,11960
2720260503010010,1-4-3,3130
2720260503010011,1-3-2,21400
3520260501030001,5-1-7,10880
3520260501030002,9-2-7,15110
3520260501030003,2-7-9,7830
3520260501030004,7-9-2,34090
3520260501030005,7-8-9,5570
3520260501030006,4-1-5,253710
3520260501030007,7-1-3,83850
3520260501030008,2-7-3,5220
3520260501030009,9-7-2,13220
3520260501030010,4-1-7,31950
3520260501030011,7-2-1,5840
5320260501030001,3-2-6,23060
5320260501030002,1-7-2,260
5320260501030003,3-7-5,5270
5320260501030004,5-4-3,700
5320260501030005,1-4-5,1400
5320260501030006,7-3-4,5000
5320260501030007,3-2-7,4200
5320260501030008,3-4-5,5110
5320260501030009,1-7-2,1110
5320260501030010,6-1-4,1580
5320260501030011,6-7-3,17260
5320260501030012,5-2-7,1910
6320260501030001,4-1-2,3970
6320260501030002,5-2-3,3150
6320260501030003,4-5-3,1260
6320260501030004,1-7-5,360
6320260501030005,2-1-4,5580
6320260501030006,7-3-2,12870
6320260501030007,1-3-7,970
7520260501030001,5-2-4,4510
7520260501030002,1-5-3,2070
7520260501030003,1-2-3,1140
7520260501030004,6-5-1,4250
8320260501030001,2-3-4,2310
8320260501030002,6-4-5,4220
8320260501030003,1-3-4,300
