race_id,競輪場,レース番号,開始時間,best_bet,first,second,third,best_odds,best_p,max_EV,kelly_full,kelly_frac_capped,stake_raw,stake,expected_profit
6320260707020004,防府競輪,4R,12:10,6-7-1,6,7,1,8324.6,0.0063232238183887,51.638308998559225,0.006203843168648087,0.0031019215843240437,155.09607921620218,200,10327.661799711845
1120260708010010,函館競輪,10R,19:34,6-5-7,6,5,7,5607.8,0.0064867607598834,35.37645698927447,0.006309562850337888,0.003154781425168944,157.7390712584472,200,7075.291397854895
1120260708010008,函館競輪,8R,18:42,6-5-7,6,5,7,4154.6,0.0064324535679531,25.724271593418337,0.006193247205657342,0.003096623602828671,154.83118014143355,200,5144.854318683667
6220260708010007,広島競輪,7R,10:35,6-4-5,6,4,5,9436.1,0.0051180978598067,47.29488321492232,0.005012653094818531,0.0025063265474092656,125.31632737046328,100,4729.488321492232
6220260708010003,広島競輪,3R,09:11,4-6-5,4,6,5,9026.0,0.0051359930447553,45.357473221961946,0.005025758805757556,0.002512879402878778,125.6439701439389,100,4535.747322196195
2320260706030001,取手競輪,1R,11:01,6-1-3,6,1,3,3149.1,0.0072605337816594,21.86414693182388,0.006945188187104564,0.003472594093552282,173.62970467761411,200,4372.829386364776
6120260707020004,玉野競輪,4R,21:50,5-4-2,5,4,2,1458.2,0.0148439999101709,20.64552066901131,0.014167938971322612,0.005,250.0,200,4129.104133802262
8320260707020011,久留米競輪,11R,20:15,6-3-2,6,3,2,9322.4,0.0044408554186659,40.3994305549718,0.004334051811420152,0.002167025905710076,108.3512952855038,100,4039.94305549718
6320260707020009,防府競輪,9R,14:36,6-3-1,6,3,1,6551.5,0.0061481907159455,39.279871475517545,0.00599646919708687,0.002998234598543435,149.91172992717176,100,3927.9871475517543
1120260708010003,函館競輪,3R,16:41,6-2-3,6,2,3,8805.7,0.0045726536210697,39.26541599105354,0.004459597259537921,0.0022297986297689604,111.48993148844802,100,3926.5415991053537
8320260707020001,久留米競輪,1R,16:09,2-5-3,2,5,3,2430.2,0.0083238219733052,19.228552159526355,0.007915590383470426,0.003957795191735213,197.88975958676065,200,3845.710431905271
6220260708010005,広島競輪,5R,09:53,3-4-5,3,4,5,7527.6,0.0052122560951378,38.23577898175986,0.005080086490813894,0.002540043245406947,127.00216227034736,100,3823.577898175986
2120260707020004,弥彦競輪,4R,21:40,7-3-5,7,3,5,9785.2,0.0039106393609399,37.26638827466956,0.0038088334533911365,0.0019044167266955682,95.22083633477841,100,3726.6388274669557
6320260707020007,防府競輪,7R,13:36,6-4-5,6,4,5,8780.2,0.0043329675844592,37.04432198506901,0.0042195555386674195,0.0021097777693337098,105.4888884666855,100,3704.432198506901
6220260708010002,広島競輪,2R,08:50,7-3-4,7,3,4,8711.1,0.0043482231414097,36.8778066071345,0.004233913113182914,0.002116956556591457,105.84782782957285,100,3687.7806607134503
8320260707020003,久留米競輪,3R,16:53,6-7-3,6,7,3,6500.8,0.0053445794911588,33.744042356125426,0.005191550871738427,0.0025957754358692134,129.78877179346068,100,3374.404235612543
1120260708010004,函館競輪,4R,17:05,6-5-7,6,5,7,7329.6,0.004722022541578,33.61053642075081,0.004586215159887401,0.0022931075799437007,114.65537899718504,100,3361.0536420750814
1120260708010011,函館競輪,11R,20:01,3-6-7,3,6,7,7196.4,0.0047339519023597,33.06741147014157,0.004595632135828665,0.0022978160679143324,114.89080339571662,100,3306.7411470141574
8320260707020004,久留米競輪,4R,17:17,6-5-2,6,5,2,6223.6,0.0053920134719714,32.557735044161454,0.0052321754643013295,0.0026160877321506648,130.80438660753325,100,3255.7735044161454
4420260708010009,大垣競輪,9R,14:26,6-7-4,6,7,4,9151.5,0.0036487177497784,32.3912404870979,0.00353983284925391,0.001769916424626955,88.49582123134775,100,3239.1240487097903
