race_id,sanrentan_result,payout_sanrentan_100
3120260719030001,4-5-6,4110
3120260719030002,1-6-2,30340
3120260719030003,7-6-3,12170
3120260719030004,1-2-5,12560
3120260719030005,4-5-2,6880
3120260719030006,3-6-1,4430
3120260719030007,1-6-7,1770
4620260721010001,1-7-4,2650
4620260721010002,7-2-4,320
4620260721010003,7-3-1,13750
4620260721010004,1-5-7,1220
4620260721010005,7-2-1,3150
4620260721010006,4-2-1,1990
4620260721010007,4-3-5,4320
4620260721010008,4-7-3,3810
4620260721010009,1-5-2,20180
4620260721010010,2-5-4,2580
4620260721010011,5-1-6,1670
4620260721010012,2-7-1,7760
4720260721010001,2-5-1,9440
4720260721010002,4-7-5,1870
4720260721010003,4-3-1,5150
5620260720020001,4-7-1,4030
5620260720020002,5-1-7,7580
5620260720020003,5-2-4,5930
5620260720020004,7-4-2,970
5620260720020005,1-3-2,55900
5620260720020006,3-6-4,160
5620260720020007,4-5-6,170
5620260720020008,5-6-1,1450
5620260720020009,2-5-4,1710
5620260720020010,1-7-4,1160
5620260720020011,2-1-5,740
5620260720020012,7-3-2,450
