bets,settled,unsettled,hit_exact,hit_exact_rate,hit_set,hit_set_rate,stake_realized,stake_pending,payout_realized,profit_realized,best_p_mean,best_odds_mean,mult_ev_mean
20,15,5,0,0.0,0,0.0,2200.0,800.0,0.0,-2200.0,0.0072846094551232005,4559.139999999999,26.70352359242363
