race_id,sanrentan_result,payout_sanrentan_100
2220260225020001,4-2-6,910
2220260225020002,2-7-3,2530
2220260225020003,5-1-3,4510
2320260225020001,3-5-1,22180
2320260225020002,4-1-5,11340
2320260225020003,5-2-1,9640
2320260225020004,3-4-1,2750
2320260225020005,2-6-5,4250
2320260225020006,6-1-4,9850
2320260225020007,7-3-5,6870
2320260225020008,1-4-3,16350
2320260225020009,4-3-1,9010
2320260225020010,5-2-3,710
2320260225020011,7-5-1,2280
3620260225020001,7-6-3,24640
3620260225020002,7-5-2,49480
3620260225020003,6-2-5,12820
3620260225020004,7-1-5,1040
3620260225020005,1-5-3,1560
3620260225020006,5-1-4,1470
3620260225020007,3-4-1,2070
3620260225020008,3-4-7,260
3620260225020009,1-7-4,7760
3620260225020010,1-4-7,1910
3620260225020011,7-1-3,9620
3620260225020012,6-2-4,3990
5620260224030001,7-2-3,580
5620260224030002,2-1-4,19930
5620260224030003,1-3-2,5330
5620260224030004,2-5-3,5820
5620260224030005,3-5-6,2780
5620260224030006,7-1-2,2260
5620260224030007,7-2-1,4960
5620260224030008,2-3-6,19650
5620260224030009,1-7-3,3650
5620260224030010,1-3-2,1380
5620260224030011,2-4-5,1930
5620260224030012,5-2-6,2310
8620260224030001,4-3-1,32520
8620260224030002,2-3-5,580
8620260224030003,5-1-4,2210
8620260224030004,7-2-3,2540
8620260224030005,3-6-1,1150
8620260224030006,5-6-3,16820
8620260224030007,7-6-5,17540
