race_id,競輪場,レース番号,開始時間,best_bet,first,second,third,best_odds,best_p,max_EV,kelly_full,kelly_frac_capped,stake_raw,stake,expected_profit
3720260329010007,伊東競輪,7R,18:10,7-4-2,7,4,2,9711.7,0.0077868770469375,74.62381381674317,0.007684699745306019,0.0038423498726530094,192.11749363265048,200,14924.762763348634
6220260329010005,広島競輪,5R,10:10,3-6-7,3,6,7,7162.5,0.0075013125364638,52.72815104242256,0.007362724435163382,0.003681362217581691,184.06811087908454,200,10545.630208484512
6220260329010007,広島競輪,7R,10:50,1-6-5,1,6,5,7106.1,0.0065279878916586,45.38853475691541,0.006388162693968475,0.0031940813469842374,159.70406734921187,200,9077.706951383083
2820260328020011,立川競輪,11R,15:28,5-6-1,5,6,1,3156.4,0.007954043641635,24.10614335045675,0.007639647382410075,0.0038198236912050376,190.9911845602519,200,4821.22867009135
6220260329010004,広島競輪,4R,09:50,7-6-1,7,6,1,2755.7,0.0087495402958016,23.11110819314053,0.00838970058196556,0.00419485029098278,209.74251454913903,200,4622.221638628106
3720260329010002,伊東競輪,2R,16:14,7-6-3,7,6,3,3245.7,0.0073675583575668,22.912884161154825,0.007061634099039919,0.0035308170495199596,176.54085247599798,200,4582.576832230965
6220260329010006,広島競輪,6R,10:30,6-7-5,6,7,5,8842.4,0.0044984243804205,38.7768677414303,0.004385828911872588,0.002192914455936294,109.64572279681471,100,3877.68677414303
2820260328020002,立川競輪,2R,11:28,5-3-1,5,3,1,770.1,0.0219725151653092,15.92103392880466,0.02070086325419927,0.005,250.0,200,3184.206785760932
8320260327030001,久留米競輪,1R,16:06,2-6-1,2,6,1,1675.8,0.0096640698964233,15.195048332426207,0.009072753960130289,0.0045363769800651444,226.8188490032572,200,3039.0096664852413
3720260329010001,伊東競輪,1R,15:54,2-6-4,2,6,4,2023.5,0.0078718758365319,14.928740755222366,0.007381330410493135,0.0036906652052465677,184.53326026232838,200,2985.748151044473
3720260329010004,伊東競輪,4R,16:58,7-6-4,7,6,4,1854.5,0.0083039257165065,14.399630241261384,0.007768886021721815,0.0038844430108609077,194.2221505430454,200,2879.926048252277
3120260327030007,松戸競輪,7R,11:00,5-2-7,5,2,7,6492.1,0.0043785671240133,27.426095625807285,0.004225184579779588,0.002112592289889794,105.6296144944897,100,2742.6095625807284
2820260328020005,立川競輪,5R,12:43,3-5-4,3,5,4,9938.8,0.0027748307953087,26.578488308414112,0.002674484122080754,0.001337242061040377,66.86210305201885,100,2657.848830841411
3120260327030003,松戸競輪,3R,09:40,3-6-1,3,6,1,1386.4,0.0102872020700987,13.262176949984854,0.009572814313544719,0.004786407156772359,239.32035783861798,200,2652.4353899969706
6220260329010002,広島競輪,2R,09:10,5-4-3,5,4,3,1676.1,0.0084651520787305,13.188441399160318,0.007873226314345602,0.003936613157172801,196.83065785864005,200,2637.6882798320635
4520260328020007,豊橋競輪,7R,13:48,6-3-7,6,3,7,9495.5,0.0027546205315728,25.15649925754968,0.002649586524572087,0.0013247932622860435,66.23966311430218,100,2515.649925754968
2820260328020009,立川競輪,9R,14:30,1-6-5,1,6,5,1089.3,0.0123377296850266,12.43948894589958,0.011430202100431481,0.005,250.0,200,2487.897789179916
3720260329010006,伊東競輪,6R,17:46,3-2-5,3,2,5,4260.7,0.0057250777251726,23.39283866364315,0.005491663418466829,0.0027458317092334144,137.2915854616707,100,2339.283866364315
4520260328020002,豊橋競輪,2R,11:40,7-5-4,7,5,4,1554.0,0.0078704113673347,11.230619264838229,0.007231564240076129,0.0036157821200380647,180.78910600190324,200,2246.1238529676457
3720260329010009,伊東競輪,9R,18:59,6-5-3,6,5,3,9218.2,0.0025271704712597,22.29596283816699,0.002418951833329752,0.001209475916664876,60.4737958332438,100,2229.596283816699
