race_id,競輪場,レース番号,開始時間,bets,settled_bets,stake,payout,profit,hit_exact,hit_set,hit_exact_rate,hit_set_rate
6220260329010002,広島競輪,2R,09:10,1,1,200,0.0,-200.0,0,0,0.0,0.0
3120260327030003,松戸競輪,3R,09:40,1,1,200,0.0,-200.0,0,0,0.0,0.0
6220260329010004,広島競輪,4R,09:50,1,1,200,0.0,-200.0,0,0,0.0,0.0
6220260329010005,広島競輪,5R,10:10,1,1,200,0.0,-200.0,0,0,0.0,0.0
6220260329010006,広島競輪,6R,10:30,1,1,100,0.0,-100.0,0,0,0.0,0.0
6220260329010007,広島競輪,7R,10:50,1,1,200,0.0,-200.0,0,0,0.0,0.0
3120260327030007,松戸競輪,7R,11:00,1,1,100,0.0,-100.0,0,0,0.0,0.0
2820260328020002,立川競輪,2R,11:28,1,1,200,0.0,-200.0,0,0,0.0,0.0
4520260328020002,豊橋競輪,2R,11:40,1,1,200,0.0,-200.0,0,0,0.0,0.0
2820260328020005,立川競輪,5R,12:43,1,1,100,0.0,-100.0,0,0,0.0,0.0
4520260328020007,豊橋競輪,7R,13:48,1,1,100,0.0,-100.0,0,0,0.0,0.0
2820260328020009,立川競輪,9R,14:30,1,1,200,0.0,-200.0,0,0,0.0,0.0
2820260328020011,立川競輪,11R,15:28,1,1,200,0.0,-200.0,0,0,0.0,0.0
3720260329010001,伊東競輪,1R,15:54,1,1,200,0.0,-200.0,0,0,0.0,0.0
8320260327030001,久留米競輪,1R,16:06,1,1,200,0.0,-200.0,0,0,0.0,0.0
3720260329010002,伊東競輪,2R,16:14,1,1,200,0.0,-200.0,0,0,0.0,0.0
3720260329010004,伊東競輪,4R,16:58,1,0,200,0.0,-200.0,0,0,,
3720260329010006,伊東競輪,6R,17:46,1,0,100,0.0,-100.0,0,0,,
3720260329010007,伊東競輪,7R,18:10,1,0,200,0.0,-200.0,0,0,,
3720260329010009,伊東競輪,9R,18:59,1,0,100,0.0,-100.0,0,0,,
