bets,settled,unsettled,hit_exact,hit_exact_rate,hit_set,hit_set_rate,stake_realized,stake_pending,payout_realized,profit_realized,best_p_mean,best_odds_mean,mult_ev_mean
20,9,11,0,0.0,0,0.0,1400.0,1700.0,0.0,-1400.0,0.00781201283042011,2569.4900000000007,13.211341644188693
