race_id,sanrentan_result,payout_sanrentan_100
1220260504020001,1-6-4,3290
1220260504020002,3-7-4,1470
1220260504020003,3-4-7,18630
1220260504020004,3-4-5,6910
1220260504020005,1-4-6,25220
1220260504020006,7-2-4,33710
1220260504020007,5-2-1,1890
2120260504020001,1-3-4,1090
2120260504020002,1-3-2,630
2120260504020003,1-4-3,320
2720260503030001,4-2-3,3750
2720260503030002,1-5-4,17980
2720260503030003,7-2-1,2680
2720260503030004,6-1-4,8300
2720260503030005,5-2-4,3260
2720260503030006,1-3-5,9800
2720260503030007,1-2-4,1760
2720260503030008,1-2-7,540
2720260503030009,3-1-7,13580
2720260503030010,5-1-3,1640
2720260503030011,2-5-3,1770
3520260501050001,7-6-3,81740
3520260501050002,9-5-7,70960
3520260501050003,2-7-1,22130
3520260501050004,7-1-2,7030
3520260501050005,1-5-6,10540
3520260501050006,1-2-7,8540
3520260501050007,7-3-8,4030
3520260501050008,5-1-4,5160
3520260501050009,7-6-4,9590
3520260501050010,6-9-1,10990
3520260501050011,5-3-2,43200
4320260505010001,1-3-6,10940
4320260505010002,1-4-2,1860
4320260505010003,2-5-1,4450
4320260505010004,4-1-6,1250
4320260505010005,7-4-2,6970
4320260505010006,4-1-7,1720
4320260505010007,7-5-4,2810
4720260504020001,7-3-6,12410
4720260504020002,4-7-3,8230
4720260504020003,5-3-1,10450
4720260504020004,5-3-1,880
4720260504020005,1-5-2,890
4720260504020006,3-2-1,4900
4720260504020007,4-6-3,1660
4720260504020008,4-5-3,7060
4720260504020009,7-5-2,680
4720260504020010,6-7-1,19480
4720260504020011,2-6-7,49340
4720260504020012,4-1-5,3340
5620260504020001,5-1-3,8470
5620260504020002,2-5-6,580
5620260504020003,3-7-2,3230
5620260504020004,7-3-4,1450
5620260504020005,4-6-7,73650
5620260504020006,5-1-6,1810
5620260504020007,2-3-7,270
5620260504020008,1-5-6,12360
5620260504020009,5-7-1,5390
5620260504020010,5-2-7,3220
5620260504020011,1-2-4,32520
5620260504020012,5-3-4,3360
7420260504020001,1-2-5,1810
7420260504020002,1-3-6,5150
