bets,settled,unsettled,hit_exact,hit_exact_rate,hit_set,hit_set_rate,stake_realized,stake_pending,payout_realized,profit_realized,best_p_mean,best_odds_mean,mult_ev_mean
20,18,2,0,0.0,0,0.0,2500.0,300.0,0.0,-2500.0,0.0058909869461326045,5736.789999999999,29.47610202871747
