race_id,競輪場,レース番号,開始時間,best_bet,first,second,third,best_odds,best_p,max_EV
5320260606020004,奈良競輪,4R,21:50,2-7-6,2,7,6,9999.9,0.008999840418584846,88.99750420180659
5320260606020007,奈良競輪,7R,22:50,2-3-7,2,3,7,9999.9,0.007872827983408185,77.7274925512835
7320260606020007,小松島競輪,7R,22:40,4-2-7,4,2,7,9999.9,0.007645455243250647,75.45378788698214
5320260606020008,奈良競輪,8R,23:10,2-6-7,2,6,7,9999.9,0.007506572961465932,74.06497895736317
4720260607010002,松阪競輪,2R,11:12,4-6-7,4,6,7,7696.9,0.008877512973735298,67.32932960754322
5320260606020006,奈良競輪,6R,22:30,2-7-6,2,7,6,9999.9,0.006354805753265195,62.54742205207662
5320260606020003,奈良競輪,3R,21:30,2-6-7,2,6,7,9999.9,0.005888365937194151,57.883070535347784
7320260606020001,小松島競輪,1R,20:40,2-6-7,2,6,7,9999.9,0.005864141485446488,57.640828440316334
7320260606020002,小松島競輪,2R,21:00,2-5-6,2,5,6,9999.9,0.0057922384639934,56.9218054160876
5320260606020002,奈良競輪,2R,21:10,2-5-6,2,5,6,9999.9,0.00532346286840354,52.23409633774856
7320260606020004,小松島競輪,4R,21:40,5-3-4,5,3,4,9999.9,0.005095772090573166,49.957211328522604
5320260606020005,奈良競輪,5R,22:10,5-6-2,5,6,2,9999.9,0.004725219626072878,46.25172373876617
7320260606020003,小松島競輪,3R,21:20,6-7-2,6,7,2,9999.9,0.004348378824257759,42.483353404695166
5320260606020009,奈良競輪,9R,23:30,6-7-1,6,7,1,9999.9,0.004319433694665175,42.19390500328228
7320260606020006,小松島競輪,6R,22:20,5-2-6,5,2,6,9999.9,0.004239555860947354,41.395134653887446
1120260605030010,函館競輪,10R,19:48,2-3-4,2,3,4,8490.7,0.004678820710626085,38.7264630077129
7320260606020009,小松島競輪,9R,23:20,2-7-6,2,7,6,9999.9,0.003936548213126142,38.36508847644011
3720260607010004,伊東競輪,4R,17:06,2-3-4,2,3,4,9999.9,0.003604200686379908,35.04164644373044
7320260606020008,小松島競輪,8R,23:00,2-5-6,2,5,6,5511.7,0.006233296980963704,33.35606296997764
4720260607010004,松阪競輪,4R,12:08,4-6-5,4,6,5,8796.3,0.003610091559111301,30.755448381410734
4720260607010001,松阪競輪,1R,10:45,2-6-4,2,6,4,3613.0,0.008697469971924318,30.423959008562562
3720260607010002,伊東競輪,2R,16:18,2-6-7,2,6,7,2841.1,0.010247424535759931,28.11395784854754
3720260607010003,伊東競輪,3R,16:42,5-6-3,5,6,3,9999.9,0.002858927296661214,27.588987073882475
4720260607010003,松阪競輪,3R,11:40,1-6-7,1,6,7,3650.7,0.007575859887036338,26.657191689603557
4720260607010011,松阪競輪,11R,15:32,3-4-6,3,4,6,8217.9,0.003250489147322864,25.712194763784563
8320260604040008,久留米競輪,8R,14:16,6-9-1,6,9,1,9999.9,0.0025972976953524225,24.97271722375469
2520260605030003,大宮競輪,3R,09:11,3-6-4,3,6,4,3177.3,0.0073108384407941955,22.2287269779354
5320260606020001,奈良競輪,1R,20:50,6-2-7,6,2,7,9999.9,0.002262851442988644,21.628288144742143
8320260604040002,久留米競輪,2R,11:26,6-9-2,6,9,2,9811.5,0.002191454236124331,20.501453237733873
8320260604040010,久留米競輪,10R,15:16,4-1-3,4,1,3,8829.2,0.0023440173540608795,19.695798022474317
8320260604040012,久留米競輪,12R,16:25,6-1-2,6,1,2,9999.9,0.002036137019397192,19.36116658026998
2520260605030006,大宮競輪,6R,10:14,7-5-6,7,5,6,6907.6,0.0029277053599750876,19.223417544563915
8320260604040011,久留米競輪,11R,15:48,6-4-7,6,4,7,7578.2,0.002563274751335107,18.425008720567707
1120260605030002,函館競輪,2R,16:32,5-3-2,5,3,2,1212.1,0.015994312659303223,18.386706374341436
2520260605030007,大宮競輪,7R,10:35,5-6-7,5,6,7,4101.2,0.0047224920615291524,18.36788444274336
