race_id,競輪場,レース番号,開始時間,bets,settled_bets,stake,payout,profit,hit_exact,hit_set,hit_exact_rate,hit_set_rate
2520260605030003,大宮競輪,3R,09:11,1,1,200,0.0,-200.0,0,0,0.0,0.0
2520260605030005,大宮競輪,5R,09:53,1,1,200,0.0,-200.0,0,0,0.0,0.0
4720260607010001,松阪競輪,1R,10:45,1,1,200,0.0,-200.0,0,0,0.0,0.0
4720260607010002,松阪競輪,2R,11:12,1,1,200,0.0,-200.0,0,0,0.0,0.0
8320260604040002,久留米競輪,2R,11:26,1,1,100,0.0,-100.0,0,0,0.0,0.0
4720260607010003,松阪競輪,3R,11:40,1,1,200,0.0,-200.0,0,0,0.0,0.0
4720260607010004,松阪競輪,4R,12:08,1,1,100,0.0,-100.0,0,0,0.0,0.0
4720260607010008,松阪競輪,8R,14:01,1,1,200,0.0,-200.0,0,0,0.0,0.0
4720260607010009,松阪競輪,9R,14:31,1,1,200,0.0,-200.0,0,0,0.0,0.0
8320260604040010,久留米競輪,10R,15:16,1,1,100,0.0,-100.0,0,0,0.0,0.0
4720260607010011,松阪競輪,11R,15:32,1,1,100,0.0,-100.0,0,0,0.0,0.0
3720260607010001,伊東競輪,1R,15:55,1,1,200,0.0,-200.0,0,0,0.0,0.0
1120260605030001,函館競輪,1R,16:10,1,1,200,0.0,-200.0,0,0,0.0,0.0
3720260607010002,伊東競輪,2R,16:18,1,1,200,0.0,-200.0,0,0,0.0,0.0
1120260605030002,函館競輪,2R,16:32,1,1,200,0.0,-200.0,0,0,0.0,0.0
1120260605030006,函館競輪,6R,18:06,1,0,200,0.0,-200.0,0,0,,
1120260605030007,函館競輪,7R,18:30,1,0,200,0.0,-200.0,0,0,,
1120260605030010,函館競輪,10R,19:48,1,0,100,0.0,-100.0,0,0,,
3720260607010012,伊東競輪,12R,20:30,1,0,200,0.0,-200.0,0,0,,
7320260606020008,小松島競輪,8R,23:00,1,0,200,0.0,-200.0,0,0,,
