race_id,競輪場,レース番号,開始時間,best_bet,first,second,third,best_odds,best_p,max_EV,kelly_full,kelly_frac_capped,stake_raw,stake,expected_profit
4720260607010002,松阪競輪,2R,11:12,4-6-7,4,6,7,7696.9,0.0088775129737352,67.32932960754322,0.008748727193381309,0.004374363596690654,218.71817983453272,200,13465.865921508643
7320260606020008,小松島競輪,8R,23:00,2-5-6,2,5,6,5511.7,0.0062332969809637,33.35606296997764,0.006052962957514951,0.0030264814787574756,151.32407393787378,200,6671.212593995529
4720260607010001,松阪競輪,1R,10:45,2-6-4,2,6,4,3613.0,0.0086974699719243,30.42395900856256,0.008423022981329612,0.004211511490664806,210.57557453324029,200,6084.791801712512
3720260607010002,伊東競輪,2R,16:18,2-6-7,2,6,7,2841.1,0.0102474245357599,28.11395784854754,0.009898932378630168,0.004949466189315084,247.4733094657542,200,5622.791569709508
4720260607010003,松阪競輪,3R,11:40,1-6-7,1,6,7,3650.7,0.0075758598870363,26.65719168960356,0.007303940512810248,0.003651970256405124,182.59851282025622,200,5331.438337920712
2520260605030003,大宮競輪,3R,09:11,3-6-4,3,6,4,3177.3,0.0073108384407941,22.2287269779354,0.00699830840220867,0.003499154201104335,174.95771005521675,200,4445.74539558708
1120260605030010,函館競輪,10R,19:48,2-3-4,2,3,4,8490.7,0.004678820710626,38.7264630077129,0.004561582035609374,0.002280791017804687,114.03955089023434,100,3872.64630077129
1120260605030002,函館競輪,2R,16:32,5-3-2,5,3,2,1212.1,0.0159943126593032,18.38670637434144,0.015181823445084173,0.005,250.0,200,3677.341274868288
2520260605030005,大宮競輪,5R,09:53,4-6-3,4,6,3,1644.9,0.0100453415019283,15.523582236521923,0.00944314267079623,0.004721571335398115,236.07856676990573,200,3104.7164473043845
4720260607010004,松阪競輪,4R,12:08,4-6-5,4,6,5,8796.3,0.0036100915591113,30.755448381410734,0.0034968049277922,0.0017484024638961,87.420123194805,100,3075.5448381410733
4720260607010008,松阪競輪,8R,14:01,4-6-3,4,6,3,1546.2,0.0104752924711685,15.196897218920771,0.009834906302692707,0.004917453151346353,245.87265756731767,200,3039.3794437841543
1120260605030007,函館競輪,7R,18:30,4-6-5,4,6,5,2145.0,0.0072175198225022,14.481580019267383,0.006754468292568742,0.003377234146284371,168.86170731421856,200,2896.3160038534766
4720260607010009,松阪競輪,9R,14:31,5-6-3,5,6,3,1531.9,0.0092931066100338,13.236110015910867,0.008645966435371917,0.0043229832176859585,216.1491608842979,200,2647.2220031821735
4720260607010011,松阪競輪,11R,15:32,3-4-6,3,4,6,8217.9,0.0032504891473228,25.712194763784563,0.0031291843351853575,0.0015645921675926787,78.22960837963393,100,2571.2194763784564
3720260607010012,伊東競輪,12R,20:30,7-2-5,7,2,5,1203.4,0.0107065910555195,11.88431167621224,0.00988382541268483,0.004941912706342415,247.09563531712075,200,2376.862335242448
1120260605030006,函館競輪,6R,18:06,5-6-1,5,6,1,652.6,0.0189726408687929,11.38154543097425,0.017467074019297497,0.005,250.0,200,2276.30908619485
3720260607010001,伊東競輪,1R,15:55,3-6-2,3,6,2,969.1,0.0125907942030254,11.20173866215199,0.011570848736857754,0.005,250.0,200,2240.347732430398
1120260605030001,函館競輪,1R,16:10,5-2-4,5,2,4,354.5,0.0331507367189193,10.751936166856895,0.030415661009496168,0.005,250.0,200,2150.387233371379
8320260604040002,久留米競輪,2R,11:26,6-9-2,6,9,2,9811.5,0.0021914542361243,20.501453237733877,0.002089746010675692,0.001044873005337846,52.2436502668923,100,2050.1453237733876
8320260604040010,久留米競輪,10R,15:16,4-1-3,4,1,3,8829.2,0.0023440173540608,19.69579802247432,0.00223100949485448,0.00111550474742724,55.775237371361996,100,1969.579802247432
