race_id,競輪場,レース番号,開始時間,best_bet,a,b,best_odds,best_p,max_EV
2620260312020003,西武園競輪,3R,16:36,3-4,3,4,1073.4,0.028868789253149344,29.987758384330508
2620260312020001,西武園競輪,1R,15:45,4-6,4,6,823.9,0.028679857136041945,22.629334294384957
6220260313010006,広島競輪,6R,17:59,6-7,6,7,340.5,0.05026773423214076,16.11616350604393
4420260313010008,大垣競輪,8R,23:00,1-4,1,4,177.0,0.08089330651714291,13.318115253534295
2620260312020002,西武園競輪,2R,16:15,2-3,2,3,271.5,0.051204152388106855,12.901927373371011
5520260312020007,和歌山競輪,7R,10:55,1-6,1,6,218.6,0.05327005036364358,10.644833009492487
7520260313010008,松山競輪,8R,23:10,2-7,2,7,180.0,0.057717617764028784,9.389171197525181
7520260313010001,松山競輪,1R,20:50,1-7,1,7,205.5,0.050335107645462056,9.343864621142453
5520260312020005,和歌山競輪,5R,10:13,3-7,3,7,268.2,0.03551298904735871,8.524583662501605
5520260312020003,和歌山競輪,3R,09:31,1-6,1,6,275.0,0.032004457196804184,7.80122572912115
2620260312020010,西武園競輪,10R,19:31,2-6,2,6,286.8,0.030495263259483353,7.746041502819827
6220260313010002,広島競輪,2R,16:25,4-7,4,7,122.5,0.07137217589213851,7.743091546786967
7520260313010002,松山競輪,2R,21:10,4-5,4,5,209.2,0.04097090341843683,7.571112995136984
6220260313010005,広島競輪,5R,17:35,3-4,3,4,277.5,0.029100760933956943,7.075461159173052
6220260313010004,広島競輪,4R,17:11,1-4,1,4,272.3,0.028988991898152384,6.893702493866894
5520260312020006,和歌山競輪,6R,10:34,6-7,6,7,138.2,0.05658531391012586,6.8200903823793935
2620260312020007,西武園競輪,7R,18:12,1-8,1,8,252.0,0.030863208633985305,6.777528575764297
5520260312020004,和歌山競輪,4R,09:52,3-7,3,7,248.1,0.029712558805509687,6.371685839646953
2320260312020006,取手競輪,6R,13:00,4-7,4,7,156.8,0.04693305173390681,6.359102511876588
6220260313010003,広島競輪,3R,16:47,3-4,3,4,91.6,0.07201300341483904,5.596391112799256
4420260313010001,大垣競輪,1R,20:40,1-4,1,4,96.7,0.06728147490832803,5.506118623635321
2320260312020005,取手競輪,5R,12:36,1-8,1,8,198.7,0.03246677679828272,5.451148549818776
2320260312020012,取手競輪,12R,15:40,2-4,2,4,206.0,0.031229426134780833,5.433261783764852
2620260312020012,西武園競輪,12R,20:30,1-8,1,8,205.3,0.028621385274452474,4.875970396845093
2620260312020011,西武園競輪,11R,20:00,4-9,4,9,126.1,0.04605422568935634,4.807437859427834
2620260312020008,西武園競輪,8R,18:38,1-8,1,8,228.1,0.024542432733329407,4.5981289064724375
2320260312020008,取手競輪,8R,13:51,4-9,4,9,225.1,0.024128847134357666,4.431403489943911
6220260313010008,広島競輪,8R,18:51,3-7,3,7,131.2,0.041101251459049595,4.3924841914273065
2320260312020009,取手競輪,9R,14:18,3-4,3,4,253.6,0.021245609943358536,4.387886681635725
2320260312020010,取手競輪,10R,14:45,3-4,3,4,231.7,0.022724172671643263,4.265190808019744
2620260312020009,西武園競輪,9R,19:04,3-4,3,4,168.5,0.03051957866419884,4.142549004917504
4420260313010004,大垣競輪,4R,21:40,1-7,1,7,41.2,0.12451864551349862,4.130168195156143
2320260312020011,取手競輪,11R,15:12,7-8,7,8,348.8,0.014531589270985287,4.068618337719668
2320260312020004,取手競輪,4R,12:13,3-5,3,5,221.9,0.021815295421505905,3.84081405403216
2320260312020007,取手競輪,7R,13:25,6-9,6,9,282.3,0.016659407739028714,3.7029508047278066
6220260313010010,広島競輪,10R,19:45,1-6,1,6,102.7,0.04567661127985995,3.6909879784416164
6220260313010007,広島競輪,7R,18:25,3-7,3,7,86.6,0.05094760891383734,3.412062931938313
2320260312020003,取手競輪,3R,11:50,2-6,2,6,342.8,0.012030676356832009,3.124115855122013
4420260313010005,大垣競輪,5R,22:00,1-4,1,4,57.0,0.07146312269025606,3.073397993344596
5520260312020002,和歌山競輪,2R,09:10,3-6,3,6,64.0,0.0631779860353955,3.043391106265312
2320260312020002,取手競輪,2R,11:27,1-8,1,8,138.1,0.028049187133300582,2.8735927431088104
6220260313010009,広島競輪,9R,19:17,2-6,2,6,135.7,0.0278396332663724,2.777838234246734
2620260312020005,西武園競輪,5R,17:23,4-5,4,5,148.5,0.024987120987602748,2.710587466659008
2620260312020004,西武園競輪,4R,16:59,1-8,1,8,101.3,0.03355775200075691,2.399400277676675
2320260312020001,取手競輪,1R,11:05,1-4,1,4,74.7,0.04508253496187978,2.3676653616524197
4420260313010002,大垣競輪,2R,21:00,4-6,4,6,79.5,0.04187717554871689,2.3292354561229924
6220260313010001,広島競輪,1R,15:55,5-6,5,6,60.6,0.05417805996982161,2.28319043417119
4420260313010009,大垣競輪,9R,23:20,2-6,2,6,48.7,0.06376549433093992,2.105379573916774
6220260313010011,広島競輪,11R,20:15,6-7,6,7,66.7,0.04655211409091464,2.1050260098640066
7520260313010003,松山競輪,3R,21:30,2-3,2,3,47.2,0.06481383220792339,2.059212880213984
2620260312020006,西武園競輪,6R,17:47,5-9,5,9,83.4,0.03613334837142301,2.0135212541766796
7520260313010009,松山競輪,9R,23:30,2-7,2,7,86.2,0.0343220702078649,1.9585624519179547
4420260313010006,大垣競輪,6R,22:20,1-5,1,5,28.5,0.07471736721785191,1.1294449657087795
7520260313010007,松山競輪,7R,22:50,1-6,1,6,23.2,0.07867441841741628,0.8252465072840576
7520260313010006,松山競輪,6R,22:30,1-7,1,7,22.5,0.07237006782096812,0.6283265259717827
4420260313010007,大垣競輪,7R,22:40,3-7,3,7,22.5,0.05085908357271259,0.14432938038603327
4420260313010003,大垣競輪,3R,21:20,2-7,2,7,33.0,0.0304835288223614,0.0059564511379262
7520260313010005,松山競輪,5R,22:10,2-6,2,6,12.0,0.07589638218864206,-0.0892434137362953
7520260313010004,松山競輪,4R,21:50,2-4,2,4,14.2,0.06012587621744729,-0.1462125577122485
