race_id,競輪場,レース番号,開始時間,買い目,a,b,odds,p,EV,market_raw,market_prob,market_overround,distortion_ratio,distortion_log,model_rank,market_rank,ev_rank,rank_gap,distortion_z,ev_z,distortion_score
6220260228010005,広島競輪,5R,10:20,2-6,2,6,166.7,0.0120235880338917,1.0043321252497517,0.00599880023995201,0.004432606815624638,1.3533346153795205,2.7125320452057324,0.997882532780695,19.0,18.0,9.0,-1.0,0.2306730393668039,-0.1796084295335715,-0.8227229869807303
6220260228010005,広島競輪,5R,10:20,2-7,2,7,59.7,0.0261918952131014,0.5636561442221588,0.01675041876046901,0.01237714499438236,1.3533346153795205,2.1161499863557403,0.7495983935428921,17.0,12.0,12.0,-5.0,-0.02360478921953444,-0.37033531716513307,-0.8513640415682516
6220260228010005,広島競輪,5R,10:20,2-3,2,3,23.9,0.0474454824177149,0.1339470297833871,0.041841004184100423,0.030916968877181053,1.3533346153795205,1.534609767363012,0.42827612552375866,8.0,8.0,15.0,0.0,-0.35268391944173005,-0.5563156871247332,-0.9528714589885277
6220260228010005,広島競輪,5R,10:20,1-3,1,3,8.3,0.0920885225827009,-0.2356652625635825,0.12048192771084336,0.08902597062224421,1.3533346153795205,1.0344006578981018,0.033822184505214195,2.0,4.0,17.0,2.0,-0.7566601537168174,-0.71628583567996,-1.070216820073588
6220260228010005,広島競輪,5R,10:20,1-5,1,5,7.3,0.0902860005072822,-0.3409121962968394,0.136986301369863,0.10122130906364753,1.3533346153795205,0.891966339317137,-0.11432688329463012,3.0,3.0,18.0,0.0,-0.9083856057850781,-0.7618372634135546,-1.1636985546583951
6220260228010005,広島競輪,5R,10:20,3-5,3,5,5.4,0.1118501166983727,-0.3960093698287872,0.18518518518518517,0.13683621410456057,1.3533346153795205,0.8174014271696186,-0.20162496185773363,1.0,2.0,19.0,1.0,-0.9977910987212364,-0.7856836105653556,-1.1727197420683262
6220260228010005,広島競輪,5R,10:20,2-4,2,4,120.9,0.0101575662275267,0.228049756907986,0.008271298593879239,0.006111791200699976,1.3533346153795205,1.6619622451600446,0.5079989797634796,21.0,16.0,14.0,-5.0,-0.27103652010719015,-0.5155875307585411,-1.2081018012738576
6220260228010005,広島競輪,5R,10:20,1-4,1,4,23.7,0.0334621756021839,-0.2069464382282405,0.04219409282700422,0.03117787156812772,1.3533346153795205,1.0732668369613174,0.07070711585728694,15.0,7.0,16.0,-8.0,-0.7188848037466039,-0.7038561771150782,-1.2500671679121407
6220260228010005,広島競輪,5R,10:20,4-7,4,7,21.1,0.0226644617525019,-0.5217798570222087,0.04739336492890995,0.03501969460495862,1.3533346153795205,0.6471918732451062,-0.4351124700631973,18.0,6.0,20.0,-12.0,-1.2369150990330557,-0.8401177404273243,-1.627884300202028
6220260228010005,広島競輪,5R,10:20,1-7,1,7,1.8,0.0638202077081586,-0.8851236261253144,0.5555555555555556,0.4105086423136817,1.3533346153795205,0.15546617325351275,-1.8613271063586094,6.0,1.0,21.0,-5.0,-2.697559189825767,-0.9973748390778109,-2.1983291273418555
6220260228010006,広島競輪,6R,10:40,6-7,6,7,345.8,0.0219048654014069,6.574702455806517,0.002891844997108155,0.0021583639143190106,1.339831980104507,10.148828585363612,2.3173582885641624,18.0,21.0,1.0,3.0,1.3744930844400103,2.4414772462700762,0.6554804156328095
6220260228010006,広島競輪,6R,10:40,1-6,1,6,65.5,0.0829045623967767,4.430248836988876,0.015267175572519083,0.011394843382771205,1.339831980104507,7.275621051084498,1.9845291772726574,3.0,13.0,3.0,10.0,1.0345150683294682,1.346223799639387,0.42311163737651647
6220260228010006,広島競輪,6R,10:40,3-6,3,6,223.7,0.027098294085097,5.061888386836211,0.004470272686633885,0.0033364427428319806,1.339831980104507,8.121911918072957,2.0945655843853888,15.0,18.0,2.0,3.0,1.1469149700236239,1.668825971086668,0.3524483759517416
6220260228010006,広島競輪,6R,10:40,2-7,2,7,102.8,0.0468554579501159,3.816741077271921,0.009727626459143969,0.007260333089217062,1.339831980104507,6.453623734323058,1.8646417923425533,10.0,15.0,4.0,5.0,0.9120525976427641,1.0328822181436073,0.15375340853243302
6220260228010006,広島競輪,6R,10:40,1-7,1,7,42.7,0.0807274165748126,2.4470606877444983,0.023419203747072598,0.017479209404485104,1.339831980104507,4.618482146536888,1.5300661114144103,4.0,9.0,10.0,5.0,0.5702904969677469,0.3333347183755823,-0.11818974137991911
