race_id,競輪場,レース番号,開始時間,best_bet_distortion,best_odds_distortion,best_p_distortion,best_EV_distortion,market_prob,distortion_ratio,distortion_log,distortion_z,rank_gap,distortion_score
7520260305040011,松山競輪,11R,15:44,3-4,272.8,0.0401734204477772,9.959309098153623,0.00271853966759696,14.77757375102447,2.693110744493466,2.0354100840362177,22.0,1.5440832526333732
8120260306010001,小倉競輪,1R,15:54,6-7,537.5,0.0244431555270328,12.13819609578018,0.001378981550706118,17.72551307650997,2.875005018528735,2.2731318897292883,3.0,1.5283880149600857
8320260307020001,久留米競輪,1R,20:40,4-7,89.2,0.0459833649350592,3.101716152207289,0.008296296130033248,5.542637848117926,1.7124705333291268,2.3604501846400567,4.0,1.5146667176777866
7520260305040005,松山競輪,5R,12:56,3-4,132.9,0.0421313672946676,4.599258713461336,0.00561986951973106,7.496858626210051,2.0144840829852453,2.0392037811644306,24.0,1.5083492607808
2220260307020001,前橋競輪,1R,16:06,3-7,109.1,0.1023521276541612,10.166617127068989,0.006844988035394833,14.952857055403816,2.7049023889726462,1.9721896942132806,10.0,1.4987977640720593
8120260306030002,小倉競輪,2R,16:14,5-6,203.9,0.065080706549941,12.269956065532988,0.0036241774452965125,17.957373090670796,2.8880007877524676,1.8755559440613145,10.0,1.4861918942093904
4520260304020003,豊橋競輪,3R,09:30,5-7,144.0,0.0446615655591,5.431265440510414,0.005167540969799601,8.642711458210128,2.1567163597869468,1.941277899873287,11.0,1.482775707766236
5620260301030007,岸和田競輪,7R,23:21,3-6,130.3,0.0228682386092345,1.9797314907832604,0.005731524799332838,3.9899048518304423,1.3837673840021276,2.3584051679366165,3.0,1.4445085150717714
2620260226030005,西武園競輪,5R,22:18,2-3,36.0,0.0945232690113374,2.4028376844081474,0.020758881872483592,4.553389223341404,1.515871839935713,1.926082664503961,11.0,1.4388745854637384
4720260226030004,松阪競輪,4R,22:01,5-7,139.5,0.0296030776539711,3.1296293327289817,0.005339900931079926,5.543750348649354,1.7126712300000568,2.1966201689119664,4.0,1.4307663651272762
