EV_MIN,odds_min,odds_max,ratio_min,rank_gap_min,bets,hits,hit_rate,stake,payout,ROI,mean_EV,mean_p,mean_odds
5,20,300,3.0,8,49,1,0.02040816326530612,4900,14550,2.9693877551020407,7.5267414738499445,0.05552926554464342,165.01224489795916
5,20,300,5.0,8,49,1,0.02040816326530612,4900,14550,2.9693877551020407,7.5267414738499445,0.05552926554464342,165.01224489795916
5,50,200,1.0,5,49,1,0.02040816326530612,4900,14550,2.9693877551020407,6.647260288763788,0.05526264538673207,145.32244897959185
5,50,200,1.5,5,49,1,0.02040816326530612,4900,14550,2.9693877551020407,6.647260288763788,0.05526264538673207,145.32244897959185
5,50,200,2.0,5,49,1,0.02040816326530612,4900,14550,2.9693877551020407,6.647260288763788,0.05526264538673207,145.32244897959185
5,50,200,3.0,5,49,1,0.02040816326530612,4900,14550,2.9693877551020407,6.647260288763788,0.05526264538673207,145.32244897959185
5,50,200,5.0,5,49,1,0.02040816326530612,4900,14550,2.9693877551020407,6.647260288763788,0.05526264538673207,145.32244897959185
5,50,300,1.0,8,49,1,0.02040816326530612,4900,14550,2.9693877551020407,7.5267414738499445,0.05552926554464342,165.01224489795916
5,50,300,1.5,8,49,1,0.02040816326530612,4900,14550,2.9693877551020407,7.5267414738499445,0.05552926554464342,165.01224489795916
5,50,300,2.0,8,49,1,0.02040816326530612,4900,14550,2.9693877551020407,7.5267414738499445,0.05552926554464342,165.01224489795916
5,50,300,3.0,8,49,1,0.02040816326530612,4900,14550,2.9693877551020407,7.5267414738499445,0.05552926554464342,165.01224489795916
5,50,300,5.0,8,49,1,0.02040816326530612,4900,14550,2.9693877551020407,7.5267414738499445,0.05552926554464342,165.01224489795916
5,80,200,1.0,3,50,1,0.02,5000,14550,2.91,6.696759997329952,0.054292580586434776,148.168
5,80,200,1.5,3,50,1,0.02,5000,14550,2.91,6.696759997329952,0.054292580586434776,148.168
5,80,200,2.0,3,50,1,0.02,5000,14550,2.91,6.696759997329952,0.054292580586434776,148.168
5,80,200,3.0,3,50,1,0.02,5000,14550,2.91,6.696759997329952,0.054292580586434776,148.168
5,80,200,5.0,3,50,1,0.02,5000,14550,2.91,6.696759997329952,0.054292580586434776,148.168
5,0,200,1.0,3,51,1,0.0196078431372549,5100,14550,2.8529411764705883,6.669702697553689,0.05484921865027239,146.76078431372548
5,0,200,1.5,3,51,1,0.0196078431372549,5100,14550,2.8529411764705883,6.669702697553689,0.05484921865027239,146.76078431372548
5,0,200,2.0,3,51,1,0.0196078431372549,5100,14550,2.8529411764705883,6.669702697553689,0.05484921865027239,146.76078431372548
5,0,200,3.0,3,51,1,0.0196078431372549,5100,14550,2.8529411764705883,6.669702697553689,0.05484921865027239,146.76078431372548
5,0,200,5.0,3,51,1,0.0196078431372549,5100,14550,2.8529411764705883,6.669702697553689,0.05484921865027239,146.76078431372548
5,20,200,1.0,3,51,1,0.0196078431372549,5100,14550,2.8529411764705883,6.669702697553689,0.05484921865027239,146.76078431372548
5,20,200,1.5,3,51,1,0.0196078431372549,5100,14550,2.8529411764705883,6.669702697553689,0.05484921865027239,146.76078431372548
