race_id,競輪場,レース番号,開始時間,bets,settled_bets,stake,payout,profit,hit_exact,hit_set,hit_exact_rate,hit_set_rate
4320260505030002,岐阜競輪,2R,08:50,1,1,200,0.0,-200.0,0,0,0.0,0.0
4320260505030004,岐阜競輪,4R,09:32,1,1,200,0.0,-200.0,0,0,0.0,0.0
4320260505030005,岐阜競輪,5R,09:53,1,1,200,0.0,-200.0,0,0,0.0,0.0
4320260505030006,岐阜競輪,6R,10:14,1,1,200,0.0,-200.0,0,0,0.0,0.0
8720260507010003,熊本競輪,3R,11:42,1,1,100,0.0,-100.0,0,0,0.0,0.0
8720260507010004,熊本競輪,4R,12:11,1,1,200,0.0,-200.0,0,0,0.0,0.0
8720260507010007,熊本競輪,7R,13:38,1,1,200,0.0,-200.0,0,0,0.0,0.0
8720260507010008,熊本競輪,8R,14:07,1,1,200,0.0,-200.0,0,0,0.0,0.0
8720260507010009,熊本競輪,9R,14:37,1,1,200,0.0,-200.0,0,0,0.0,0.0
1120260507010001,函館競輪,1R,15:56,1,1,200,0.0,-200.0,0,0,0.0,0.0
1120260507010003,函館競輪,3R,16:46,1,1,200,0.0,-200.0,0,0,0.0,0.0
1120260507010004,函館競輪,4R,17:12,1,1,200,0.0,-200.0,0,0,0.0,0.0
6220260506020005,広島競輪,5R,17:25,1,1,200,0.0,-200.0,0,0,0.0,0.0
1120260507010005,函館競輪,5R,17:38,1,1,100,0.0,-100.0,0,0,0.0,0.0
1120260507010006,函館競輪,6R,18:04,1,1,200,0.0,-200.0,0,0,0.0,0.0
1120260507010009,函館競輪,9R,19:22,1,1,200,0.0,-200.0,0,0,0.0,0.0
6220260506020010,広島競輪,10R,19:35,1,1,200,0.0,-200.0,0,0,0.0,0.0
6220260506020012,広島競輪,12R,20:30,1,1,200,0.0,-200.0,0,0,0.0,0.0
8620260507010001,別府競輪,1R,20:50,1,0,200,0.0,-200.0,0,0,,
5320260507010002,奈良競輪,2R,21:00,1,0,200,0.0,-200.0,0,0,,
