race_id,競輪場,レース番号,開始時間,best_bet,first,second,third,best_odds,best_p,max_EV
8320260307030003,久留米競輪,3R,21:20,4-5-3,4,5,3,9999.9,0.014979738919840922,148.79589122451722
4320260307030007,岐阜競輪,7R,22:50,2-4-7,2,4,7,9999.9,0.010055784030576777,99.55683472736472
8320260307030006,久留米競輪,6R,22:20,1-3-7,1,3,7,9999.9,0.009537016112098696,94.36920741937574
8320260307030001,久留米競輪,1R,20:40,2-3-7,2,3,7,9999.9,0.009157237264831947,90.57145692459298
4320260307030002,岐阜競輪,2R,21:10,5-6-3,5,6,3,9999.9,0.007755696692436651,76.55619135469726
8320260307030007,久留米競輪,7R,22:40,1-4-3,1,4,3,9999.9,0.0071601558516530646,70.60084250094548
4320260307030005,岐阜競輪,5R,22:10,2-3-4,2,3,4,9999.9,0.007034633143153585,69.34562796822154
8320260307030004,久留米競輪,4R,21:40,5-3-4,5,3,4,9999.9,0.0066784796681759965,65.78412883379315
8320260307030008,久留米競輪,8R,23:00,3-6-5,3,6,5,9999.9,0.006252967104561573,61.52904574890527
8320260307030002,久留米競輪,2R,21:00,4-7-2,4,7,2,9999.9,0.006246682840330107,61.46620373501703
4320260307030006,岐阜競輪,6R,22:30,5-2-7,5,2,7,9999.9,0.005839566223745246,57.395078280830084
2420260309010004,宇都宮競輪,4R,12:34,4-6-1,4,6,1,9999.9,0.005836863261892369,57.3680489325975
8320260307030005,久留米競輪,5R,22:00,4-6-5,4,6,5,9999.9,0.005677545183353986,55.77488407902152
2420260309010006,宇都宮競輪,6R,13:30,4-2-3,4,2,3,9999.9,0.005542955898489745,54.4290046893076
2220260307030001,前橋競輪,1R,16:00,3-6-5,3,6,5,9999.9,0.0053712224841599675,52.711687719351254
2420260309010005,宇都宮競輪,5R,13:02,2-7-4,2,7,4,9145.5,0.005360079416829778,48.02060630661674
3620260308020009,小田原競輪,9R,14:40,5-6-1,5,6,1,3340.9,0.012210460914512763,39.79392886929569
2420260309010003,宇都宮競輪,3R,12:08,1-6-5,1,6,5,5918.1,0.006873997210722667,39.68100289277782
4320260307030003,岐阜競輪,3R,21:30,5-4-3,5,4,3,9999.9,0.003924003924817753,38.23964684778505
4320260307030004,岐阜競輪,4R,21:50,6-7-5,6,7,5,9999.9,0.0037516188766310425,36.51581360442276
4320260307030008,岐阜競輪,8R,23:10,4-7-2,4,7,2,9999.9,0.0035795920147885943,34.795562188684464
2820260307030007,立川競輪,7R,11:00,7-5-6,7,5,6,5815.0,0.005986094884519067,33.80914175347838
3620260308020005,小田原競輪,5R,12:48,4-6-2,4,6,2,9999.9,0.003330859043826998,32.308257352365594
1320260309010007,いわき平競輪,7R,18:16,6-3-5,6,3,5,9999.9,0.003275924935133295,31.758921758839435
8420260309010004,武雄競輪,4R,09:50,5-6-7,5,6,7,3897.3,0.008393880308243546,31.713469725317573
3620260308020004,小田原競輪,4R,12:21,5-6-1,5,6,1,5016.4,0.006354196879236427,30.87519322500161
3620260308020012,小田原競輪,12R,16:09,6-7-4,6,7,4,9408.0,0.0032874363119909968,29.9282008232113
1320260309010006,いわき平競輪,6R,17:52,5-2-6,5,2,6,5006.4,0.005696023922966493,27.51657416793945
2420260309010009,宇都宮競輪,9R,14:54,4-6-5,4,6,5,5563.7,0.004876199030823326,26.129708547791736
8420260309010001,武雄競輪,1R,08:50,5-4-6,5,4,6,2351.9,0.010832072553603614,24.475951438820342
2220260307030010,前橋競輪,10R,19:48,6-7-3,6,7,3,5705.3,0.00430050535959926,23.535673228121656
1320260309010004,いわき平競輪,4R,17:04,7-6-2,7,6,2,4611.2,0.005258940677808747,23.250027253511693
4320260307030009,岐阜競輪,9R,23:30,2-3-7,2,3,7,9999.9,0.0023892962415435104,22.892723485810947
3620260308020007,小田原競輪,7R,13:44,4-5-2,4,5,2,2218.4,0.010365304985057182,21.994392578850853
3620260308020001,小田原競輪,1R,11:05,7-6-4,7,6,4,3895.8,0.005667019645752838,21.077575135923908
8420260309010006,武雄競輪,6R,10:30,1-3-2,1,3,2,2376.3,0.008831922075509471,19.987296428033158
1320260309010003,いわき平競輪,3R,16:40,4-6-5,4,6,5,4867.4,0.004231388861040445,19.59586214222826
3620260308020008,小田原競輪,8R,14:12,1-6-4,1,6,4,1456.6,0.012746601694821396,17.566700028676845
2420260309010002,宇都宮競輪,2R,11:42,1-2-5,1,2,5,2157.2,0.008318170892926675,16.94395825022142
2420260309010008,宇都宮競輪,8R,14:26,3-6-4,3,6,4,2917.9,0.005622372102038055,15.405519556536841
3620260308020003,小田原競輪,3R,11:55,4-6-3,4,6,3,3504.0,0.004493579550382021,14.745502744538603
3620260308020011,小田原競輪,11R,15:39,7-6-1,7,6,1,2461.1,0.006216797743488596,14.300160926499782
2820260307030001,立川競輪,1R,09:00,1-4-2,1,4,2,2562.6,0.005967641856245224,14.292679020814012
8420260309010003,武雄競輪,3R,09:30,5-6-2,5,6,2,4303.1,0.003490457901313203,14.019789395140846
1320260309010002,いわき平競輪,2R,16:16,1-6-7,1,6,7,2847.2,0.005089117915154267,13.489736528027228
8420260309010005,武雄競輪,5R,10:10,4-5-1,4,5,1,1346.4,0.010535021246148904,13.184352605814885
3620260308020010,小田原競輪,10R,15:09,2-7-6,2,7,6,1217.5,0.011576220691429003,13.09404869181481
2820260307030004,立川競輪,4R,10:00,4-6-3,4,6,3,2157.0,0.006122075972484709,12.205317872649518
2820260307030003,立川競輪,3R,09:40,4-5-7,4,5,7,2041.5,0.006463119003196538,12.194457445025733
1320260309010001,いわき平競輪,1R,15:46,1-6-3,1,6,3,3401.6,0.00384985130076451,12.095654184680557
2420260309010007,宇都宮競輪,7R,13:58,4-6-2,4,6,2,1855.2,0.006867448601377908,11.740490645276296
2420260309010010,宇都宮競輪,10R,15:24,7-6-3,7,6,3,2058.0,0.006063671117796927,11.479035160426076
1320260309010011,いわき平競輪,11R,20:02,2-6-4,2,6,4,2025.8,0.006131987337561573,11.422179948432234
2220260307030005,前橋競輪,5R,17:40,6-7-2,6,7,2,8766.0,0.0013763746216323442,11.065299933229129
2220260307030008,前橋競輪,8R,18:54,4-3-2,4,3,2,2351.6,0.005011477980870593,10.784991619815287
2820260307030002,立川競輪,2R,09:20,4-6-1,4,6,1,1495.7,0.007652405178081795,10.445702424856941
2220260307030003,前橋競輪,3R,16:52,5-6-2,5,6,2,2835.0,0.004010665626938418,10.370237052370415
2220260307030009,前橋競輪,9R,19:20,5-6-2,5,6,2,3744.2,0.0029836757475279535,10.171478733894164
2220260307030004,前橋競輪,4R,17:16,2-7-4,2,7,4,3236.8,0.0034246230069247146,10.084819748813917
3620260308020002,小田原競輪,2R,11:29,7-4-5,7,4,5,2016.1,0.005433230981656082,9.953936982116826
2420260309010011,宇都宮競輪,11R,15:54,7-6-1,7,6,1,1389.4,0.007755598104292069,9.775628006103402
2220260307030006,前橋競輪,6R,18:04,2-6-7,2,6,7,2848.5,0.0037372246003256446,9.645484274027599
3620260308020006,小田原競輪,6R,13:16,2-3-7,2,3,7,3084.2,0.003426831891027514,9.569034918307057
1320260309010009,いわき平競輪,9R,19:07,5-6-3,5,6,3,2365.7,0.0043034100017735645,9.18057704119572
2820260307030006,立川競輪,6R,10:40,5-2-6,5,2,6,1350.5,0.00745073714335296,9.062220512098174
4320260307030001,岐阜競輪,1R,20:50,6-5-1,6,5,1,926.2,0.010140128178291337,8.391786718733437
2220260307030002,前橋競輪,2R,16:24,3-5-1,3,5,1,1871.7,0.004867690123167347,8.110855603532324
8420260309010007,武雄競輪,7R,10:50,2-6-3,2,6,3,1647.5,0.005117247298257563,7.430664923879334
8420260309010002,武雄競輪,2R,09:10,5-6-3,5,6,3,794.5,0.010345449318065051,7.219459483202684
2820260307030005,立川競輪,5R,10:20,6-3-5,6,3,5,1425.3,0.005582113050912955,6.956185731466235
2420260309010001,宇都宮競輪,1R,11:16,4-7-6,4,7,6,3454.9,0.002293793738809635,6.9248279882134085
8320260307030009,久留米競輪,9R,23:20,2-7-4,2,7,4,1205.0,0.005675326513820657,5.838768449153891
2220260307030007,前橋競輪,7R,18:28,3-5-1,3,5,1,2089.8,0.0031532337089576713,5.589627804979742
1320260309010010,いわき平競輪,10R,19:34,4-6-1,4,6,1,687.1,0.009573532016720435,5.577973848688611
2220260307030011,前橋競輪,11R,20:16,7-4-2,7,4,2,2023.4,0.003086542871721272,5.245310846640821
1320260309010008,いわき平競輪,8R,18:41,1-6-7,1,6,7,517.9,0.011213066706794526,4.807247247448885
1320260309010005,いわき平競輪,5R,17:28,3-5-1,3,5,1,757.1,0.006418984645911203,3.8598132754193717
1320260309010012,いわき平競輪,12R,20:30,6-2-7,6,2,7,1347.3,0.003231160571764069,3.35334263833773
