race_id,競輪場,レース番号,開始時間,best_bet,a,b,best_odds,best_p,max_EV
8320260327020007,久留米競輪,7R,18:15,5-6,5,6,445.1,0.04414139371567874,18.64733434284861
3120260327020007,松戸競輪,7R,10:55,4-5,4,5,470.6,0.035581304116550846,15.744561717248828
3120260327020006,松戸競輪,6R,10:34,4-7,4,7,372.2,0.04215302997699654,14.689357757438112
6120260326030009,玉野競輪,9R,19:20,1-6,1,6,391.5,0.03897675817690087,14.259400826256691
8320260327020005,久留米競輪,5R,17:24,2-6,2,6,312.4,0.04444769733891981,12.885460648678547
6120260326030010,玉野競輪,10R,19:48,5-6,5,6,318.7,0.03986412823901153,11.704697669772974
2820260328010007,立川競輪,7R,13:39,5-6,5,6,295.7,0.04251804403778994,11.572585621974486
2820260328010006,立川競輪,6R,13:12,1-4,1,4,349.6,0.03412073394546918,10.928608587336027
4520260328010011,豊橋競輪,11R,15:54,3-4,3,4,474.0,0.024611892518913905,10.66603705396519
8320260327020012,久留米競輪,12R,20:30,4-6,4,6,179.2,0.058342356139423,9.454950220184601
4520260328010007,豊橋競輪,7R,13:48,3-4,3,4,321.2,0.031124258284887192,8.997111761105765
6120260326030002,玉野競輪,2R,16:24,2-5,2,5,169.4,0.056514123818874405,8.573492574917324
8120260326030009,小倉競輪,9R,23:30,5-6,5,6,189.7,0.04841519201531179,8.184361925304646
3120260327020004,松戸競輪,4R,09:52,4-6,4,6,220.7,0.039404445255856825,7.6965610679676
3620260326030002,小田原競輪,2R,12:09,4-6,4,6,128.9,0.06255291512799314,7.0630707599983165
2820260328010001,立川競輪,1R,11:05,5-6,5,6,149.8,0.05381693953196437,7.061777541888263
2820260328010008,立川競輪,8R,14:07,2-6,2,6,296.7,0.02702498904691299,7.018314250219085
2820260328010004,立川競輪,4R,12:18,1-4,1,4,401.8,0.019044260710179235,6.651983953350017
2820260328010003,立川競輪,3R,11:53,2-5,2,5,102.1,0.0748701540413918,6.644242727626103
2820260328010002,立川競輪,2R,11:29,3-5,3,5,340.6,0.021468744631233733,6.31225442139821
4520260328010001,豊橋競輪,1R,11:13,5-8,5,8,190.2,0.037979380832853335,6.223678234408704
3120260327020005,松戸競輪,5R,10:13,3-7,3,7,340.8,0.021194048312894776,6.22293166503454
8120260326030008,小倉競輪,8R,23:08,2-4,2,4,111.0,0.06398742491114764,6.102604165137389
8320260327020011,久留米競輪,11R,20:02,1-6,1,6,114.7,0.061337701753535784,6.035434391130554
8320260327020002,久留米競輪,2R,16:12,1-6,1,6,311.0,0.021909326378619788,5.8138005037507545
2820260328010010,立川競輪,10R,15:08,3-6,3,6,365.0,0.018633964983133498,5.801397218843727
6120260326030003,玉野競輪,3R,16:48,2-6,2,6,551.0,0.012132767642130574,5.685154970813946
4520260328010010,豊橋競輪,10R,15:19,5-8,5,8,334.7,0.019648798596013484,5.576452890085712
2820260328010005,立川競輪,5R,12:45,4-7,4,7,153.8,0.04138961316546659,5.365722504848762
3620260326030003,小田原競輪,3R,12:36,5-6,5,6,73.5,0.08524547496233661,5.265542409731741
4520260328010006,豊橋競輪,6R,13:21,6-9,6,9,506.7,0.01235595620835136,5.260763010771634
4520260328010008,豊橋競輪,8R,14:17,6-7,6,7,230.7,0.027131774402926724,5.259300354755195
3620260326030007,小田原競輪,7R,14:27,5-7,5,7,99.0,0.05953783626203343,4.89424578994131
6120260326030007,玉野競輪,7R,18:28,4-6,4,6,132.7,0.04412942679604931,4.855974935835743
4520260328010009,豊橋競輪,9R,14:47,1-6,1,6,627.5,0.009314945593719998,4.845128360059299
2820260328010009,立川競輪,9R,14:37,2-3,2,3,139.7,0.041034439139374136,4.732511147770566
4520260328010002,豊橋競輪,2R,11:37,6-7,6,7,179.8,0.03146225345521805,4.656913171248206
3620260326030010,小田原競輪,10R,16:06,5-6,5,6,170.8,0.032331890494974924,4.522286896541718
3620260326030001,小田原競輪,1R,11:45,4-6,4,6,130.2,0.04073556753398016,4.303770892924216
3120260327020001,松戸競輪,1R,08:50,3-6,3,6,151.7,0.03396333115410636,4.152237336077934
6120260326030001,玉野競輪,1R,16:00,3-6,3,6,93.2,0.055053205143118546,4.130958719338649
8320260327020001,久留米競輪,1R,15:48,5-6,5,6,177.6,0.02858829917639512,4.077281933727773
6120260326030004,玉野競輪,4R,17:12,3-6,3,6,216.0,0.022890180583103478,3.944279005950351
6120260326030011,玉野競輪,11R,20:16,1-7,1,7,106.2,0.04497084804674126,3.7759040625639217
8320260327020004,久留米競輪,4R,17:00,4-6,4,6,117.4,0.04007588845405254,3.704909304505769
4520260328010004,豊橋競輪,4R,12:27,4-9,4,9,183.0,0.02561003910004215,3.6866371553077135
3620260326030005,小田原競輪,5R,13:30,1-3,1,3,108.6,0.0427918835159128,3.64719854982813
3620260326030008,小田原競輪,8R,14:57,1-7,1,7,121.3,0.03621110141353389,3.392406601461661
2820260328010011,立川競輪,11R,15:42,4-7,4,7,182.1,0.024041979369793267,3.3780444432393537
8320260327020003,久留米競輪,3R,16:36,1-6,1,6,156.7,0.027924503841023685,3.375769751888411
4520260328010005,豊橋競輪,5R,12:54,7-8,7,8,271.0,0.01524522667392764,3.13145642863439
8320260327020010,久留米競輪,10R,19:34,2-6,2,6,152.7,0.027046255452749933,3.1299632076349146
8320260327020006,久留米競輪,6R,17:49,4-6,4,6,60.9,0.06657415207111692,3.0543658611310205
3620260326030006,小田原競輪,6R,13:57,1-6,1,6,158.1,0.025527824283880722,3.035949019281542
3120260327020003,松戸競輪,3R,09:31,3-4,3,4,163.9,0.024418249435066937,3.0021510824074715
4520260328010012,豊橋競輪,12R,16:30,1-4,1,4,116.4,0.03272803304110222,2.8095430459842987
6120260326030006,玉野競輪,6R,18:02,6-7,6,7,127.5,0.027428041609866883,2.4970753052580275
3120260327020002,松戸競輪,2R,09:10,2-7,2,7,51.3,0.06661640052565956,2.4174213469663353
8120260326030001,小倉競輪,1R,20:45,4-6,4,6,112.5,0.03012559870473139,2.3891298542822814
3620260326030004,小田原競輪,4R,13:03,2-6,2,6,66.0,0.051094416422500594,2.3722314838850393
8120260326030003,小倉競輪,3R,21:25,1-7,1,7,57.0,0.05798693293421896,2.3052551772504803
6120260326030005,玉野競輪,5R,17:36,6-7,6,7,184.5,0.017895592376903656,2.3017367935387245
8320260327020009,久留米競輪,9R,19:07,1-6,1,6,91.8,0.03539113785640971,2.2489064552184113
4520260328010003,豊橋競輪,3R,12:01,3-4,3,4,160.7,0.020112849823593463,2.2321349666514694
3620260326030009,小田原競輪,9R,15:30,3-7,3,7,55.0,0.05674409757956025,2.1209253668758135
8320260327020008,久留米競輪,8R,18:41,4-6,4,6,47.6,0.05156747769178341,1.4546119381288904
6120260326030008,玉野競輪,8R,18:54,3-7,3,7,30.2,0.07942591243057065,1.3986625554032335
2820260328010012,立川競輪,12R,16:18,1-6,1,6,104.7,0.02126175317223864,1.2261055571333856
8120260326030005,小倉競輪,5R,22:05,1-6,1,6,20.2,0.09077696256179923,0.8336946437483446
8120260326030004,小倉競輪,4R,21:45,1-5,1,5,19.5,0.08850991114271489,0.7259432672829405
8120260326030007,小倉競輪,7R,22:46,1-7,1,7,13.5,0.12174735463765046,0.6435892876082812
8120260326030006,小倉競輪,6R,22:25,1-7,1,7,17.2,0.08213467841087939,0.4127164686671254
8120260326030002,小倉競輪,2R,21:05,5-6,5,6,31.5,0.04129494061663071,0.30079062942386736
