race_id,sanrentan_result,payout_sanrentan_100
2820260328010001,1-4-5,2910
2820260328010002,6-7-2,19060
2820260328010003,7-2-5,1240
2820260328010004,5-3-1,2030
2820260328010005,2-4-3,22570
2820260328010006,6-2-4,560
2820260328010007,7-3-1,7930
2820260328010008,7-2-1,1490
2820260328010009,4-5-1,2270
2820260328010010,2-6-5,11520
2820260328010011,5-1-3,2940
2820260328010012,4-3-5,20700
3120260327020001,1-4-6,2390
3120260327020002,5-2-1,1390
3120260327020003,5-7-3,860
3120260327020004,5-4-1,10100
3120260327020005,4-1-3,1030
3120260327020006,2-6-1,650
3120260327020007,3-4-6,510
3620260326030001,3-7-6,33340
3620260326030002,5-3-4,400
3620260326030003,4-2-5,38180
3620260326030004,5-1-7,27870
3620260326030005,4-5-7,17220
3620260326030006,3-5-4,4580
3620260326030007,6-4-2,8570
3620260326030008,5-1-7,34700
3620260326030009,4-1-7,3780
3620260326030010,4-2-1,2510
4520260328010001,5-7-8,97440
4520260328010002,2-7-5,38270
4520260328010003,7-5-1,4100
4520260328010004,7-2-1,21500
4520260328010005,3-1-9,35430
4520260328010006,3-7-1,1330
4520260328010007,9-7-5,3490
4520260328010008,1-3-2,20960
4520260328010009,2-7-3,4610
4520260328010010,1-5-9,410
4520260328010011,1-9-5,700
4520260328010012,3-9-8,10000
6120260326030001,3-4-2,54030
6120260326030002,4-1-6,310
6120260326030003,7-1-4,770
8320260327020001,4-1-5,3920
8320260327020002,7-2-3,11090
8320260327020003,2-5-4,3350
