race_id,競輪場,レース番号,開始時間,best_bet,first,second,third,best_odds,best_p,max_EV,kelly_full,kelly_frac_capped,stake_raw,stake,expected_profit
2120260707010001,弥彦競輪,1R,20:40,5-7-1,5,7,1,9941.2,0.0062170970687104,60.805405379464446,0.006117120921054349,0.0030585604605271747,152.92802302635874,200,12161.08107589289
8520260705030002,佐世保競輪,2R,08:50,6-4-5,6,4,5,3275.7,0.0090389472731422,28.60887958263196,0.008736336025477742,0.004368168012738871,218.40840063694355,200,5721.775916526392
6320260707010004,防府競輪,4R,12:01,6-7-4,6,7,4,9903.2,0.0054251805558867,52.72664808105718,0.00532474077286433,0.002662370386432165,133.11851932160826,100,5272.664808105717
2320260706020005,取手競輪,5R,12:46,1-4-3,1,4,3,8756.0,0.0060353890040036,51.84586611905591,0.005921857923364467,0.0029609289616822337,148.0464480841117,100,5184.586611905591
8320260707010002,久留米競輪,2R,16:31,5-7-6,5,7,6,9371.7,0.0048251039548565,44.21942673372928,0.0047189032552241855,0.0023594516276120928,117.97258138060464,100,4421.942673372928
2320260706020006,取手競輪,6R,13:16,1-6-7,1,6,7,8620.7,0.0050907242873848,42.88560686425864,0.0049753015608731905,0.0024876507804365952,124.38253902182976,100,4288.560686425864
8320260707010004,久留米競輪,4R,17:17,6-4-5,6,4,5,6657.5,0.0059935888629196,38.90231785488763,0.005844260175000019,0.0029221300875000096,146.10650437500047,100,3890.231785488763
2320260706020003,取手競輪,3R,11:52,7-4-2,7,4,2,6489.5,0.0061410109114107,38.85209030959992,0.005987838531185933,0.0029939192655929663,149.6959632796483,100,3885.209030959992
6320260707010009,防府競輪,9R,14:26,6-5-7,6,5,7,9775.4,0.0038368662330378,36.50690217443857,0.003734950705356705,0.0018674753526783524,93.37376763391762,100,3650.6902174438574
8520260705030001,佐世保競輪,1R,08:30,3-5-4,3,5,4,2529.9,0.0074700897259467,17.898579997672677,0.0070776147723012675,0.0035388073861506338,176.94036930753168,200,3579.7159995345355
8520260705030007,佐世保競輪,7R,10:35,7-4-6,7,4,6,6341.4,0.0056927288491235,35.0998707238321,0.005535907943320942,0.002767953971660471,138.39769858302355,100,3509.9870723832096
6120260707010005,玉野競輪,5R,22:10,7-4-3,7,4,3,8407.4,0.0042919084507674,35.08379110898221,0.004173462018103137,0.0020867310090515686,104.33655045257844,100,3508.3791108982214
6120260707010003,玉野競輪,3R,21:30,6-5-1,6,5,1,7419.7,0.0047709547251729,34.39905277436548,0.00463680331788123,0.002318401658940615,115.92008294703075,100,3439.9052774365477
6120260707010007,玉野競輪,7R,22:50,7-4-3,7,4,3,7478.0,0.0046427961826465,33.718829853830684,0.004509673646359594,0.002254836823179797,112.74184115898984,100,3371.8829853830684
8320260707010009,久留米競輪,9R,19:21,3-5-6,3,5,6,6815.6,0.0048533180229438,32.07827431717593,0.004707286461006652,0.002353643230503326,117.6821615251663,100,3207.8274317175933
6320260707010008,防府競輪,8R,13:56,4-6-5,4,6,5,7813.3,0.0042040032892623,31.847138899993404,0.004076538138575503,0.0020382690692877514,101.91345346438757,100,3184.71388999934
8320260707010008,久留米競輪,8R,18:55,5-7-1,5,7,1,6085.0,0.0050425046023366,29.683640505218616,0.004878967867392935,0.0024394839336964675,121.97419668482337,100,2968.3640505218614
6120260707010004,玉野競輪,4R,21:50,6-4-1,6,4,1,5395.4,0.0053468519147925,27.848404821071732,0.005162465672006476,0.002581232836003238,129.0616418001619,100,2784.840482107173
6320260707010006,防府競輪,6R,12:56,6-2-1,6,2,1,4925.7,0.0058561074358296,27.845428396666257,0.005654238511313635,0.0028271192556568177,141.3559627828409,100,2784.5428396666257
2320260706020011,取手競輪,11R,15:46,6-5-2,6,5,2,5838.7,0.0045617388245235,25.63462447474556,0.004391219911051538,0.002195609955525769,109.78049777628846,100,2563.462447474556
