race_id,競輪場,レース番号,開始時間,bets,settled_bets,stake,payout,profit,hit_exact,hit_set,hit_exact_rate,hit_set_rate
8520260705030001,佐世保競輪,1R,08:30,1,1,200,0.0,-200.0,0,0,0.0,0.0
8520260705030002,佐世保競輪,2R,08:50,1,1,200,0.0,-200.0,0,0,0.0,0.0
8520260705030007,佐世保競輪,7R,10:35,1,1,100,0.0,-100.0,0,0,0.0,0.0
2320260706020003,取手競輪,3R,11:52,1,1,100,0.0,-100.0,0,0,0.0,0.0
6320260707010004,防府競輪,4R,12:01,1,1,100,0.0,-100.0,0,0,0.0,0.0
2320260706020005,取手競輪,5R,12:46,1,1,100,0.0,-100.0,0,0,0.0,0.0
6320260707010006,防府競輪,6R,12:56,1,1,100,0.0,-100.0,0,0,0.0,0.0
2320260706020006,取手競輪,6R,13:16,1,1,100,0.0,-100.0,0,0,0.0,0.0
6320260707010008,防府競輪,8R,13:56,1,1,100,0.0,-100.0,0,0,0.0,0.0
6320260707010009,防府競輪,9R,14:26,1,1,100,0.0,-100.0,0,0,0.0,0.0
2320260706020011,取手競輪,11R,15:46,1,1,100,0.0,-100.0,0,0,0.0,0.0
8320260707010002,久留米競輪,2R,16:31,1,1,100,0.0,-100.0,0,0,0.0,0.0
8320260707010004,久留米競輪,4R,17:17,1,1,100,0.0,-100.0,0,0,0.0,0.0
8320260707010008,久留米競輪,8R,18:55,1,1,100,0.0,-100.0,0,0,0.0,0.0
8320260707010009,久留米競輪,9R,19:21,1,1,100,0.0,-100.0,0,0,0.0,0.0
2120260707010001,弥彦競輪,1R,20:40,1,1,200,0.0,-200.0,0,0,0.0,0.0
6120260707010003,玉野競輪,3R,21:30,1,1,100,0.0,-100.0,0,0,0.0,0.0
6120260707010004,玉野競輪,4R,21:50,1,1,100,0.0,-100.0,0,0,0.0,0.0
6120260707010005,玉野競輪,5R,22:10,1,1,100,0.0,-100.0,0,0,0.0,0.0
6120260707010007,玉野競輪,7R,22:50,1,1,100,0.0,-100.0,0,0,0.0,0.0
