race_id,sanrentan_result,payout_sanrentan_100
2120260707010001,4-1-3,2430
2120260707010002,2-3-7,30850
2120260707010003,1-3-7,940
2120260707010004,1-4-7,6670
2120260707010005,5-6-2,76960
2120260707010006,2-4-3,5720
2120260707010007,1-2-3,180
2120260707010008,2-4-6,33840
2320260706020001,6-3-2,13990
2320260706020002,3-1-5,1840
2320260706020003,2-3-5,10200
2320260706020004,3-7-1,160
2320260706020005,5-3-7,970
2320260706020006,4-7-2,280
2320260706020007,1-5-3,2880
2320260706020008,4-6-2,7350
2320260706020009,4-5-2,5210
2320260706020010,1-6-3,26370
2320260706020011,4-1-6,580
4520260705030001,4-2-1,1940
4520260705030002,5-1-3,3100
4520260705030003,7-2-6,3190
4520260705030004,6-2-4,3620
4520260705030005,2-4-6,640
4520260705030006,4-5-3,2280
4520260705030007,5-2-7,820
4520260705030008,4-1-5,3380
4520260705030009,1-6-7,171340
4520260705030010,7-1-4,6570
4520260705030011,2-3-1,3230
4520260705030012,5-3-1,4550
5520260705030001,5-1-7,490
5520260705030002,6-3-4,2620
5520260705030003,5-1-2,44450
5520260705030004,5-6-2,7080
5520260705030005,6-3-1,9680
5520260705030006,1-5-7,3530
5520260705030007,2-3-7,18670
5520260705030008,1-7-2,58180
5520260705030009,3-4-1,13080
5520260705030010,7-4-5,22410
5520260705030011,5-4-7,7260
5520260705030012,6-7-2,83710
6120260707010001,1-2-3,430
6120260707010002,1-2-3,280
6120260707010003,2-1-6,670
6120260707010004,1-2-4,720
6120260707010005,1-4-6,14330
6120260707010006,2-3-7,24190
6120260707010007,5-1-6,7180
6120260707010008,3-5-2,3730
6320260707010001,1-4-3,530
6320260707010002,4-1-6,12430
6320260707010003,5-2-4,2310
6320260707010004,5-2-7,2680
6320260707010005,7-2-4,3310
6320260707010006,7-2-5,860
6320260707010007,4-2-5,33800
6320260707010008,7-2-1,8300
6320260707010009,1-5-2,53180
6320260707010010,2-7-5,2590
6320260707010011,4-1-2,1100
6320260707010012,1-4-2,9410
8320260707010001,2-5-6,1620
8320260707010002,1-4-6,28160
8320260707010003,3-4-1,3780
8320260707010004,1-5-7,450
8320260707010005,7-3-2,870
8320260707010006,7-6-4,11720
8320260707010007,7-4-2,2660
8320260707010008,6-2-3,1360
8320260707010009,5-4-1,370
8320260707010010,7-1-3,2260
8320260707010011,2-6-5,6760
8520260705030001,1-2-4,1110
8520260705030002,5-3-4,1710
8520260705030003,3-4-1,10080
8520260705030004,4-7-2,650
8520260705030005,3-1-6,81230
8520260705030006,1-5-7,1510
8520260705030007,5-2-1,690
