race_id,sanrentan_result,payout_sanrentan_100
3120260719020001,6-3-2,218400
3120260719020002,1-5-6,30380
3120260719020003,4-6-1,62450
3120260719020004,7-2-1,3030
3120260719020005,7-3-6,1900
3120260719020006,5-4-2,540
3120260719020007,5-2-1,8620
3820260718030001,1-3-5,6060
3820260718030002,3-7-1,2640
3820260718030003,4-6-2,38140
3820260718030004,7-1-6,7590
3820260718030005,6-5-3,4080
3820260718030006,1-5-2,1530
3820260718030007,4-6-2,8280
3820260718030008,4-5-1,29860
3820260718030009,7-6-3,91210
3820260718030010,6-4-3,10940
3820260718030011,3-2-1,73410
3820260718030012,4-6-5,3860
4320260718030001,2-1-4,290
4320260718030002,5-6-3,8490
4320260718030003,7-3-4,2610
4320260718030004,4-2-7,2450
4320260718030005,2-5-7,650
4320260718030006,7-3-5,2360
4320260718030007,2-7-5,2470
5620260720010001,1-7-4,950
5620260720010002,2-4-5,3310
5620260720010003,4-3-7,2280
5620260720010004,2-6-5,29420
5620260720010005,2-4-1,5020
5620260720010006,5-3-1,190
5620260720010007,6-4-2,170
5620260720010008,3-5-1,5670
5620260720010009,3-5-7,7910
5620260720010010,4-7-5,1390
5620260720010011,3-2-7,600
5620260720010012,1-6-2,37230
7420260717040001,7-2-1,21750
7420260717040002,7-5-1,15610
7420260717040003,2-4-3,41040
7420260717040004,4-9-1,25860
