race_id,sanrentan_result,payout_sanrentan_100
2120260527010001,2-5-7,11910
2120260527010002,1-6-7,11420
2120260527010003,7-3-6,17670
2120260527010004,1-4-7,580
2120260527010005,1-4-7,2420
2120260527010006,2-6-5,107500
2120260527010007,1-7-4,80890
2120260527010008,2-1-3,4510
2120260527010009,2-7-5,2070
2120260527010010,2-4-1,1520
2120260527010011,2-7-3,31940
2120260527010012,6-2-7,5200
2220260526020001,1-3-4,380
2220260526020002,7-1-2,290
2220260526020003,5-2-6,5200
4420260525030001,4-1-7,11830
4420260525030002,4-6-2,12650
4420260525030003,2-5-1,1230
4420260525030004,1-5-3,15520
4420260525030005,2-4-1,6440
4420260525030006,5-3-7,430
4420260525030007,4-1-2,4000
4420260525030008,3-4-7,440
4420260525030009,2-7-6,870
4420260525030010,1-3-4,11310
4420260525030011,5-1-7,15790
4420260525030012,6-1-7,55340
7520260526020001,3-7-4,12190
7520260526020002,2-7-5,3470
7520260526020003,1-4-7,1970
7520260526020004,7-4-5,28310
7520260526020005,4-5-1,3880
7520260526020006,5-1-7,2240
7520260526020007,4-1-6,770
8620260525030001,1-4-2,340
8620260525030002,2-3-4,1260
8620260525030003,4-3-5,4200
