bets,settled,unsettled,hit_exact,hit_exact_rate,hit_set,hit_set_rate,stake_realized,stake_pending,payout_realized,profit_realized,best_p_mean,best_odds_mean,mult_ev_mean
6,2,4,0,0.0,0,0.0,200.0,400.0,0.0,-200.0,0.0038989089501396835,4731.316666666667,15.897014609496674
