race_id,sanrentan_result,payout_sanrentan_100
1120260620010001,6-3-4,37510
1120260620010002,5-1-7,5600
1120260620010003,5-7-4,35390
1120260620010004,4-5-3,7880
1120260620010005,3-6-1,5280
1120260620010006,5-2-7,2750
1120260620010007,5-1-3,4620
1120260620010008,5-4-2,4740
1120260620010009,5-2-1,2420
1120260620010010,4-3-2,9880
1120260620010011,7-1-2,4680
1120260620010012,3-4-6,5570
3520260619020001,1-3-4,1900
3520260619020002,4-3-7,6240
3520260619020003,2-5-6,2350
3520260619020004,2-4-6,4030
3520260619020005,1-5-6,2470
3520260619020006,7-3-2,3100
3520260619020007,4-7-2,370
3520260619020008,1-4-5,4200
3520260619020009,3-4-2,2160
3520260619020010,7-5-1,6590
3520260619020011,1-7-4,15170
3520260619020012,5-1-6,22120
5620260616050001,3-4-2,70610
5620260616050002,7-4-2,3390
5620260616050003,2-4-6,23720
5620260616050004,6-9-3,60970
5620260616050005,3-7-8,276510
5620260616050006,2-9-3,107730
5620260616050007,4-8-2,4640
5620260616050008,5-1-7,3830
5620260616050009,6-9-5,209660
5620260616050010,1-6-9,5290
5620260616050011,1-9-6,49810
5620260616050012,5-1-7,1540
7420260618030001,1-2-6,4640
7420260618030002,4-3-2,14050
7420260618030003,5-1-2,19500
7420260618030004,2-4-7,48510
7420260618030005,6-4-1,97410
7520260619020001,4-3-5,4000
7520260619020002,4-2-5,1140
7520260619020003,7-1-3,5870
7520260619020004,1-7-5,400
7520260619020005,4-3-2,9680
7520260619020006,2-3-4,4200
7520260619020007,7-1-2,84320
8120260618030001,1-5-4,3480
8120260618030002,4-5-3,1130
8120260618030003,1-3-7,5620
8120260618030004,6-1-5,24680
8120260618030005,3-1-7,7370
8120260618030006,1-6-4,125460
8120260618030007,3-5-4,4960
8120260618030008,1-4-3,4090
8120260618030009,1-4-5,370
8120260618030010,5-4-1,7290
8120260618030011,4-5-6,1650
8720260618030001,7-5-1,26810
8720260618030002,3-1-2,1720
8720260618030003,1-2-5,390
8720260618030004,2-1-4,3260
